ENGLISH,FRENCH
"Diana, can you tell me about the original Nephilim?","Diane, que peux-tu me dire sur les Nephilims originels ?"
"Eager to learn, aren't you?\! The Temple has its stance on the Nephilim, regardless of multiple interpretations.","Tu as soif d'apprendre, hein ?\! Le Temple a sa propre position sur les Nephilims, peu importe les différentes interprétations."
This is your stance as well?,Et c'est la tienne aussi ?
"The Saints Donar, Galzus, Cyrene, Ishtar, and Landis are the founders of our faith.\! Donar, as we interpret, was the physical embodiment of his divine power in Tahnra. The moment the man we know as Donar arrived in our world, we believe Donar through flesh and blood became one with us mortal beings, and made us Donari.\! Galzus was a warrior who relied upon his strength and ferocity.\! You find similar traits in the others - Landis's guile, Cyrene's kindness, and Ishtar's devotion.\! Each of the five Nephilim are represented by one of the five virtues of the Temple, and five elements of our Universe.\! Donar of the Light, Galzus of fire, Cyrene of water, Landis of wind, and Ishtar of earth.\! These are the pillars of virtue that are used to judge the quality of our devotees.\! Some choose to walk the path of all Saints, others will favor one in particular.","Les Saints Donar, Galzus, Cyrene, Ishtar et Landis sont les fondateurs de notre foi.\! Donar, comme nous l'interprétons, était l'incarnation de son pouvoir divin à Tahnra. Le moment où l'homme appelé Donar est arrivé en notre monde, nous pensons qu'il est devenu de chair et de sang et qu'il a fait de nous des Donari.\! Galzus était un guerrier qui se basait sur sa force et sa férocité.\! Tu retrouves des traits similaires chez les autres : l'intelligence de Landis, la bonté de Cyrene et la dévotion d'Ishtar.\! Chacun des cinq Nephilims représente l'une des cinq vertus du Temple et les cinq éléments de notre univers.\! Donar de la lumière, Galzus du feu, Cyrene de l'eau, Landis du vent et Ishtar de la terre.\! Ce sont la les piliers de la vertu qui nous servent à juger de nos dévots.\! Certains choisissent de marcher sur les traces de tous les Saints, d'autres en suivront un en particulier."
Aha...\| So can I guess that Galzus is your favorite Saint?,Je vois...\| Je devine donc que Galzus est ton Saint de prédilection.
He is told as the most fearless and fearsome being who ever lived...\! I can only hope to emulate his story.,On dit que c'est l'être le plus redoutable qui n'ait jamais existé.\! Je ne peux qu'espérer lui arriver à la cheville.
"Well, does such a being exist to match you in battle?","Est-ce que la personne qui viendra à bout de toi existe, au moins ?"
"An opponent may not be one's downfall.\! It could be one's own pride, or something unforeseen.\! This is a dangerous world, \n[8]...","On ne tombe pas nécessairement sous les coups adverses.\! On peut aussi succomber par notre propre fierté ou par les imprévus.\! C'est un monde dangereux, \n[8]..."
"Yeah... I guess so.\! Diana, I have to tell you. So often, I think you should be in command of this army, not me.","Ouais... Je suppose.\! Diana, je dois te dire... Je pense souvent que tu devrais être aux commandes de cette armée à ma place."
You humble me. But we are going into the unknown.\! I do not possess the knowledge or training to coordinate an army as you do... I prefer simply to feel the crunch of my enemies' skulls under my boot.,Tu me flattes. Mais nous plongeons dans l'inconnu.\! Je ne possède pas le savoir et l'entraînement nécessaire pour diriger une armée comme tu le fais. Je préfère simplement entendre le craquement des crânes de mes ennemis sous ma botte.
...What a lovely picture you paint.,Quel tableau...
