ENGLISH,FRENCH
Jules! Did you hear?\! Diana made me a Paladin. No more behind the scenes work for me!,Jules ! Tu as entendu ?\! Diana a fait de moi une Paladin. Il est temps d'occuper le devant de la scène !
Yeah... I heard. That's great! I knew you could do it.,Ouais... J'ai entendu. C'est vraiment génial ! Je savais que tu y arriverais.
"She seemed to think I lacked the discipline at first, but then she suddenly came to me with a change of heart.\! Almost as though someone had convinced her otherwise.","Elle semblait penser que je manquais de discipline, mais elle a totalement changé d'avis du jour au lendemain.\! Comme si quelqu'un l'avait convaincue du contraire."
Wait... did you???,Attends... Ce serait pas toi ?!
"This accomplishment is all yours, Sybil.\! But I've known you for a long time. I don't think everyone understands your spirit like I do.\! You deserve to be a Paladin and always have.","C'est ta réussite, Sybil.\! Mais ça fait longtemps que je te connais. Je ne pense pas que quelqu'un te comprenne aussi bien que moi.\! Tu as toujours mérité le titre de Paladin."
"You did, didn't you?\! Oh, thank you, thank you, thank you! Being a Paladin is exactly what I've always wanted.\! Can't wait to get out there and bash these clowns!","Alors c'est bien toi.\! Oh, merci merci merci ! C'est tout ce dont j'ai toujours rêvé.\! Il me tarde d'aller m'occuper de tous ces clowns !"
Jules...\! Why do you seem a little blue now?,Jules...\! Qu'est-ce qui te tracasse ?
Just don't forget about me when you're a big hero...,Ne va pas m'oublier quand tu seras devenu un héros...
"Whaaaat, no I would never!!\! You're the best thing...",Comment ça ? Jamais je ne t'oublierai !\! T'es la meilleure...
"Best thing that ever happened to me, Jules.\! No matter how many people I drive away, you're always there.","Tu es la meilleure chose qui me soit arrivée, Jules.\! Peu importe le nombre de personnes que je rebute, tu as toujours été là."
"Sybil, I'm blue because sometimes I just feel like I'm by myself out here.\! The only one lifting others up.\! Even I could use a pick-me-up once in a while, you know?","Sybil, j'ai le blues parce qu'il m'arrive parfois de me sentir seul.\! Je suis le seul à remonter le moral des gens.\! Même moi je pourrais avoir besoin d'un petit remontant de temps en temps, tu sais ?"
"*MMMMMMWWAH!*\! There, how's that for a pick-me-up?","*MMMMMMWWAH!*\! Et voilà, qu'en pense ton moral ?"
Sybil...,Sybil...
You sweet man.\! You're not going to go one more day feeling like that.\! I will defeat any gloomy moods in my Jules!,"Tu es un bon ami.\! Tu ne passera pas un jour de plus dans cet état-là.\! Je te défendrai contre tous les coups de blues qui passent, mon Jules !"
I think I'd like that Sybil...,"Je n'en demande pas moins, Sybil."
