ENGLISH,FRENCH
"Hey Narima, how'd you end up hanging around the Tidereavers?","Salut Narima, dis-moi, comment ça se fait que tu aies côtoyé les Brise-vagues ?"
"When the Tidereavers raid your home town, kill all the men and take all the women and children, one must find a way to survive.\! The Tidereavers have been my whole life...","Lorsque les Brise-vagues viennent piller ton village natal, tuer tous les hommes et enlever toutes les femmes, il faut bien apprendre à survivre.\! Les Brise-vagues sont toute ma vie..."
Sounds familiar. Doing anything at all just to see another day.,Ça me rappelle quelque chose. Tout faire ne serait-ce que pour vivre un autre jour.
"Yes, it seems your Succession War made life hard for a great many, in both your country and in mine.","Oui, il semble que votre Guerre de Succession ait rendu la vie impossible à de nombreuses personnes, dans ton pays et le mien."
"Sayunaa, right?","Sayunaa, c'est ça ?"
A young Veridian knows my country? Unusual.,Tu connais mon pays ? C'est inhabituel pour quelqu'un de Veridia.
"Guess your features just seem familiar.\! My good friend, Jules, was adopted by a wealthy family in Veridia, but he's an orphan from Sayunaa.\! You two could be cousins, perhaps.","Ton apparence me dit quelque chose.\! Mon ami Jules a été adopté par une riche famille de Veridia, mais c'était un orphelin de Sayunaa.\! Vous pourriez même être cousins."
"Jules...?\| Yes, I have seen him among your cohort...\| So innocent and unspoiled by the evils of our world...","Jules ?\| Oui, il m'a semblé l'avoir vu dans le groupe.\| Si innocent et ignorant des méfaits dans notre monde."
...What's the matter?,Quel est le problème ?
...\| It is nothing.,...\| Rien.
"Well anyway, glad to have you among us, Narima.\! I'm sure your knowledge of the Tidereavers will come in handy.","Enfin bref, c'est une bonne chose de t'avoir parmi nous, Narima.\! C'est sûr que ta connaissance des Brise-vagues s'avérera utile."
"I will be ever grateful for my freedom.\! My bow is yours to command, Veridian.",Je serai éternellement reconnaissante de m'avoir rendu ma liberté.\! Mon arc est à ton service.
