ENGLISH,FRENCH
Incredible...,Incroyable...
"And it is ours to use as we see fit.\! It will take some time to refit it for battle, but with it, we can airdrop troops deep behind enemy lines.","Et c'est à nous de l'utiliser comme bon nous semble.\! Il faudra un certain temps pour le rééquiper pour la bataille, mais avec lui, nous pouvons larguer des troupes loin derrière les lignes ennemies."
I've never seen one with my own eyes.,Je n'en avais jamais vu de mes propres yeux.
Most haven't...\| We haven't flown these things for a hundred years.\! One would have to be wealthy beyond imagination to own one.,C'est le cas de beaucoup...\| Nous n'avons pas fait voler ces choses depuis une centaine d'années.\! Il faudrait être riche au-delà de toute imagination pour en posséder un.
I have to admit something to you.,Je dois t'avouer quelque chose.
I am afraid of you outgrowing me.\! Outgrowing our cause.,J'ai peur que tu me surpasses.\! Que tu dépasses notre cause.
...I do have a history of changing loyalties.,"... Ma loyauté n'a pas été sans faille, c'est vrai."
"It's not that.\! I don't need loyalty from others.\! Not to me, anyway.","Ce n'est pas ça.\! Je n'ai pas besoin de la loyauté des autres.\! Pas pour moi, en tout cas."
"It seems to me that you've become the icon of hope in the peoples' eyes.\! As you are the icon, I would best serve the people as your right hand, if you will have me as such.","Il me semble que tu es désormais l'icône de l'espoir aux yeux des gens.\! Comme tu es l'icône, je servirais mieux le peuple en tant que ta main droite, si tu veux bien de moi."
"That's a relief.\! We'll build a new world together, Lysander.","C'est un soulagement.\! Nous allons construire un nouveau monde ensemble, Lysandre."
