ENGLISH,FRENCH
Hey. I'm glad you made it.,Salut. C'est bon de te revoir.
My King assures me that the situation in Sayunaa is stable.,Mon Roi dit que la situation à Sayunaa est stable.
"Alright, that's good to hear.\| Is that...",Parfait.\| Est-ce que c'est...
"\n[8], what is the purpose of your new mission?","\n[8], quelle est notre nouvelle mission ?"
"My role in the Millennium War is over. Zanatus is finally dead.\! I came close to losing myself completely, Narima. I can't face the people of Armitage again...\| not for a while.","Mon rôle dans la Guerre Millénaire touche à sa fin. Zanatus est enfin vaincu.\! Je n'ai pas été loin de faillir, Narima. Je ne peux plus me tenir en face des habitants d'Armitage...\| pour un moment, du moins."
"I find your assessment of the people of this land innaccurate, \n[8]. But, I understand what it is like to keep the demons within under control.","Je trouve ton jugement sur ces gens bien hâtif, \n[8]. Mais je sais ce que c'est que de devoir faire face à ses démons."
You're probably right. But Zanatus's dying words still haunt me.,Tu as probablement raison. Mais les derniers mots de Zanatus me hantent encore.
That foul deceiver is still manipulating you from the void. You must not give in.,Ce gredin te manipule encore même après sa mort. Tu dois tenir le coup.
"He may be a manipulator, but I felt no deception in those words. Zanatus's hatred for Donar, and for me, cannot be described.\! He felt a certain peace in his final moments. As though he'd finished his job.\! We have reports that some of the Followers of Zanatus went into exile, far to the East, bound for Grothnor of all places.","Il est peut-être un manipulateur, mais je n'ai pas senti de mensonge en ses mots. La haine de Zanatus envers Donar et moi-même est indescriptible.\! Il a ressenti une certaine paix dans ses derniers moments. Comme s'il avait accompli son œuvre.\! On a reçu des informations comme quoi des Acolytes de Zanatus se sont exilés à l'est, principalement à Grothnor."
"Grothnor, the most dreadful place in all Tahnra. You are certain this is the path for you?","Grothnor, l'endroit le plus redouté de tout Tahnra. Tu penses vraiment devoir y aller ?"
"Just an instinct for now. As you know, I have a hard time ignoring that.","Ce n'est qu'un pressentiment pour le moment. Comme tu le sais, je ne peux pas juste l'ignorer."
...Then I will enjoy slaying what ever abominations may threaten you along the way.,Alors ce sera un plaisir pour moi de pourfendre toutes les abominations qui te barreraient la route.
"...\| You're coming with me?\| That's... the best I could possibly wish for, but what about...","...\| Tu viens avec moi ?\| C'est... Je ne pouvais pas espérer mieux, mais..."
"My mind is settled. My country, my homeland...\| it has meant everything to me. But it is doomed in a rapidly-changing future that will leave it behind.\! The irony is clear to me, that I spent my life to preserve tradition, and now see it as Sayunaa's greatest weakness.\! My people must embrace the outside world. And if my journey into the unknown can be a small part of that, so be it.","J'ai pris ma décision. Mon pays, ma terre natale...\| Elle veut tout dire pour moi. Mais elle est condamnée par un monde qui change plus vite qu'elle à rester à jamais derrière.\! J'ai réalisé l'ironie de ma vie, consacrée à préserver les traditions de Sayunaa qui pourraient bien devenir ses plus grandes faiblesses.\! Mon peuple doit s'ouvrir au monde qui les entoure. Et si mon voyage vers l'inconnu peut donner créer cette étincelle, alors qu'il en soit ainsi."
...Oh.,...Oh.
"Oh, \n[8], you know that expressing those feelings is not easy for me...\| Please, just...","Oh, \n[8], j'espère que tu réalises qu'il est difficile pour moi d'exprimer ces sentiments...\| Alors s'il te plaît..."
"Narima...\| it wasn't Grothnor that scared me.\| It was not being able to see your face, and for its memory to fade with time.\! As long as I'm with you, it feels like all the world's terrors can't even phase me.","Narima...\| Ce n'est pas Grothnor qui m'effraie.\| Ce qui me fait peur c'est de ne plus voir ton visage et que sa mémoire s'efface avec le temps.\! Tant que tu es à mes côtés, même les plus grandes terreurs de ce monde ne me feront pas sourciller."
"I feel the same, \n[8].","Je ressens exactement la même chose, \n[8]."
"Time to head off then, hero of Sayunaa. Let's forge that future.","Alors dans ce cas allons-y, Héros de Sayunaa. Allons forger ce nouvel avenir."
