ENGLISH,FRENCH
"\c[1]Casamir enjoys great popular support by making grand promises to the public, to progress the country beyond the shackles of the nobility, and to spread their ill-gotten wealth.\! Now able to link the Donari Temple to the Empress's murder, he had all the justification he needed to carry out his vengeance on the Temple.","\c[1]Casamir gagne le soutien populaire en faisant de grandes promesses, comme celle de libérer le pays de l'influence de la noblesse et de répartir leurs richesses mal acquises.\! Maintenant en mesure de faire le lien entre le Temple de Donar et l'assassinat de l'Impératrice, il dispose de toutes les justifications nécessaires pour mener sa vengeance contre le Temple."
\c[1]With help from Duke Lothair and the Army of Isanter...,\c[1]Avec l'aide du Duc Lothair et de l'armée d'Isanter...
\c[1]...And the defection by Imperial General Lysander...,\c[1]...Et la désertion du Général Impérial Lysandre...
\c[1]...The attack on Lemelin failed in a humiliating defeat.,\c[1]...L'attaque sur Lemelin s'est soldée en une humiliante défaite.
"\c[1]Duke Terenor of Rimorgue. He has not taken the Empress's murder lightly.\! After weeks of persuasion by Prime Minister Casamir, Terenor reluctantly agrees that the time to take action against Lothair and the Temple is now.\! Terenor marches his army into Lothair's territory, marking the beginning of the Veridian Civil War...","\c[1]Duc Terenor de Rimorgue. Il n'a pas pris le meurtre de l'Impératrice à la légère.\! Après des semaines de persuasion par le Premier Ministre Casamir, Terenor se résout, non sans mal, à prendre des mesures contre Lothair et le Temple.\! Terenor mène son armée au sein du territoire de Lothair, marquant ainsi le début de la Guerre Civile Véridienne."
"\c[1]The West, which includes the Duchy of Isanter and the Donari Temple...","\c[1]L'ouest, avec le Duché d'Isanter et le Temple de Donar..."
"\c[1]Against the East, comprised of the Duchy of Rimorgue, and the Imperial government.","\c[1]Contre l'est, avec le Duché de Rimorgue et le gouvernement impérial."
"\c[1]Terenor's much more powerful army takes the offensive, and seizes the Isanter city of Trucea.\! They now prepare for an assault on Isanter's capital city.","\c[1]L'armée de Terenor, bien plus puissante, passe à l'offensive et s'empare de Trucea, ville du Duché d'Isanter.\! Il se préparent maintenant pour un assaut sur la capitale d'Isanter."
"\c[1]If Isanter were to fall, the Temple would be next.\! And with its collapse, Casamir may become unstoppable.","\c[1]Si Isanter venait à tomber, le Temple serait le prochain.\! Si cela venait à se produire, Casamir deviendrait intouchable."
"\c[1]Diana and \n[8] prepare for war, and set out to stop the city of Isanter from falling into enemy hands.",\c[1]Diana et \n[8] se préparent pour la guerre et partent faire en sorte que la capitale d'Isanter ne tombe pas aux mains ennemies.
