ENGLISH,FRENCH
I thought I smelled something.\! What do you want?,Je me disais bien que j'avais senti quelque chose.\! Qu'est-ce que tu veux ?
"I want only to win your heart, my future pirate queen.","Seulement votre cœur, ma future reine des pirate."
"If I am your future pirate queen, at the first opportunity, I will slice your throat open and keep all the gold to myself.\! Yes, I agree to this.","Si je suis ta reine des pirates, je profiterais de la première occasion de t'égorger pour garder tout l'or.\! Là, je dirais oui."
"Ah, but then you would be deprived of the privilege to gaze upon my beautiful visage, my queen.","Ah, mais tu te priverais d'admirer mon magnifique visage, ma reine."
"Well, too bad, because I would never associate with the likes of you!!",Eh bien c'est dommage parce que je ne pactise pas avec les gens dans ton genre.
"Oh, sure you would.",Oh que si.
Grrrrr....\| Why are you so....,Grrrrr....\| Mais pourquoi es-tu aussi...
Handsome?,Séduisant ?
"So PERSISTANT!!\! I cannot believe you kept trying for so long!\! Do you even realize how much I insulted you?\! Your smell, your lifestyle, your personality, everything!\! Yet, you persist!! No man has lasted so long through my verbal abuse.\! You are one remarkable man.","COLLANT !\! J'arrive pas à croire que tu aies tenté ta chance aussi longtemps.\! Te rends-tu seulement compte d'à quel point je t'ai insulté ?\! Ton odeur, ta manière de vivre, ta personnalité, tout y est passé !\! Et pourtant, tu es encore là ! Aucun homme n'a jamais pu supporter mon châtiment verbal !\! En ça, tu es remarquable."
"Whoa, whoa there.\! I feel like we just met.\! Let's slow down - how's about you and I share a drink before we set off next?","Ohlà ohlà, on se calme.\! J'ai l'impression qu'on se connaît à peine.\! Ralentissons un peu. Que dirais-tu d'aller boire un verre avant qu'on ne décide de la suite des choses ?"
"One drink.\! But that is it! And I am watching you like a hawk, no funny business!","Un verre.\! Après c'est fini. Et je t'aurai à l'œil, donc pas de coup tordu !"
"Come now, m'lady, I'll be a perfect gentleman.\! After you...","Allons, ma belle dame, je serai un parfait gentleman.\! Après vous..."
