ENGLISH,FRENCH
Might I steal a few moments of your time?,Je peux te prendre quelques instants ?
"Of course, Lysander.\! Though, I am not as interesting as \n[8], so I fear you will be disappointed.","Bien sûr, Lysandre.\! Je sais que je ne suis pas aussi intéressante que \n[8], donc j'ai peur de te décevoir."
"As you may know, I am not a devotee to the Donari doctrine.\! And you are famed for being perhaps the strictest adherent alive.","Comme tu le sais, je ne suis pas un suivant de la doctrine Donari.\! Et on dit que tu en est la plus fervente défenseuse."
One could say that...,On peut le dire.
"May I ask,\| do you see your beliefs as the most correct, and righteous?\! Compared with, for example, the Followers of Zanatus?","Est-ce que je peux te demander\| si tu considères tes croyances comme les meilleures ?\! Par exemple, en comparaison avec les Acolytes de Zanatus ?"
"The Followers of Zanatus are wicked, and the wicked shall be crushed. It is very simple.",Les Acolytes de Zanatus se sont détournés du droit chemin et doivent être écrasés. C'est aussi simple que ça.
"Indeed...\| And if you were to read the minds of these Zanatus worshipers, what do you think you would see?\! Would they not have the same adversarial conviction?\! That, perhaps, these adherents to Zanatus act and live with their own sense of righteousness?","En effet...\| Et si tu pouvais lire les pensées des adorateurs de Zanatus, que penses-tu y découvrir ?\! Ne penseraient-ils pas la même chose de toi ?\! Et que peut-être ils ont leur propre sens de ce qui est juste ?"
"These ponderings are a little dull to me.\! Some things are, and some things aren't.\! No need to play Devil's Advocate all the time.","Je ne m'embarrasse pas de ce genre de réflexion.\! Certaines choses sont ainsi, d'autres ne le sont pas.\! Inutile de jouer aux avocats du diable tout le temps."
I... suppose I have become quite the nuisance to you now.,Je... Je réalise que je te dérange.
"It's alright. Philosophers often wish to question the intensity of the Temple's resolve.\! After you have witnessed how the Zanatus cultists conduct themselves, you will no longer see them as misunderstood outcasts.\! At the risk of sounding curt...\! It's best you just let me fulfill my role in peace, knowing that you can continue to live in a world in which you won't be burned alive for having divergent thoughts.","Ce n'est pas grave. Les philosophes remettent souvent en question la ferveur avec laquelle agit le Temple.\! Lorsque tu seras témoin des agissements des Acolytes de Zanatus, tu ne les considéreras plus comme des incompris qui ont dérivé du droit chemin.\! Au risque de paraître trop brusque...\! Il serait mieux pour toi que tu me laisses jouer mon rôle en paix, rassuré par le fait que le monde dans lequel tu vis ne sera pas réduit en cendres par des opinions divergentes."
...I must say this conversation has far exceeded my expectations.,J'avoue que cette conversation a dépassé toutes mes attentes.
Your expectations?,Tes attentes ?
Oh...\| you know... I didn't mean...,"Oui,\| tu sais... Je ne voulais pas..."
"So...\! Me Diana, me like smash bad guys.","En gros...\! Moi Diana, moi écraser les vilains."
Heh heh... point taken.\! I shall leave before I embarrass myself further...,"Hé hé, je vois ce que tu veux dire.\! Je vais m'en aller avant de me ridiculiser encore plus."
