ENGLISH,FRENCH
"So much has changed, Lysander...","Tant de choses ont changé, Lysandre..."
It is like waking from a dream to reveal a nightmarish reality.,C'est comme se réveiller d'un rêve qui révélerait une réalité cauchemardesque.
Can you tell me what happened to you after the battle at Fort Eureeka?,Peux-tu me dire ce qui vous est arrivé après la bataille de Fort Eureeka ?
"By the time I'd returned to the inner keep, Diana had already evacuated with her group.\! I gathered everyone else I could find and we slipped out the rear sully port into the river, where we threw together makeshift rafts and floated down the Herald under the cover of night.\! Myself, Raskuja, Narima, and Sybil regrouped and made our way to the capital...\| just in time to watch your execution.\! The moronic cheers of the crowd nearly vexed me enough to blow my cover...","Le temps que je retourne au donjon, Diana avait déjà évacué avec son groupe.\! J'ai rassemblé tous les autres que j'ai pu trouver et nous nous sommes glissés par le port arrière dans la rivière, où nous avons assemblé des radeaux de fortune et descendu le Herald sous le couvert de la nuit.\! Moi-même, Raskuja, Narima et Sybil nous sommes regroupés et avons fait route vers la capitale... \|juste à temps pour assister à ton exécution.\! Les acclamations de la foule m'ont presque vexé au point de bousiller ma couverture..."
"Cheers, huh.",C’est sympa.
"It was an explosion of emotion across the spectrum.\! It was that moment that tipped the scales, so that the coming disaster was apparent not only to the clever, but to all.\! In the coming months, I attempted to rally opposition forces among the enraged nobles who remained, but the dark knight and his black dragon had an answer for everything we tried.\! Following his dragon's roar was always death and suffering.\! No one could stand up to him, as he acted as the vanguard for an army of powerful cultist mages, and Casamir's Imperial elite troops.\! After witnessing the power of that dark knight, and your...\| resurrection...\| I no longer scoff at the supernatural, but now seek to decipher it.\! After some time in exile, I reunited with my friends, and we caught wind that Diana had organized a resistance force dedicated to protecting the children from the mass kidnappings.\! We sprang into action, taking advantage of the weakness here at Eastwall Fortress, and held out just long enough for you to arrive.","C'était une explosion d'émotions à vrai dire.\! C'est ce moment qui a fait pencher la balance, de sorte que la catastrophe à venir est apparue non seulement aux érudits, mais à tous.\! Au cours des mois suivants, j'ai tenté de rallier des forces d'opposition parmi les nobles enragés qui restaient, mais le chevalier noir et son dragon noir étouffait toute tentative de rébellion.\! Suivre le rugissement de son dragon a toujours été synonyme de mort et de souffrance.\! Personne ne pouvait lui résister, car il servait d'avant-garde à une armée de puissants mages cultistes et aux troupes d'élite impériales de Casamir.\! Après avoir été témoin de la puissance de ce chevalier noir, et de ta...\| résurrection...\| Je ne me moque plus du surnaturel, mais je cherche maintenant à le déchiffrer.\! Après un certain temps d'exil, j'ai retrouvé mes amis et nous avons appris que Diana avait organisé une force de résistance destinée à protéger les enfants des enlèvements massifs.\! Nous sommes entrés en action, profitant de la faiblesse de la forteresse d'Eastwall, et avons tenu juste assez longtemps pour que tu arrives."
"It's infuriating, what they're doing.\! Can't convince the grown-ups, so they have to tear families apart and brainwash the young.","C'est révoltant, ce qu'ils font.\! Ils ne peuvent pas convaincre les adultes, alors ils doivent déchirer les familles et laver le cerveau des jeunes."
"It is indeed unforgivable, but this also presents an opportunity.\! This is a war of good against evil now... no mercy required for the enemy.\! Only their total destruction will heal the land.\! This is quite a bit more simple than reconciliation with a defeated foe.","C'est en effet impardonnable, mais cela présente aussi une opportunité.\! C'est une guerre du bien contre le mal maintenant... aucune pitié n'est requise pour l'ennemi.\! Seule leur destruction totale guérira la terre.\! C'est un peu plus simple que se réconcilier avec un ennemi vaincu."
"I was thinking just that, and you said it.\! Knowing you're the ""good"" in that good versus evil does make things simple.","C'est ce que je pensais, et tu l'as dit.\! Savoir que tu es le « bien » dans ce combat contre le mal rend les choses plus simples."
"...So long as you stay good, \n[8].","...tant que tu restes dans ce bien, \n[8]."
