ENGLISH,FRENCH
Chapter 27: Return to the Origin,Chapitre 27 : Retour à l'origine
"Your excellency, the Nephilim Army has reached the capital!\! What are we to do?","Votre excellence, l'armée des Nephilims a atteint la capitale !\! Que devons-nous faire ?"
What in blazes do you mean?\! Go out and fight them!\! You are wasting time!,Que veux-tu dire ? \! Sors et pars au combat !\! Tu perds du temps !
"My Emperor, we have already swept all of Armitage for conscripts.\! There's nothing left. We no longer have the strength to fight back.\! Only a handful of exhausted veterans from past battles...","Mon Empereur, nous avons déjà parcouru tout Armitage pour trouver des conscrits.\! Il n'y a plus personne. Nous n'avons plus la force de nous défendre.\! Il n'y a plus qu'une poignée de vétérans épuisés des batailles passées..."
"Then the veterans should gather whoever they can, man the walls, and repel the Orphan's pathetic army!\! Do I have to do everything myself or can you manage this?!","Alors les vétérans doivent rassembler tous ceux qu'ils peuvent, dresser les murs et repousser la pathétique armée de l'Orphelin!\! Est-ce que je dois tout faire moi-même ou est-ce que tu peux t'en occuper ?"
"Y-yes, your excellency...","O-oui, votre excellence..."
"Most of their army...\| skinny youths, or old men...","La plupart de leur armée... \| des jeunes maigres, ou des vieillards..."
"That's just whatever scraps Casamir still has left... they should be ripe for surrender.\! But the Zanatus cultists will also be here with powerful and merciless warriors.\! Regarding the demoralized remnants of the Imperial Army...\| Casamir would sacrifice their lives just to stave off the inevitable for a few moments.\! I think you know what to do, \n[8].","Ce ne sont que les restes de Casamir... ils devraient être faciles à soumettre.\! Mais les cultistes de Zanatus seront également là avec des guerriers puissants et sans pitié.\! En ce qui concerne les restes démoralisés de l'armée impériale...\| Casamir sacrifierait leurs vies juste pour retarder l'inévitable pendant quelques instants.\! Je pense que tu sais ce qu'il faut faire, \n[8]."
"""An army of lambs can become lions at a moment's notice""...\! Do you see that balcony, atop the Imperial Palace?\! That's where they watched me executed in cold blood, and where they cheered and celebrated it...\! these people would have me thrown to the dogs.","« Une armée d'agneaux peut devenir des lions en un instant... »\! Tu vois ce balcon, au sommet du Palais Impérial ? \! C'est là qu'ils m'ont regardé être exécuté de sang froid, et qu'ils ont applaudi et célébré cela... \! Ces gens m'auraient jeté aux chiens."
"No...\| you bend the knee to Casamir, your life is forfeit!!!","Non... \| Si tu plies le genou devant Casamir, ta vie est perdue !!!"
Uhhhh..... \n[8]?\! What's goin' on?!,Euhhhh..... \n[8]?\! Qu'est-ce qui se passe ?
By Donar...,Par Donar...
"We have been in an impossible situation! Facing death at the hands of the culists for dessertion, or against you in combat!\! We thank you for showing mercy...\| please accept this on the behalf of the people of Armitage.","Nous sommes dans une situation impossible ! Tu risques la mort aux mains des cultistes pour cause de désertion, ou au combat !\! Nous te remercions de faire preuve de clémence...\| S'il te plaît, accepte ceci au nom du peuple d'Armitage."
