ENGLISH,FRENCH
"So, you've resolved to exile yourself?",Tu as donc pris la décision de l'exil ?
"My role in the Millennium War is over. Zanatus is finally dead.\! I came close to losing myself completely, Diana. I can't face the people of Armitage again...\| not for a while.","Mon rôle dans la Guerre Millénaire touche à sa fin. Zanatus est enfin vaincu.\! Je n'ai pas été loin de faillir, Diana. Je ne peux plus me tenir en face des habitants d'Armitage...\| pour un moment, du moins."
"To face your own demons... it can be the greatest struggle.\! But the people of Veridia have been fully liberated by you, and will welcome your return, I'm certain of it.",Faire face à ses propres démons... C'est probablement la bataille la plus ardue.\! Mais c'est toi qui as libéré les habitants de Veridia. je suis certaine qu'ils acclameront ton retour.
"You're probably right. But outside of that, I feel compelled by a call to the east.\| Zanatus's dying words still haunt me.","Tu as probablement raison. Mais hormis tout cela, l'est m'appelle.\| Les derniers mots de Zanatus me hantent encore."
"Accursed demon, still weaving chaos from beyond the void.",Ce démon continue de semer le chaos même depuis l'au-delà.
"He may be a manipulator, but I felt no deception in those words. Zanatus's hatred for Donar, and for me, cannot be described.\! He felt a certain peace in his final moments. As though he'd finished his job.\! We have reports that some of the Followers of Zanatus went into exile, far to the East, bound for Grothnor of all places.","Il est peut-être un manipulateur, mais je n'ai pas senti de mensonge en ses mots. La haine de Zanatus envers Donar et moi-même est indescriptible.\! Il a ressenti une certaine paix dans ses derniers moments. Comme s'il avait accompli son œuvre.\! On a reçu des informations comme quoi des Acolytes de Zanatus se sont exilés à l'est, principalement à Grothnor."
"The existence of Grothnor, the land untouched by Donar's light, has haunted me for some time as well.\| Legends tell that Zanatus emerged from that place.\! I will enjoy crushing what ever abominations dare threaten you there.","L'existence de Grothnor, des terres que n'atteint même pas la lumière de Donar, m'intrigue depuis un moment.\| La légende raconte que Zanatus vient de ces lieux.\! Je prendrai grand plaisir à écraser toutes les abominations qui t'y menaceront."
"Sheesh, no rest for the wicked with you around, huh?\| And... no rest for you either?\! What about Alex, and the Temple?","Les méchants ne trouveront pas le repos, hein ?\| Et ton repos à toi ?\! Qu'en est-il d'Alex, et du Temple ?"
"The Temple is at peace, and my son is strong.\| It was not difficult to refuse the role of Grandmaster.\! I have been lent the power to destroy evil by the gods, and until such time as I rejoin them in the divine realm, this gift shall be used to its fullest.\! And to you, my oath remains... no foe of yours will remain safe, so long as I live and breathe.","Le Temple est en paix et mon fils est fort.\| Ça n'a pas été difficile de refuser la place de Grand Maître.\! Les Dieux m'ont donné le pouvoir de vaincre le mal et, tant que mon heure n'est pas venue de les rejoindre, ce don ne sera pas gâché une seule minute.\! Et j'ai encore un serment que je t'ai prêté. Tant que je respire, tes ennemis ne seront jamais tranquilles."
"Yeah, I look forward to your bad guy flattening in the coming days.\| Hey, speaking of which, why are you still in your, uh... shrunken state?","Il me tarde de voir mes ennemis s'aplatir dans les jours qui suivent.\| À ce propos, est-ce que tu es toujours dans ton euh... mode miniature ?"
"I am...\| still adjusting. My instinct tells me to remain in this state, so as not to alarm others.","Disons que...\| je m'y fais. Mon instinct me dit que c'est une bonne chose, pour ne pas alarmer qui que ce soit."
"Trust when I say, I am not alarmed.\| Come on, do the big lady thing.\| And please don't hold back, I'd very much enjoy riding on your shoulders.","Fais-moi confiance quand je te dis que ça ne m'alarme pas.\| Allez, fais la grande dame !\| Et ne te retiens pas, j'adorerais faire la route sur tes épaules."
"\n[8], even you can be shameless.\| But very well, I shall give the Avatar of Donar what's desired and fill this world with my form. Stand clear...","\n[8], tu n'as honte de rien.\| Mais c'est d'accord. Je me plie à la volonté de l'Avatar de Donar et j'impressionnerai le monde dans cette forme. Écarte-toi un peu..."
