ENGLISH,FRENCH
Sir Jaromir...,Jaromir...
Donar's mercy...\| you live and breathe.,Donar ait pitié...\| vous êtes en vie.
"Only by the mercy of the Nephilim Army. In truth, I should not.","Seulement par la miséricorde de l'armée des Nephilims. En vérité, je ne devrais pas."
...\| Why?,...\| Pourquoi ?
I...\| am a coward.,Je...\| suis une lâche.
How could you speak such words?,Comment pouvez-vous dire de tels mots ?
"You do not see it? Sir Jaromir...\| I am a Swordmistress of Sayunaa, sworn to give my life for the integrity and sovereignty of my homeland.\! Now that I have traded my honor to spare my life, that title rings hollow.\! Sayunaa was subdued with nothing but words from the Veridian enemy.","Vous ne le voyez pas ? Sir Jaromir...\| Je suis une Maîtresse d'épée de Sayunaa, j'ai juré de donner ma vie pour l'intégrité et la souveraineté de ma patrie.\! Maintenant que j'ai échangé mon honneur pour épargner ma vie, ce titre sonne creux.\! Sayunaa a été maîtrisée avec rien d'autre que des mots de son ennemi de Veridia."
"Swordmistress of Sayunaa...\| what a grand title. Fitting, for a grand woman.","Maîtresse d'épée de Sayunaa... \| quel grand titre. C'est approprié, pour une grande femme."
"I do understand fully, the need to put one's life below that of your sovereign. But, if I could share some insights from my talks with \n[8].\! I believe, if \n[5] were to opine, \n[5] would highlight that we live in an age of profound evil. That, as \n[5] would say ""lofty concepts"", such as reason and honor, have all but been thrown to the wind.\! That your chosen course was far wiser, that you not waste the gift Donar has asked you to use to better this world.\! And to the last part, I cannot disagree.","Je comprends parfaitement le besoin de mettre sa vie en dessous de celle de son souverain. Mais, je voudrais vous partager quelques idées tirées de mes entretiens avec \n[8].\! Je crois que, si \n[5] devait être là, \n[5] soulignerait que nous vivons à une époque de mal profond. Que, comme \n[5] le dirait, les « nobles concepts » tels que la raison et l'honneur ont été jetés aux orties.\! Que la voie que tu as choisie était bien plus sage, que tu n'as pas gaspillé le don que Donar t'a demandé d'utiliser pour rendre ce monde meilleur.\! Et pour la dernière partie, je ne peux pas être en désaccord."
"To dispose of these so-called lofty concepts as a means of gaining advantage...\| That is the way of the schemer. The charlatan.\! It is, so...\| if you'll forgive the analogy...\| Veridian.",Se débarrasser de ces soi-disant nobles concepts comme d'un moyen d'obtenir un avantage... \| C'est la façon de faire d'un stratège... D'un charlatan.\! C'est si...\| si vous me pardonnez l'analogie...\| Véridien.
Ha. Of course.,Ha. Bien sûr.
"Sir Jaromir, I believe I am hearing you correctly. There is wisdom in \n[8]'s philosophy from a certain point of view.","Sir Jaromir, je crois que je vous ai bien entendu. Il y a de la sagesse dans la philosophie de \n[8] d'un certain point de vue."
If you had resisted... if you had gone against the wishes of your leaders...,Si vous aviez résisté... si vous étiez allée contre la volonté de vos chefs...
"The military of Casamir was beyond anything we could have imagined. Had we resisted, our defenses would surely have been crushed. And...","L'armée de Casamir a dépassé tout ce que nous aurions pu imaginer. Si nous avions résisté, nos défenses auraient sûrement été écrasées. J'ai trouvé exactement ce que tu as prévu. Et..."
"So too would be the soul of Sayunaa. It would take generations to recover, if at all.\! What is more fundamental to that which defines you? And your homeland?\! I believe Donar would see it that, Swordmistress of Sayunaa, you have fulfilled your duty. By surviving.","Il en serait de même pour l'âme de Sayunaa. Il faudrait des générations pour s'en remettre, si tant est qu'il y en ait.\! Qu'est-ce qui est plus fondamental pour ce qui vous définit ? Et votre patrie ? \! Je crois que Donar penserait, Maîtresse d'épée de Sayunaa, que vous avez accompli votre devoir. En survivant."
...Sir Jaromir...\| I did not anticipate this. But it seems Donar has seen fit to deliver you to Sayunaa.\! We truly need your aid...,...Sir Jaromir...\| Je n'avais pas imaginé cela. Mais il semble que Donar ait jugé bon de vous livrer à Sayunaa.\! Nous avons vraiment besoin de votre aide...
...Just as I once did yours.,...Tout comme j'ai eu besoin de la vôtre autrefois.
Donar watch over us...,Que Donar veille sur nous...
