ENGLISH,FRENCH
Seems like a trap...,Je flaire le piège...
"Better keep your eyes open, then, and blink us out if things go sideways.\! We need the book...",Garde les yeux ouverts et fais-nous signe si les choses dégénèrent.\! Il nous faut le livre.
...\| By the heavens...,...\| Par les cieux...
Isn't that...\| that crazy mage who gave us such trouble before?!,Ne serait-ce pas...\| cette magicienne folle qui nous en a fait baver la dernière fois ?!
"Yes...\! And apparently, one of the Nephilim...","Si...\! Et apparemment, c'est l'une des Nephilims."
...Am I dead?,Suis-je morte ?
Just about.\! But you'll be fine.,Pas loin.\! Mais ça va aller.
"Splendid...\| looks like those imperial goons couldn't get the best of me, after all.\! I do suppose I owe you a thank you, mmm?","Splendide...\| On dirait bien que ces babouins impériaux n'ont pas réussi à m'avoir, au final.\! Je suppose que je te dois des remerciements ?"
"How about an apology?\! You know, for stealing our property.","Et pourquoi pas des excuses ?\! Tu sais, pour avoir volé ce qui nous appartenait."
"Oh, that belonged to you?\! Goodness, had I known I was dealing with such lovely specimens, I would've just asked nicely instead.\! Name's Beatrix Pendergast.","Oh, ça vous appartenait ?\! Si j'avais su que j'avais affaire à de si mignons spécimen, j'aurais demandé gentiment.\! Je m'appelle Beatrix Pendergast."
"...Pendergast?\! As in, Edmund Pendergast?",Pendergast ?\! Comme Edmund Pendergast ?
"That's the one, darling.\! Edmund's little princess.","Tout à fait, ma belle.\! La petite princesse d'Edmund."
Interesting. I wonder what someone from such a family would be doing out here?,Intéressant. Je me demande ce qu'un membre d'une telle famille fait ici.
"Beatrix...\| you must come with us.\! You are one of the ancient Avatars of Donar, reborn into our world.","Beatrix...\| Tu dois venir avec nous.\! Tu es l'une des Avatars de Donar, réincarnés en notre monde."
Wait just a minute...\| how did you...,Attends un instant...\| Comment as-tu...
"Ah ha!\! Of course, you pulled me from the brink.\! Signature move of Donar himself.\! Well, well, fancy meeting you here, a thousand years later.","Ah ha !\! Bien sûr, tu m'as sauvé la vie.\! C'est signé Donar, tout ça.\! Eh bien ravie de te revoir après ce millier d'années."
"And you, the gigantic paladin. Inheritor of Galzus's legacy, no doubt.\! Eat any good books lately?","Et toi, la gigantesque Paladine. L’héritière de Galzus, sans aucun doute.\! Tu as dévoré de bons livres dernièrement ?"
"Beatrix, the Nephilim are destined to reunite and fight Zanatus in the final battle.\! It is written in the prophecy, which has thus far come true.","Beatrix, les Nephilims sont destinés à se rassembler pour le combat final contre Zanatus.\! C'est écrit dans la prophétie, qui s'est avérée vraie jusqu'ici."
"Yes, that is the ""prophecy"" as they say, isn't it.","Oui, c'est cette fameuse prophétie."
"If you don't like prophecies, take a look, all but one Nephilim Avatar is standing in this room.\! We have much to discuss - let's head back to Embor.","Si tu n'aimes pas les prophéties, regarde autour de toi : il ne manque qu'un seul Avatar Nephilim dans cette pièce.\! Nous avons beaucoup de choses à nous dire. Retournons à Embor."
"Oh, really?\! And just why should Beatrix Pendergast comply with the likes of you, hmm?","Oh, vraiment ?\! Et pourquoi la grande Beatrix Pendergast collaborerait avec des gens comme vous ?"
"I have an army, and you owe me one.",J'ai une armée et tu m'en dois une.
"You know... I always did love it in Embor.\! What with the year-round, bone-chilling winter, the endless, featureless fields... the bland, lard-based cuisine...\| yes, what a lovely destination.\! After you!","Tu sais... J'ai toujours bien aimé Embor.\! Les hivers glaciaux qui durent toute l'année, les plates plaines, la cuisine au lard...\| oui, quelle belle destination.\! Après vous !"
