ENGLISH,FRENCH
My king. All is well. The Dargon dynasty is restored.,Mon Roi. Tout va pour le mieux. La dynastie Dargon est restaurée.
"I'll never get used to that...\| Especially from you, Narima.","Décidemment je ne m'y ferai jamais.\| Surtout venant de toi, Narima."
"You must embrace your heritage.\! Our people are desperate for a return to the glory of old.\! Do not worry, we of the Scions of Dargon will not leave your side.","Tu dois accepter ton héritage.\! Notre peuple a soif du retour de l'ancienne gloire.\! N'ayez crainte. Nous, les Scions de Dargon, ne quitterons pas vos côtés."
"Thanks so much...\! But please, you've done so much of the work!\! All I did was be born!\! You should still refer to me as Jules.","Et je vous en remercie...\! Mais je t'en prie, tu as déjà tant fait.\! Alors que moi, je me suis contenté de naître dans la bonne famille.\! Tu devrais encore t'adresser à moi comme Jules."
"That is another matter...\! The name 'Jules' was given to you by Veridian aristocracy.\! It is not a proper name for a Sayunaari king.\! May I suggest Kasim, the name of your great grandfather, the first descendant of Dargon who was denied the crown.","C'est un autre sujet.\! Le nom « Jules » vous a été donné par l'aristocratie Véridienne.\! Ce n'est pas un prénom adapté pour un Roi Sayunaari.\! Puis-je suggérer Kasim, le nom de votre grand-père, premier héritier les Dargon s'étant vu refuser la couronne ?"
King Kasim of Dargon...\| Well...\| Let me think about it!,Le Roi Kasim de Dargon...\| Eh bien...\| Je vais y penser !
Have you considered acquiring a Queen to pass on your royal lineage?,Avez-vous songé à une Reine pour transmettre votre lignée royale ?
"'Acquiring'? Haha, not yet...","Une Reine ? Ha ha, pas encore..."
"I implore you to take a Sayunaari woman. A tender, pretty one.\! When we have time, you will find that Sayunaa is overflowing with them.","Je voue en conjure, choisissez une femme sayunaari. Belle et aimante.\! Quand vous prendrez le temps, vous vous rendrez compte que Sayunaa n'en manque pas."
"Oh, okay.\! Well... what about you?\! You're a Sayunaari woman, are you not?","Oh, fort bien.\! Et... et quant à toi ?\! Tu es une femme sayunaari, n'est-ce pas ?"
"My king...\| I am hardened by war. I could not provide a warm haven for you to rely upon as a man.\! Sayunaari men like you are traditional, and would be better served...",Mon Roi...\| La guerre m'a rendue rude. Je ne peux dignement vous servir en tant qu'épouse.\! Les hommes sayunaari tels que vous sont nobles et méritent...
"But I'm not like them at all, I love that you're tough and determined. Like a war goddess!\! But please don't think about that. Even with all you've been through, you never lost sight of your life's work.\! I have never admired one as much as I do you...\| You are Sayunaa's greatest hero!","Mais je ne suis pas comme eux. J'admire ta force et ta détermination. Tu es comme une déesse de la guerre !\! Mais ce n'est pas tout. Malgré tout ce que tu as vécu, tu ne t'es jamais détournée de ton chemin.\! Jamais je n'ai admiré quelqu'un autant que toi.\| Tu es la plus grande des héros de Sayunaa !"
"You humble me...\| Jules...\| you face tremendous challenges.\! I will let you fall back into me for refuge, whenever you need. Forever and beyond, my king...","Vous me flattez...\| Jules...\| les défis ne vous font pas peur.\! Je suis éternellement à votre disposition. Dans cette vie et les autres, mon Roi."
