ENGLISH,FRENCH
Yes? Can I help you?,Oui ? Je peux vous aider ?
I am simply greeting a new friend among us!\! Let me express my pleasure in bringing you into our little band of misfits.,Je souhaite juste la bienvenue à notre nouvel ami !\! Laisse-moi de présenter notre bande de joyeux drilles.
Thank you. I am grateful to be out of my former situation.,Merci. Je suis ravie de ne plus être dans cette situation.
And I must say I am grateful to have the scenery greatly improved with your arrival.,Et j'avoue que le décor s'est embelli par ton arrivée.
...Scenery?\! How flattering.,Le décor ?\! C'est flatteur.
You know... you do seem a little out of sorts.\! Did you bump your head when you fell from heaven?,Tu sais... Tu as l'air un peu dans la lune.\! Tu ne te serais pas cogné la tête en descendant du ciel ?
...By Donar.\! That was just pathetic...,... Par Donar.\! C'était juste pathétique.
"Just like my heart, every day it lives on without you...",Chaque jour que mon cœur vit sans ta présence...
...We have just met. How does that make any sense?\! ...Has this tripe ever worked?,... Mais on vient de se rencontrer. Ça n'a aucun sens !\! Ce coup-là a vraiment déjà marché ?
"Nice try, but a magician never reveals his tricks.","Bien essayé, mais un dragueur ne révèle jamais ses trucs."
...\| I will just see myself out.,...\| Je vais m'en aller.
By all means!\! May the wind be at your back.,Je t'en prie !\! Que le vent te porte !
Sure...,Ouais...
