ENGLISH,FRENCH
"Here we stand at Mount Ptolomea, gateway to the heavens.\! Tell me, scholar, why do you serve the Zanatus cult?","Nous voilà au Mont Ptolomée, porte des cieux.\! Dis-moi, l'érudit, pourquoi sers-tu le culte de Zanatus ?"
"T-to serve the true god, of course.\! To expose the lies of the Donari, to bring balance to this world...","P- Pour servir le Dieu véritable, bien sûr !\! Pour exposer les mensonges de Donar et ramener l'équilibre dans le monde..."
"Spare me the flowery words, scholar.\! We all have a price.\! You have been promised great rewards.",Épargne-moi le discours de propagande...\! Tout le monde a un prix.\! On t'a promis de grandes récompenses.
The Grandmaster has already made me powerful.\! Have you questioned why you are still as you always were?,Le Grand Maître a déjà fait de moi quelqu'un de puissant.\! T'es-tu demandé pourquoi rien n'avait changé pour toi ?
...\| Y-you were already a great warrior...\| The Grandmaster sought to make you his champion.\! The weapon and the will of Zanatus before he returns to this world.,...\| V- Vous étiez déjà un grand guerrier...\| Le Grand Maître a voulu faire de vous son champion.\! L'arme et la volonté de Zanatus jusqu'à son retour en ce monde.
"Sure, let's go with that.",Disons que oui.
A-And my gift is far different!,Mon don est bien différent.
"The language of the ancient Donari.\! Has anyone else commited their lives to the mastery of it, as you have?",La langue des anciens Donari.\! Qui d'autre a pu dédier sa vie à sa compréhension comme tu l'as fait ?
W-what is the point of your questions?!,Que voulez-vous dire ?
"You killed the only other one. Oxley.\! No one could interpret the texts without decades of study.\! Yet the Grandmaster possesses knowledge even you do not have.\! Why do you think that is, Jebediah?","Vous avez tué le seul autre qui en était capable. Oxley.\! Personne ne peut interpréter les textes sans les étudier pendant des années.\! Et pourtant le Grand Maître possède des connaissances que même toi tu n'as pas.\! Cela est dû à quoi, selon toi, Jebediah ?"
"Y-you will not shake my resolve, Hand of Zanatus...\| The true god knows all and sees all!","Tu ne parviendras pas à faire vaciller ma détermination, Main de Zanatus.\| Le véritable Dieu sait et voit tout !"
"I hope for your sake that someday you learn that only you can control your destiny.\! The Nephilim Army is winning the war, and they will be at Casamir's doorstep in a matter of weeks.\! Soon, we will all have to make a choice.",J'espère qu'un jour tu apprendras que chacun est maître de son propre destin.\! L'Armée des Nephilims est en train de gagner la guerre et ils auront bientôt leur épée sous la gorge de Casamir.\! Il nous faudra bientôt faire un choix.
