ENGLISH,FRENCH
Legends 4A: Echoes,Legends 4A : Échos
"Well, well, Jebediah. It seems you've actually managed to become useful to me!\! Don't go thinking this means you're off my naughty list just yet, little man.","Tiens tiens, Jebediah. On dirait que tu me sers enfin à quelque chose !\! N'imagine pas que tu ne fais plus partie de ma liste de vilains, petit homme."
"B-b-begging your pardon, great sacrifices were made to find this place! The Grandmaster may be very upset with-","M-mille pardons, trouver cet endroit a impliqué de lourds sacrifices ! Le Grand Maître pourrait être contrarié de-"
"Shush, servant.","Chuut, sbire."
"Yes, Miss Beatrix...","Oui, Dame Beatrix..."
"If you're just about done groveling for a tiny sliver of my approval, care to explain what's so special about this place?","Si t'as fini de faire des courbettes pour obtenir une once d'approbation de ma part, veux-tu bien m'expliquer en quoi ce lieu est si spécial ?"
"Why, this is a salvaged piece of the Arc Donarium. It contains technological wonders we no longer have the knowledge to create, only to try to maintain.\! I believe the missing pieces of the Historium Magnus can be found in the... um... archives here.\! Devices carried by high-ranking members of the Grandmaster's Dark Mages.\! There should be a Master Archive that will complete my chronicles and unleash the secrets of the petty Donari founders forever!","Eh bien, c'est une partie préservé de l'Arc Donari. Elle renferme des bijoux technologiques que nous ne saurions plus créer mais que nous sommes capables d'entretenir.\! Je présume que les pièces manquantes de l'Historium Magnus se trouvent dans les... hum... archives là.\! Ces mécanismes étaient gérés par d'éminents mages noirs du Grand Maître.\! Il doit exister une archive maîtresse qui complétera mes chroniques et dévoilera pour toujours les secrets des fondateurs Donari !"
"Is that so? Well, do you know how to get through this place?","Vraiment ? Eh bien, comment s'y rend-on ?"
"I-I'm sorry, Miss Beatrix, that I do not know yet...","P-pardon Dame Beatrix, je l'ignore encore..."
"Pah, useless as ever! I suppose I'll have to be the brains for both of us, as usual.","Pouah, toujours inutile ! J'imagine que je vais devoir encore une fois être le cerveau pour nous deux."
"It seems the teleporter devices we know and love today are alive and well here.\! Jeb, be a good worm and lead a group on the other side of this cute little maze they've set up for us.\! We will meet again when we've found this ""Master Archive"" you keep going on about.\! Can you manage this or must I speak more slowly for you?","Apparemment, les dispositifs de téléportation que l'on connaît et que l'on adore existent et sont ici.\! Jeb, en bon vermisseau, guide le groupe de l'autre côté du charmant labyrinthe qu'ils nous ont concocté.\! On se revoit quand on aura mis la main sur « l'archive maîtresse » dont tu fais état.\! Tu t'en sens capable ou je réexplique en articulant bien ?"
"Yes, Miss Beatix, your brilliance shines ever more brightly! You can count on me!","Oui, Dame Beatrix, vous rayonnez toujours plus ! Vous pouvez compter sur moi !"
\c[1]Helios Lab Report - 980.11.10\! Extraction failure. Subject in stable condition. We suspect that the quality of Aetherite was inadequate. Energy efficacy within subject was superficial at best.\! Advise the use of a sample with at least 99.1% efficiency. Subject to recover for 7 days before second attempt.,"\c[1]Rapport labo Helios - 980.11.10\! Échec de l'extraction. Sujet dans un état stable. Nous soupçonnons que la qualité de l'Aetherite était inadaptée. L'efficacité énergétique était superficielle dans le meilleur des cas.\! Il est conseillé d'utiliser un spécimen dont le rendement minimal est de 99,1 %. Le sujet récupérera dans un délai de 7 jours avant une seconde tentative."
"My gracious. Helios Lab? Extraction, Aetherite...\| and, Subject?\! Pah, I refuse to play the guessing game. This is all nonsense to me thus far.","De grâce. Le labo Helios ? L'extraction, de l'Aetherite... \| et, un sujet ? \! Pouah, j'ai pas envie de jouer aux devinettes. Tout ceci m'inspire un tissu d'inepties."
