ENGLISH,FRENCH
"Good thing we showed up, huh Jules?\! Can't let the others take all the glory.","Heureusement qu'on est arrivés, hein Jules ?\! On ne va pas laisser les autres s'accaparer tout le mérite."
"Aw, come on.\! Glory's not all that important!","Oh, allez quoi.\! On ne fait pas ça pour la gloire."
Says you.\! You're sweet and all but you were adopted by rich nobles!\! The rest of us have to scratch and claw for everything we get.,"C'est toi qui le dis.\! T'es bien mignon, mais tu as été adopté par de riches nobles !\! Les autres doivent toujours se battre pour ce qu'ils obtiennent."
"What do you want so bad, anyway?\! You're doing great!",Et de quoi as-tu tant besoin au point de te battre ?\! Tout va bien pour toi !
Jules... have I ever told you that I tried to become a Paladin?,Jules... Est-ce que je t'ai déjà raconté que je voulais devenir Paladin ?
"Not yet, but that seems right up your alley!","Pas encore, mais ça avait l'air dans tes cordes."
"Exactly what I keep saying!\! But the Temple leadership said I was ""too hotheaded and ambitious""!\! Ugh... so here I am just a plain old army priestess.","C'est exactement ce que je disais !\! Mais les dirigeants du Temple ont dit que j'avais un « tempérament trop vif et ambitieux » !\! Ugh... Et maintenant me voilà, juste prêtresse."
"I'm sorry, Sybil...\| This seems very important to you.","Ça me navre de l'apprendre, Sybil...\| Ça l'air très important pour toi."
"Have you ever seen the girls in the Sisterhood of Justice?!\! They're so amazing, and loved by everyone.\! I have to become a Paladin somehow... I just have to.\! Sorry, I'm being so selfish... what do you want for your future, Jules?","Est-ce que tu as vu les filles de la Sororité de la Justice ?\! Elles sont tellement incroyables et aimées de toutes.\! Il faut que je devienne Paladin d'une manière ou d'une autre. Il le faut.\! Désolée, je fais comme si tout tournait autour de moi... À quoi est-ce que tu aspires, Jules ?"
Well...\| I can't say I've thought about it too much!\! I just take things day by day.,Eh bien...\| Je dois dire que je n'y ai pas vraiment pensé.\! Je vis un peu au jour le jour.
"Yeah, that's probably easier than always chasing the future...","Oui, c'est parfois plus simple que de passer son temps à poursuivre l'avenir."
