ENGLISH,FRENCH
"Excuse me, Jules was it?","Pardon, Jules, c'est bien ça ?"
"Yeah! I heard about you, Narima.\! Glad to have you with us.","\! Ouais ! J'ai entendu parler de toi, Narima.\! Un plaisir de te compter parmi nous."
"You are Sayunaari, like me...","Tu es un Sayunaari, tout comme moi..."
"Well... I was born in Sayunaa, but adopted by Veridian parents after the Succession War!\! Really lucked out there...","Eh bien... Né à Sayunaa, mais élevé par des parents véridiens après la Guerre de Succession !\! J'ai eu de la chance..."
"Perhaps it was luck, perhaps the gods had better designs for your life, Jules.\! Tell me, have you been to our homeland since your adoption?","De la chance peut-être, ou les dieux avaient de plus grands desseins pour toi, Jules.\! Dis-moi, as-tu regagné ta terre natale depuis ton adoption ?"
Sadly no... but I'd really like to some day!,Hélas non... mais je l'espère bien !
"...Please reconsider, or at least consult with me before setting foot in Sayunaa.","... Prends bien le temps de réfléchir, ou viens me voir avant de mettre le pied à Sayunaa."
Wha.. why?\! I hear it is a wonderous place...,Pou... pourquoi ?\! Il paraît que c'est un endroit merveilleux...
"That it is, but we live in difficult times now.\! Our homeland is not what it once was.\! Jules... we Sayunaari must stick together in these times.\! Just promise you will consult me before doing anything rash...","Certes, mais les temps sont durs.\! Notre terre natale n'est plus ce qu'elle était.\! Jules... en ces temps incertains, nous devons nous serrer les coudes, nous les Sayunaari.\! Promets-moi de venir me voir avant d'agir sur un coup de tête..."
"....\| Sure thing, Narima.\! I appreciate having such a dedicated friend so soon after meeting!","....\| Entendu, Narima.\! J'apprécie d'avoir tissé une amitié si solide en si peu de temps !"
"The honor is mine, Jules.\! Donar be with you.","Tout l'honneur est pour moi, Jules.\! Que Donar t'accompagne."
