ENGLISH,FRENCH
Chapter 1: Rebellion,Chapitre 1 : Rébellion
"Good, looks like they haven't sent much out yet.","Bien, on dirait qu'ils n'ont pas encore envoyé grand chose."
"You should take these guys out to get some battle experience.\! You can move your squad next to the enemy soldiers and attack.\! If you run into trouble, I'm right behind you.","Tu devrais emmener ces gars pour qu'ils acquièrent de l'expérience au combat.\! Tu peux déplacer ton escouade à côté des soldats ennemis et attaquer.\! Si tu as des problèmes, je suis juste derrière toi."
"Take a break, Zelos, I've got this!","Fais une pause, Zelos, je m'en occupe !"
"We took some damage in that fighting, but we can heal it back by having Support units, such as the Medic in your squad.\! While they cannot attack, Support units help greatly to keep soldier losses to a minimum.","Nous avons subi des dégâts lors de ces combats, mais nous pouvons nous soigner en ayant des unités de soutien, comme le Médecin dans ton escouade.\! Bien qu'elles ne puissent pas attaquer, les unités de soutien aident grandement à maintenir les pertes de soldats à un minimum."
"Next, we need to capture that town, so we can liberate it from the rebels.\! Move any Squad to the town's front gate, and ""Seize"".","Ensuite, nous devons capturer cette ville, afin de la libérer des rebelles.\! Déplace n'importe quel escadron vers la porte d'entrée de la ville, et sélectionne « Capturer »."
"Good, we liberated a town, and got some Gold and Faction XP (stars) for our trouble.\! We'll need Gold for a lot of things. Recruiting new troops, hiring Mercenaries, buying Artifacts, among others.\! Faction XP allows us to increase Faction Rank.\! As Faction Rank increases, our reputation will improve among the people.\! This will yield better shop prices, discover new technology, attract new recruits, and intimidate our enemies.\! The squad who captures objectives gets Leadership (LDR) and Loyalty XP as well!","Bien, nous avons libéré une ville, et obtenu un peu d'or et d'EXP de faction (étoiles).\! Nous aurons besoin d'Or pour beaucoup de choses. Pour recruter de nouvelles troupes, engager des mercenaires, acheter des artefacts, entre autres.\! L'EXP de Faction nous permet d'augmenter le rang de faction. \! Au fur et à mesure que le rang de faction augmente, notre réputation s'améliore parmi le peuple.\! Cela permettra d'obtenir de meilleurs prix dans les magasins, de découvrir de nouvelles technologies, d'attirer de nouvelles recrues et d'intimider nos ennemis.\! L'escouade qui capture les objectifs gagne également de l'EXP de Meneur (MNR) et de loyauté !"
"The Imperial Army has already arrived...\| much sooner than I expected.\! Wolfgar, I'm trusting you to lead our troops here.\! If you hold the river fortress, we should be safe here.","L'armée impériale est déjà arrivée...\| bien plus tôt que prévu.\! Wolfgar, je te fais confiance pour mener nos troupes ici.\! Si vous tenez la forteresse de la rivière, on devrait être en sécurité ici."
"I'll make them regret coming here, don't worry, General.","Je leur ferai regretter d'être venus ici, ne vous inquiétez pas, Général."
"Looks like we made it just in time!\! Are you ready for this, Sybil?","On dirait qu'on est arrivés juste à temps !\! Es-tu prête, Sybil ?"
"Are you kidding, Jules?\! I've been waiting ages for a chance to prove my mettle!\! Come and get it, rebel scum!","Tu plaisantes, Jules ?\! J'attends depuis longtemps d'avoir l'occasion de prouver ma valeur !\! Je vais vous montrer de quel bois je me chauffe, rebelles !"
"Your squad has tougher soldiers, so should stay in front.\! Mine will provide long-range archer attacks from a safe distance.","Ton escouade a des soldats plus résistants, tu devrais donc rester en tête.\! La mine permettra aux archers d'attaquer à longue portée à une distance sûre."
"See that hill?\! That's high ground, very useful, especially for archers like me!\! Move me onto the hill so I can shoot further than normal!","Tu vois cette colline ?\! C'est un terrain élevé, très utile, surtout pour les archers comme moi !\! Déplace-moi sur la colline pour que je puisse tirer plus loin que la normale !"
"Over there, to the East.\! I think that's Jules, a fellow Imperial Academy cadet of mine.\! We should meet up with them and join all our forces together.","Là-bas, à l'est.\! Je pense que c'est Jules, un de mes camarades de l'Académie Impériale.\! Nous devrions les rejoindre et unir nos forces."
"If we can take that river fortress, the path to the main enemy base will be clear.\! Forts give defense bonuses and allows archers to shoot farther.\! And that goes for both sides, so we can't underestimate those defenders!","Si nous pouvons prendre la forteresse de la rivière, le chemin vers la base principale de l'ennemi sera dégagé.\! Les forts donnent des bonus de défense et permettent aux archers de tirer plus loin.\! Et cela vaut pour les deux camps, il ne faut donc pas sous-estimer les troupes de défense !"
We've really got them on the run now!\! The river fortress is ours. Time to take down the local rebel commander at Eastwall.,On a réussi à les mettre en fuite !\! La forteresse du fleuve est à nous. Il est temps d'abattre le commandant rebelle local à Eastwall.
"Damned Imperial dogs...\| they are really this ruthless?\! The rest of you, get out there and stop them!\! Our cause will not be snuffed out here!","Maudits chiens impériaux...\| Ils sont vraiment si impitoyables ?\! Vous, allez les arrêter !\! Notre cause ne mourra pas ici !"
"Looks like we've got another fight on our hands.\! \n[8], we're counting on you as the army leader to destroy the enemy.\! Hopefully their leaders will get the message and lay down their weapons.","Il semble que nous ayons un autre combat à mener. \!\n[8], nous comptons sur toi en tant que meneur pour détruire l'ennemi.\! Espérons que leurs dirigeants comprendront le message et déposeront leurs armes."
