ENGLISH,FRENCH
Oh...\| flowers. How nice.\! You really are a hopeless romantic.\! And I do emphasize hopeless.,Oh...\| des fleurs. Comme c'est mignon.\! Tu es vraiment un irrattrapable romantique.\! Et aussi plein d'illusions.
"You wound me, my dear.\! You wound me with your blade-edged words...","Tu me blesses, ma chère.\! Tu me blesses de tes mots affûtés."
So sorry.\! You may want to see a priestess.,Désolée.\! Il faudrait peut-être que tu ailles voir une prêtresse.
"All I need is the warmth of your radiant beauty by my side.\! Admit it, how can you look at these baby blues and remain so defiant?","Tout ce dont j'ai besoin, c'est de ta radieuse beauté à mes côtés.\! Admets-le, comment tu peux voir tous ces myosotis et rester si dure envers moi ?"
"You would do quite well if those 'baby blues' did the talking, and not your foul mouth.","Si seulement ces myosotis parlaient à ta place, on entendrait moins de bêtises."
....A compliment?\! From the icy heart that struggles to beat beneath this breathtaking visage I see before me?\! I can now die a happy man...,...Un compliment ?\! Un compliment venant de la bouche de ce visage de pierre que j'ai devant moi ?\! Je peux mourir comblé maintenant...
"Ah, by all means, proceed.","Je t'en prie, ne te gêne pas."
But your heart would be shattered beyond repair for the rest of your days.,Mais ton cœur ne s'en remettra jamais.
"Dream\| on!!!\! Ugh, when are you going to get a clue?!\! You are a pig and I do not like you!","Ouais,\| tu rêves !!!\! Bon sang, je me demande pourquoi tu t'obstines.\! Tu es un porc et je ne t'aime pas."
...yet.,... pas encore.
"You'd better hope for a miracle then, thief.","Alors prie pour qu'un miracle se produise, voleur."
"We do live in strange times, m'lady!\! Keep believing and it may just come true!","Ce ne sont pas des temps faciles, ma chère dame.\! Il faut continuer à y croire."
"Ugh, no, YOU are the one who wants...\| Nevermind.\! I am going away now!\! If you follow me, I will put an arrow through your eye socket!","Non, c'est TOI qui veut y croire.\| Enfin bref...\! Je m'en vais !\! Si tu me suis, je t'éborgne !"
"A blessed day to you, fair Narima.\! You know where to find me.","Passe une excellente journée, belle Narima.\! Tu sais où me trouver."
