ENGLISH,FRENCH
Seems like they've put all their hopes in Stormrook's defense.\! Could we be the first in a thousand years to conquer Stormrook Castle from the east?,On dirait qu'ils ont placé tous leurs espoirs dans la défense de Stormrook.\! Serons-nous les premiers depuis un millénaire à prendre le château de Stormrook par l'est ?
Victory over Casamir is all but inevitable. The challenge will be to minimize casualties during this difficult final stretch.,La défaite de Casamir est proche. La difficulté sera de limiter les pertes en préparation du combat final.
What gives? Aren't you looking forward to taking that weasel off the throne?,Et pourquoi cela ? Tu n'as pas hâte de faire tomber ce rat de son trône ?
"These are the homelands of the Empire, and the people may not desire our presence as others have.\! However, the unfortunate truth is that the war will not end as long as Casamir lives...",Ce sont les terres de l'Empire et ses habitants ne désirent peut-être pas autant notre présence que d'autres.\! Mais la réalité est que cette guerre ne prendra pas fin tant que Casamir vivra.
Nothing could stand between my blade and Casamir's throat.,Rien ne se dressera entre mon épée et sa gorge.
"My own desire for revenge aside, Beatrix says that the last Nephilim shrine is inside the Imperial Palace.\! She hasn't been wrong yet...","Mais si je mets de côté mon désir de vengeance, Beatrix a dit que le dernier temple Nephilim se trouve au sein du palais impérial.\! Et elle a toujours eu raison jusqu'ici."
\n[8]...\| I need you to listen.\! You should not claim the last divine weapon...,\n[8]...\| Écoute-moi bien.\! Tu ne devrais pas t'emparer de la dernière arme.
...Why not??,Pourquoi pas ?
"I see the way you Nephilim act around those shrines.\! You are hypnotized.\! A voice calling out to you, compelling you to seize your destiny.\! It is unsettling, and I am not the only one who has noticed.\! If the purpose of finding these weapons is to defeat Casamir, what use is pursuing the Lightfury if you must defeat him to get it?","Je vous ai observés, vous les Nephilims, la manière dont vous vous comportez à proximité de ces temples.\! Vous êtes hypnotisés.\! Une voix vous appelle et vous demande d'accomplir votre destinée.\! C'est dérangeant et je ne suis pas le seul à l'avoir remarqué.\! Le but de notre recherche de ces armes est de vaincre Casamir. À quoi bon chercher à t'emparer de Furie du Ciel si tu dois déjà le vaincre pour y parvenir ?"
"I was once a street urchin, begging for a small piece of bread.\! But look what I've built for myself now.\! You'd have me abandon this path?","J'ai passé mon enfance à la rue, à mendier pour un petit morceau de pain.\! Mais regarde où j'en suis, maintenant.\! Tu veux que j'abandonne ?"
"You provoked us into a war with Sayunaa, \n[8]...\| And now flirt with the role not of liberator, but conqueror...","Tu as provoqué une guerre avec Sayunaa, \n[8]...\| Et maintenant, tu ne portes plus le blason du libérateur, mais du conquérant."
"It may have been in a former life, but I still remember. I still hear the sound of Casamir's guns as they tore my body to shreds.\! I still remember the roars of the crowd, cheering the execution of a traitor - my last sense before everything went black.\! ...And yet, I stand before you by the will of Donar. Perhaps the real \n[8] is still dead?\! What do you think, Lysander? Am I just some kind of divine artifice, a weapon sent to right Tahnra's wrongs?\! These questions torture me... every day. I have no other purpose than this, Lysander.","C'était peut-être dans une vie antérieure, mais je m'en souviens encore. J'entends encore les fusils de Casamir me déchirer en lambeaux.\! Je me souviens encore des grognements de la foule qui ne voulait que mon exécution. C'est la dernière chose dont je me souvienne avant que tout ne devienne noir.\!...Et pourtant, je suis là, devant toi, portant la volonté de Donar. Peut-être que \n[8] n'est toujours plus des nôtres ?\! Tu en penses quoi, Lysandre ? Suis-je une sorte d'artifice divin, une arme envoyée pour réparer le mal causé à Tahnra ?\! Ces questions me torturent... chaque jour. Je n'ai pas d'autre but dans cette vie, Lysandre."
"You swore to be my right hand. But it seems now, you would feel more at peace if you resigned from the Nephilim Army.","Tu as juré d'être mon bras droit. Malgré ça, il semble que tu serais plus rassuré si je me tenais à l'écart de l'Armée des Nephilims."
...\| Is that what you want?,...\| C'est vraiment ce que tu veux ?
"Please, I know you better than that. You choose your own path.","Allez, je te connais mieux que ça. Tu choisis ton propre chemin."
"...Casamir must be destroyed, for the good of Tahnra. Only you have the power to do so...","Casamir doit être vaincu, pour le bien de Tahnra. Il n'y a que toi qui en ait le pouvoir."
"Let us put an end to this war together, \n[8]...","Mettons ensemble un terme à cette guerre, \n[8]."
We will. Just hold out a little longer...,J'en fais le serment. Encore un peu de patience...
