ENGLISH,FRENCH
Chapter 12: Upheaval,Chapitre 12 : Bouleversement
"My Duke, we have word that there is a massive riot in the streets of Rimorgue!\! The mob is calling for an end to war and they demand compensation!\! Our government has been exiled!","Mon Duc, nous avons appris qu'il y a une émeute massive dans les rues de Rimorgue !\! La foule réclame la fin de la guerre et exige des compensations !\! Notre gouvernement a été exilé !"
What?!\! Why now?!\! Then we mustn't waste time!\! We must take Fort Eureeka without delay - overwhelm their defenses! Charge!!,"Quoi? !\! Pourquoi maintenant? !\! Alors nous ne devons pas perdre de temps !\! Nous devons prendre Fort Eureeka sans tarder, écraser leurs défenses ! Chargez !"
"So, it's come to this...\! Lysander, how could I have miscalculated this bad...","Donc, on en est arrivés là...\! Lysandre, comment ai-je pu faire un si mauvais calcul..."
"Don't worry about it. Look at them, they're fools.\! Preparing to charge a position as heavily fortified as this.\! They're throwing lives away... one has to wonder why.\! As long as we control the chokepoints in the walls, Fort Eureeka will hold.","Ne t'en fais pas. Regarde-les, ce sont des imbéciles.\! Se préparer à charger une position aussi lourdement fortifiée que celle-ci...\! Ils gâchent des vies... on peut se demander pourquoi.\! Tant que nous contrôlons les zones restreintes dans les murs, Fort Eureeka tiendra."
Hopefully they'll take enough damage to lose their appetite for bloodshed...,Espérons qu'ils prendront assez de dommages pour perdre leur appétit pour les effusions de sang...
\c[1]Permadeath has been turned off for this chapter.,\c[1]La mort subite a été désactivée pour ce chapitre.
Terenor! Stop this!\! You can call it all off and realize you've been mislead.\! Casamir thinks he can wag you around like a dog...\| we musn't give him what he wants!,Terenor ! Arrête ça !\! Tu peux tout annuler et réaliser que tu as été trompé.\! Casamir pense qu'il peut te contrôler comme un chien...\| Nous ne devons pas lui donner ce qu'il veut !
"It is too late for that now, \n[8].\! One of us will die today, so unless you wish to leave this world in disgrace, raise your weapon!","Il est trop tard pour cela maintenant, \n[8].\! L'un d'entre nous va mourir aujourd'hui, alors à moins que tu ne souhaites quitter ce monde en disgrâce, lève ton arme !"
"Ugh... you ARE a predictable oaf!\! Fine, then die the lapdog of a traitor!","Ugh... tu es VRAIMENT un abruti prévisible !\! Bien, alors meurs comme le chien de traître que tu es !"
"Ugh...\| Donar, forgive me...","Ugh... \| Donar, pardonne-moi..."
With Terenor dead... what's going to happen??,Avec Terenor mort... qu'est-ce qui va se passer ??
A meaningless death.\! But Casamir's still out there.\! We need to stay vigilant!,Une mort insignifiante.\! Mais Casamir est toujours en vie.\! Nous devons rester vigilants !
"Oh, Terenor died in battle?\! How unfortunate.\! It seems we will have to clean up this mess now.","Oh, Terenor est mort au combat ?\! C'est regrettable.\! Il semble que nous devrons nettoyer ce gâchis maintenant."
What the...?!,Qu'est-ce que... ? !
Such firepower...\| they lured us to a trap.\! As if they knew we'd be here exactly at this time. How...,Une telle puissance de feu...\| Ils nous ont attirés dans un piège.\! Comme s'ils savaient que nous serions ici à ce moment précis. Comment...
"Everyone, fall back to the keep!\! Stay out of range of those cannons! Maybe we can hold them off if we stand strong!","Tout le monde, repliez-vous vers le donjon !\! Restez hors de portée de ces canons ! Peut-être que nous pouvons les retenir si nous restons unis !"
Jules...\| we have followed \n[8] into the jaws of Hell...,Jules...\| nous avons suivi \n[8] jusqu'aux portes de l'enfer...
"It is a tough situation indeed, Narima.\! We're still alive, though.","C'est une situation difficile en effet, Narima.\! Nous sommes toujours en vie, cependant."
"Jules, if it comes down to it, would you die for \n[8]?\! Would you die in this war among squabbling Veridian nobles?","Jules, si on en arrive là, mourrais-tu pour \n[8] ?\! Tu mourrais dans cette guerre entre nobles de Veridia qui se chamaillent ?"
"Narima...\| we're all here together.\! I don't want anyone to die, and that includes you and I!\! Why are you so worried about me over the others?","Narima...\| nous sommes tous ici ensemble.\! Je ne veux pas que quelqu'un meure, et ça inclut toi et moi !\! Pourquoi t'inquiètes-tu autant pour moi que pour les autres ?"
"...\| Someday you'll know.\! But not today.\! Today your job is to survive, do you understand?!","...\| Un jour, tu le sauras.\! Mais pas aujourd'hui.\! Aujourd'hui, tu dois survivre, tu comprends ?!"
