ENGLISH,FRENCH
"Hello, Sister Edelia.\! I hope I am not disturbing you?","Bonjour, Sœur Edelia.\! J'espère que je ne vous dérange pas."
"Not at all, General.\! Please, just Edelia.","Pas du tout, Général.\! Je vous en prie, appelez-moi Edelia."
I wonder if you would indulge me regarding the Donari Temple.\! The Sisterhoods of Mercy and Justice.\! You are Diana's bonded?,"Je me demandais si vous aviez du temps à m'accorder au sujet du Temple de Donar.\! Les Sororités de la Miséricorde et de la Justice.\! Vous êtes liée à Diana, n'est-ce pas ?"
"Yes I am.\! But in that regard, I am a failure.","Oui, c'est le cas.\! Mais c'est un échec."
Why?,Pourquoi ?
A Sister of Mercy is tasked as the guardian of the Paladin's children.\! Her child remains missing...,Une Sœur de la Pitié a pour tâche de protéger les enfants du Paladin.\! Et son enfant a disparu.
Could you have prevented that tragedy?\! It would seem not.,Auriez-vous pu y faire quelque chose ?\! Il semblerait que non.
"Thank you, but to the devoted of the Temple, it does not matter why.\! Only what happens.\! I can, however, continue to fulfill my duty to support Diana in her adventures in warfare.\! Tell me, are you a follower of Donar?","Merci pour vos paroles, mais pour les dévots du Temple, cela n'a pas d'importance.\! Seuls les faits en ont.\! Mais je peux toutefois continuer à servir Diana dans ses aventures et ses batailles.\! Dites-moi, êtes-vous un suivant de Donar ?"
"I am not a devotee, though I do recognize its value.\! I lament the Donari Temple's erosion and the spread of nihilism and cult worship.","Je ne suis pas dévot, mais je le reconnais à sa juste valeur.\! Je regrette la chute du Temple et la popularisation des sectes et du nihilisme."
"Ah, but you, the academic, probably could not bring yourself to believe in anything supernatural...","Ah, mais vous, universitaire, ne pouvez pas vous laisser aller à croire au surnaturel..."
"Nay, I have seen that the absence of the Temple has filled the peoples' hearts with banality, making them vulnerable.\! They subconsciously desire a return to traditionalism, but what they will receive instead is the iron fist of tyranny, which will feel just the same.","Pas du tout. J'ai observé l'absence du Temple remplir les cœurs des gens de banalités et les rendre vulnérables.\! Au plus profond d'eux, ils désirent un retour aux traditions. Mais au lieu de cela, ils n'ont droit qu'à la main de fer des tyrans."
"That is very astute, General...","C'est finement observé, Général."
"Please, Lysander will do.","Je vous en prie, appelez-moi Lysandre."
"Edelia... how do you feel about the Temple policy on... sanctioned breeding, for lack of a better term?",Edelia... Quelle est votre opinion sur la politique du Temple en matière de... procréation ? Pardonnez le choix du mot.
"If a female acolyte is to become a devoted warrior, and purveyor of all the Temple is to the outside world, she must be of high caliber.\! The Temple considers physical ability, mental acuity, moral fortitude...\! The Sisterhood of Mercy is wedded to her faith, the Temple, to her Bonded, and most of all to her Bonded's children.\! Someone like me would never qualify for procreation.\! They wish only to allow the greatest features to pass on to the next generation of acolytes.","Si une acolyte souhaite devenir une guerrière dévouée, elle doit être du plus haut calibre.\! Le Temple attache beaucoup d'importance aux capacités physiques, mentales et morales.\! La Sororité de la Miséricorde est mariée à sa foi et au Temple.\! Quelqu'un comme moi ne serait jamais éligible à la procréation.\! Ils ne souhaitent voir que les meilleurs attributs traverser les générations d'acolytes."
"Begging your pardon, but... someone like you? Why ever not?","Pardonnez-moi, mais... qu'entendez-vous par « comme vous » ? Pourquoi ne le pourriez-vous pas ?"
...\| We of the Temple do not ask why.\! The traditions exist for the betterment of the world and the heavens.,...\| Les traditions existent pour faire grandir le monde et les cieux.
Is this why Sisters avoid associating with men?,Est-ce pour cela que les Sœurs évitent de s'associer aux hommes ?
"Well...\| Yes, it would distract us from more important duties...\| Men of the Temple are severely punished for tempting a Sister of Mercy...","Eh bien...\| Oui, cela nous détournerait de nos importants devoirs.\| Les hommes du Temple sont sévèrement punis s'ils viennent à tenter une Sœur de la Pitié."
"Ah, men of the Temple.\! And what about men who are not of the Temple?","Ah, les hommes du Temple.\! Qu'en est-il de ceux qui ne font pas partie du Temple ?"
Lysander...\! Are you trying to tempt me?,Lysandre...\! Essayez-vous de me tenter ?
"I wouldn't dream of it.\! But... I would like to get to know you, much more thoroughly.",Je ne pourrais qu'en rêver.\! Mais... J'aimerais faire bien meilleure connaissance avec vous.
"""Thoroughly...""\| what an interesting choice of words.\! From such an interesting man.\! Please, stay a while, Lysander.","« Meilleure »...\| quel choix de mot intéressant.\! Venant d'un homme si intéressant...\! Restez donc un moment, Lysandre."
