ENGLISH,FRENCH
"Well met, Sergeant Barnabas! I am honored to fight alongside such a legend.","Bien vu, sergent Barnabas ! Je suis honoré de me battre aux côtés d'une telle légende."
"Aww, get outta here, I ain't a legend at nothin'. Nice to hear anyhow.","Oh, cessez donc ces âneries, j'suis pas une légende pour rien. C'est agréable à entendre en tout cas."
"Begging your pardon, but you have such a strange way of speaking.\! The grammar and sentence structure seems... so free.","Je vous demande pardon, mais vous avez une étrange façon de parler.\! La grammaire et la structure des phrases semblent... si libres."
"""Free"" eh? Heh heh heh...\! Kiddo, not everyone talks all fancy-like, as they do at the Academy.\! Where I come from, good ole' Melmonde, everyone sounds like me!\! Y'ain't never heard someone from the countryside before?","« Libre », hein ? Heh heh heh... \! Gamin, tout le monde parle pas de façon aussi élégante qu'à l'Académie.\! D'où je viens, le bon vieux Melmonde, tout le monde me ressemble !\! T'as jamais entendu quelqu'un de la campagne avant ?"
Fascinating! What is this... Melmonde? You speak quite fondly of it.,Fascinant ! Qu'est-ce que c'est... Melmonde ? Vous en parlez avec beaucoup d'affection.
"Oh yeah. Ain't nothin' like home sweet home.\! Melmonde's a real nice town in the Rimorgue Valley that sprang up from a farmin' market for all the wheat 'n grapes goin in and out.\! I got a few bits 'a ranch land just outside 'a town. Been in the Fitch family for years - best darned horses in the Midlands, I tell ya.\! I treat 'em like I would my own flesh 'n blood.","Oh oui. Il n'y a rien de tel que la douceur de son foyer.\! Melmonde est une jolie ville dans la vallée de Rimorgue, née d'un marché agricole d'export-import de blé et de raisin.\! J'ai quelques terres arables juste à la sortie d'la ville. Je suis dans la famille Fitch depuis des années. Les meilleurs chevaux des Midlands, je vous le dis.\! Je les traite comme si c'était ma propre chair et mon propre sang."
"It sounds... so peaceful. What a happy life you seem to have, Sergeant Barnabas.\! How noble you must be to leave it behind to serve this country.","Ça a l'air... si paisible. Quelle vie heureuse vous semblez avoir, sergent Barnabas. \! Comme vous devez être noble pour la laisser derrière vous et servir ce pays."
"Appreciate the kind words, but it ain't like that.\! When I put my horses in for the night, 'n look at my land, always a thought in the back 'a my mind... someone's fittin' to take it all away.\! Guys like me can't rest, not in times like these.\! If ole' Barnabas kicks off early, I got plenty of cousins who'd take real good care of the Fitch Farm.\! But ain't none of 'em can handle a war horse like me. So I gotta do it, kiddo.\! Know what I'm sayin'?","J'apprécie tes paroles, mais ce n'est pas vraiment ça.\! Quand je mets mes chevaux à l'abri pour la nuit, et que je regarde mes terres, j'ai toujours une pensée derrière la tête... quelqu'un se prépare à tout me prendre.\! Les gars comme moi ne peuvent pas se reposer, pas dans des moments comme ceux-ci.\! Si le vieux Barnabas passe l'arme à gauche, j'ai plein de cousins qui s'occuperont très bien de la ferme Fitch.\! Mais aucun d'entre eux ne peut s'occuper d'un cheval de guerre comme moi. Alors je dois le faire, gamin.\! Tu vois ce que je veux dire ?"
"I understand... from a certain point of view.\! I cannot say I have much that makes me feel this way. There is my sister, but she is fiercely independent and does not need my protection.\! I value...\| life itself. I feel grateful to be given the gift of the senses, that I may take in Tahnra's splendor.\! And the gift of friends most of all.","Je comprends... d'un certain point de vue.\! Je ne peux pas dire que beaucoup de choses me font ressentir cela. Il y a ma sœur, mais elle est farouchement indépendante et n'a pas besoin de ma protection.\! J'accorde de la valeur... \| à la vie elle-même. Je suis reconnaissant d'avoir reçu le don de mes sens, afin de pouvoir apprécier la splendeur de Tahnra.\! Et surtout, la présence de mes amis."
"Whatever floats 'yer boat, kiddo.\! We all need somethin' to keep the ole heart tickin'!\! Be safe out there, eh?","Chacun son truc, gamin.\! On a tous besoin de quelque chose pour faire battre notre cœur !\! Fais attention à toi, hein ?"
