ENGLISH,FRENCH
"Damn you, Antares. All these men had to die just to fulfill your delusions. Good men... wasted.","Maudit sois-tu, Antarès. Tous ces hommes ont dû mourir juste pour satisfaire tes illusions. De bons hommes... leurs vies perdues."
Empress Florina... Hang tight! It's almost over!,L'impératrice Florina... Tenez bon ! C'est presque terminé !
Florina...\| I have failed.,Florina...\| J'ai échoué.
General... just let it end now...\| Turn yourself in to these people... There's no more reason to fight...,Général... que cela cesse...\|  Rendez-vous à ces gens... Il n'y a plus de raison de se battre...
"I will die this day, Imperials. But I will live on in the hearts of those who have been betrayed, who walk this life a stranger in their own lands.","Je mourrai ce jour, Impériaux. Mais je vivrai dans le cœur de ceux qui ont été trahis, qui marchent dans cette vie comme des étrangers dans leur propre pays."
"You, Imperials, have forgotten us. Those who bled for you, and those who now toil for you. But the people are beginning to see!\! And when you have finally pushed too hard, and plunged my homeland into chaos, those who survive will remember you as traitors.","Vous, les Impériaux, vous nous avez oubliés. Ceux qui ont saigné pour vous, et ceux qui peinent maintenant pour vous. Mais le peuple commence à voir !\! Et lorsque vous aurez finalement poussé trop fort et plongé ma patrie dans le chaos, ceux qui survivront se souviendront de vous comme des traîtres."
What are you doing?!\! .....NO!!!!,Qu'est-ce que vous faites ?!\! .....NON !!!!
"Holy Donar, take me...","Saint Donar, aie pitié de moi..."
All this... for what...,Tout ça... pour quoi...
He admitted defeat and died with honor. It is the only way an old warrior like him could go.,Il a admis sa défaite et est mort avec honneur. C'est la seule façon pour un vieux guerrier comme lui de partir.
"No, this is different. There is a chill in my bones.","Non, c'est différent. Cela m'a donné des frissons."
All this sentiment over a relic of the past? It escapes me...,Tout ce sentiment pour une relique du passé ? Cela m'échappe...
Zelos...\| What's going on...,Zelos... Qu'est-ce qui se passe...
"Stay calm, \n[8]...","Reste calme, \n[8]..."
"\n[8], Zelos. I must congratulate you on your victory. Your key role in dispatching of the rebel Antares is noted, and for that you have earned our gratitude.","\n[8], Zelos. Je dois vous féliciter pour cette victoire. Votre rôle clé dans dans l'arrestation du rebelle Antarès est noté, et pour cela vous avez notre gratitude."
"That gratitude will serve you well in what's coming for you. On the behalf of the Empire of Veridia, you are hereby guilty of high treason and conspiracy to murder the Empress.\! Yes, we've heard of your plans for treachery, \n[8], and so too will all the world.","Cette gratitude vous servira bien dans ce qui vous attend. Au nom de l'Empire de Veridia, vous êtes par la présente coupable de haute trahison et de complot visant à assassiner l'Impératrice.\! Oui, nous avons entendu parler de tes plans de trahison, \n[8], et le monde entier en fera autant."
That's not at all what...,Ce n'est pas du tout ce que...
...Is this some kind of joke?!,...Est-ce que c'est une blague ?!
"Troops, you may fire when ready. Numbing poison, they are to be kept alive.","Troupes, vous pouvez tirer quand vous êtes prêtes. Avec du poison anesthésiant, ils doivent être maintenus en vie."
"AAUUGGHH!! \n[8]!! What have you traitors done?! Face me, you cowards! Come to meet your deaths!","ARGHHHH !! \n[8] !! Qu'avez-vous fait, traîtres ?! Faites-moi face, bande de lâches ! Approchez-vous et mourez !"
"Imbeciles... we discussed this! Don't cross blades with that one - shoot him, now!!","Imbéciles... nous en avons discuté ! Ne croisez pas le fer avec celui-là. Tirez-lui dessus, maintenant !"
Ugghhh....\|\| Is that all you've got?!,Arghhh....\|\| C'est tout ce que vous avez ?
Casamir...\| W-What's going on?,Casamir...\| Qu'est-ce qui se passe ?
"My Empress... it is a relief we were able to uncover \n[8]'s plot. Rest assured, the traitors will be dealt with. ...Is something else the matter?","Mon Impératrice... c'est un soulagement que nous ayons pu découvrir le complot de \n[8]. Rassurez-vous, les traîtres seront jugés. ...Est-ce qu'il y a un autre problème ?"
"...but, why would...","...mais, pourquoi..."
"It shocked me as well. But a head of state naturally has many enemies, it is the way of politics in this age.\! Now then, let us return to the capital and put all this nonsense behind us, hmm? After you.","Cela m'a aussi choqué. Mais un chef d'État a naturellement de nombreux ennemis, c'est comme ça que fonctionne la politique à cette époque.\! Maintenant, retournons à la capitale et mettons toutes ces bêtises derrière nous, hmm ? Après vous."
A-Alright....,D... D'accord.
"Florina, assigned as a child the privilege to sit on the Imperial throne...\| because of a blood relation that barely qualifies as legitimate.\! The high seat above all the world. Does someone like you even appreciate the power that it emanates?\! Some day, this land will have a leader that gives it the reverence it deserves...\! As you breathe your dying breaths, take solace in knowing I will take great care of all the people of this land.","Florina, à qui l'on a attribué, enfant, le privilège de s'asseoir sur le trône impérial...\| en raison d'un lien de sang qui peut à peine être qualifié de légitime.\! Le haut siège qui règne sur le monde. Est-ce que quelqu'un comme vous-même parvient à apprécier la puissance qui en émane ? \! Un jour, cette terre aura un dirigeant qui lui accordera le respect qu'elle mérite...\! Alors que vous exhalez votre dernier souffle, sachez que je prendrai grand soin de tous les habitants de cette terre."
