ENGLISH,FRENCH
Lysander...\| I wondered how long it would take for you to do something like this.,Lysandre...\| Je me demandais quand est-ce que tu allais faire ce genre de chose.
I can't let you take the Lightfury.\! You may be unleashing the end times upon the world.,Je ne peux pas te laisser prendre Furie du Ciel.\! Tu déchaînerais la fin des temps sur notre monde.
What exactly do you think this is all about?\! You think I have some sinister plan?,Et qu'est-ce que tu crois qu'on fait ici ?\! Tu crois que j'ai des idées malicieuses en tête ?
"You Nephilim have been answering his call.\! That voice you keep hearing...\| That is Zanatus.\! The power that courses through your weapons, and the Lightfury...\| They gained their power as they became awash in the blood of the dark god.","Vous, les Nephilims, avez répondu à son appel.\! Cette voix que vous entendez...\| C'est Zanatus.\! Ce pouvoir qui imprègne vos armes, y compris Furie du Ciel...\| Elles l'ont acquis en se baignant dans le sang du Dieu sombre."
"Casamir is dead. You've won the war, and the world is already yours.\! You need but relish in your victory... the people still desire you, the hero of our time.",Casamir est mort. Tu as gagné la guerre et le monde est déjà à toi.\! Il ne te reste plus qu'à profiter de ta victoire... Le peuple veut son héros.
You know how I feel about prophecy...\| but following it so far has been the right thing.\! How do you know it isn't your actions that would result in some Armageddon?,Tu sais ce que je pense des prophéties...\| Mais la suivre jusqu'ici a été la bonne décision.\! Comment peux-tu affirmer que ce ne sont pas tes actions qui causeront la fin du monde ?
"I'm sorry, Lysander.\! I won't be leaving.","Pardonne-moi, Lysandre.\! Je ne partirai pas."
"Your unchecked ambition cannot be ignored forever...\| everyone else might be scared of you, but someone must take a stand.","On ne peut pas éternellement ignorer ton ambition sans limites...\| Tout le monde a peut-être peur de toi, mais quelqu'un doit bien finir par s'interposer."
"What do you think? I-I made it myself.\! You won't be able to move for a while...\! Then we will be able to deal with you without unnecessary risk.\! Aren't you impressed, Beatrix?!","Qu'est-ce que tu en penses ? Je... Je l'ai fait moi-même.\! Tu ne pourras pas bouger pendant un petit moment.\! Nous pourrons nous occuper de toi sans prendre de risque inconsidéré.\! Tu en penses quoi, Beatrix ?"
...Jules?!,... Jules ?!
"I'm so sorry, \n[8]...\| You're under the spell of evil...","Pardonne-moi, \n[8]...\| Le mal t'hypnotise."
"\n[8]...\| I'm so sorry, this is happening so fast. They told me you'll be okay. I'll be there for you when this is all over...",\n[8]...\| Je suis désolée que ça se passe aussi vite. On m'a promis que tout irait bien pour toi. Je serai là pour toi quand tout sera fini.
...Abi?!,Abi ?!
"Do not be afraid, \n[8]. Even though this appears to be the only way forward, I will not allow any harm to come to you.","N'aie pas peur, \n[8]. C'est peut-être le seul moyen, mais je ne permettrai pas qu'on te fasse du mal."
"Did you hear me, Jebediah? Lest you wish to be cut to ribbons by my blade, you will honor your word. Do not cross me, little man.","Tu as entendu, Jebediah ? À moins que tu ne veuilles que je te débite en tranches, tu tiendras ta promesse. Ne t'avise pas d'en faire autrement, petit homme."
I...I wouldn't dream of it.,Je... Je n'en ai pas l'intention.
...Narima... what in the world lead you to believe this is the only way?!,...Narima... Comment peux-tu penser que c'est le seul moyen ?!
"I... I couldn't help it, \n[8]! I'm supposed to be on the good guy side, right?!\! But then, everything happened so fast, and now Lysander wants us to ""put a check"" on you, whatever.\! Don't worry, you'll be fine, they said they'd let you leave!","Je... Je n'ai pas pu m'en empêcher, \n[8] ! Je suis supposée être du côté des gentils, n'est-ce pas ?!\! Mais tout s'est passé tellement vite et maintenant Lysandre veut qu'on « te surveille » ou je ne sais quoi.\! Ne t'en fais pas, tout ira bien. Ils ont promis de te laisser partir !"
...Sybil... what in the world lead you to go along with this?!,Sybil... Comment est-ce que tu peux me faire ça ?!
"Ready your weapons, Nephilim...\| the cult will have no mercy for us.","Préparez vos armes, Nephilim...\| le culte n'aura aucune pitié pour nous."
It can't be...,Ça ne se peut pas...
What are you waiting for?\! I've broken your spell... fight by my side!!,Qu'est-ce que vous attendez ?\! J'ai brisé votre sort... Combattez à mes côtés !
"Lysander...\| you really did it, didn't you?!",Lysandre...\| Tu l'as vraiment fait.
"I could not convince you. It seems you are determined to take the Lightfury...\| and destroy yourself, and possibly, all there is.",Je ne parvenais pas à te convaincre. Il semble que tu as fermement l'intention de t'emparer de Furie du Ciel...\| et peut-être de détruire toi-même avec le monde entier.
"Sheesh, is that what I'm doing? What makes you want to be around such a monster, anyway?",Vraiment ? Et qu'est-ce qui te donne envie de côtoyer un tel monstre ?
"\n[8]... you can still come back from this. Those people in Armitage, they hated Casamir's regime, and you saved them!\! You're not a monster... but now I see that your destiny is clashing against that of the rest of Tahnra's...\! Zanatus's power flows through these Nephilim weapons... please don't do this, \n[8]. Let him languish in defeat, and in obscurity, forever.","\n[8]... tu peux encore prendre la bonne décision. Ces gens à Armitage, ils détestaient le régime de Casamir, et tu les as sauvés !\! Tu n'es pas un monstre... Mais je vois que ton destin entre en conflit avec celui de Tahnra.\! Le pouvoir de Zanatus imprègne ces armes de Nephilim... Je t'en prie, ne fais pas ça, \n[8]. Laisse-le se lamenter dans la défaite et l'obscurité à jamais."
"You know how I feel about prophecy...\| but following it so far has been the right thing.\! How could any one of us, even you, determine the unleashing of some sort of apocalyptic outcome with any certainty?\! What if you're wrong?","Tu sais ce que je pense des prophéties...\| Mais la suivre jusqu'ici a été la bonne décision.\! Comment n'importe lequel d'entre vous, même toi, peut être aussi certain de l'issue de tout ceci ?\! Et si tu avais tort ?"
"I'm sorry, Lysander. I'm determined to see this through.\! But I need you by my side for this, more than ever... please.","Pardonne-moi, Lysandre. J'ai la ferme intention d'aller jusqu'au bout.\! Mais j'ai plus que jamais besoin de toi à mes côtés... Je t'en prie."
I...\| I'm sorry. There's no other way.,JE...\| Pardonne-moi d'avoir abordé le sujet. Il n'y a pas d'autre moyen.
"Not a hair out of place on \n[8]'s head, do you understand, Jebediah?","Ne touchez pas à un cheveu de \n[8], c'est compris, Jebediah ?"
"The Grandmaster will fulfill our end of the bargain, my friend. The False One will be returned to you unharmed.","Le Grand Maître honorera sa part du marché, mon ami. L'imposteur n'aura pas une égratignure à son retour parmi vous."
No... not him!,Non... Pas lui !
