ENGLISH,FRENCH
Is he dead...??,Est-il mort... ?
"Almost.\! Stay here.\! With my power, I will bury this threat forever.","Presque.\! Reste ici.\! Avec mon pouvoir, je vais enterrer cette menace pour toujours."
I'm sorry.\! I can't let this happen.,Je suis désolé.\! Je ne peux pas te laisser faire ça.
Do you think you can stop me?,Tu crois que tu peux m'arrêter ?
...\| Yes. But not by crossing blades with you.\! I've felt what's coming for a long time... this is the end of a story that you've sought to make true.,...\| Oui. Mais pas en croisant le fer.\! Je sens ce qui va arriver depuis longtemps... c'est la fin d'une histoire que tu as cherché à rendre vraie.
"If you want to take Zanatus's power, you'll have to kill me.","Si tu veux prendre le pouvoir de Zanatus, tu devras me tuer."
"\n[8]...\| There is no other path for me.\! Not in this world, not in this life.\! The people of our country could not, and should not tolerate my existence.","\n[8]...\| Il n'y a pas d'autre voie pour moi.\! Pas dans ce monde, pas dans cette vie.\! Le peuple de notre pays ne pouvait et ne devait pas tolérer mon existence."
"...Then we have something in common.\! For me, it's only a matter of time.","...Alors nous avons quelque chose en commun. \! Pour moi, ce n'est qu'une question de temps."
...What?,Comment ?
"Our whole lives, in these moments, you've always told me to wait and watch while you handle it.\! Now, I'm asking you to return the favor.\! Let me handle this one, Zelos.\| ...It's time for us to disappear.","Toute notre vie, dans ces moments-là, tu m'as toujours dit d'attendre et de regarder pendant que tu gérais les choses.\! Maintenant, je te demande de me rendre la pareille.\! Laisse-moi m'occuper de celui-là, Zelos.\| ...Il est temps pour nous de disparaître."
"You really have surpassed me, as I'd always predicted.\! But you know, I'll never forget this.\! What you asked me to sacrifice.","Tu m'as vraiment surpassé, comme je l'avais toujours prédit.\! Mais tu sais, je n'oublierai jamais ça. \! Ce que tu m'as demandé de sacrifier."
"The way I see it, we'll have plenty of time to get over it.\! Here, or in hell.","Nous aurons tout le temps de nous en remettre, à mon opinion.\! Ici, ou en enfer."
"Right then. Do what you came here to do, \n[8]...","Bien, alors. Fais ce que tu es venu faire ici, \n[8]..."
