ENGLISH,FRENCH
\c[1]Port Jenos harbor\c[0],\c[1]Port Jenos\c[0]
Thank you for coming prior to your army's departure.\! You certainly are the trusting type...,Merci de me rencontrer avant le départ de ton armée.\! Tu es certainement du genre à faire confiance...
Who are you?,Qui es-tu ?
My name is Lysander.,Mon nom est Lysandre.
Wha... Lysander?!\! General Lysander? Of the Imperial Army?,Qu... Lysandre ?!\! Le Général Lysandre ? De l'armée impériale ?
Yes. I know your name from the Academy.\! Seems we never crossed paths before.,Oui. J'ai entendu parler de toi quand j'étais l'Académie.\! Il semble que nous ne nous soyons jamais croisés auparavant.
I just thought you would be older...,Je pensais juste que tu serais plus âgé...
Heh heh....,Ha ha...
...How did you know where to find me?,...Comment as-tu su où me trouver ?
All that matters now is that I come to you with a warning.\! News is already spreading... Empress Florina was murdered.,"Tout ce qui compte maintenant, c'est que je viens à toi pour t'avertir.\! La nouvelle se répand déjà... L'impératrice Florina a été assassinée."
"War is imminent.\! The Empress's death has opened old wounds, sparked old rivalries.\! The two strongest Dukes, Lothair and Terenor, have mobilized their armies.\! It's civil war, and it's just a matter of time.","La guerre est imminente.\! La mort de l'Impératrice a ouvert de vieilles blessures et réveillé d'anciennes rivalités.\! Les deux Ducs les plus forts, Lothair et Terenor, ont mobilisé leurs armées.\! Ce n'est qu'une question de temps avant que ce conflit n'éclate en guerre civile."
"Lysander, there's got to be more to this... and you know who.","Lysandre, il doit y avoir plus que ça... et tu sais qui est impliqué."
"Careful what you say, \n[8].\! The Prime Minister is very popular among the people.\! He has surrounded himself with powerful allies...","Fais attention à ce que tu dis, \n[8].\! Le Premier ministre est très populaire parmi la population.\! Il s'est entouré d'alliés puissants..."
"Then you believe he is responsible for the murder?\! Come on, just admit it!\! He's been obsessed with becoming Emperor for so long.\! He would do anything...","Tu crois donc qu'il est responsable du meurtre ?\! Allez, admets-le!\! Il est obsédé par le fait de devenir Empereur depuis si longtemps.\! Il ferait n'importe quoi..."
You must keep your voice down.,Ne parle pas trop fort.
"There are those among us in the Imperial Army who think as you do.\! Do not act rashly. Casamir will make a mistake eventually.\! For now, you should stay with the Temple.\! When I have collected enough evidence to expose Casamir, I will find you.","Il y a ceux parmi nous dans l'armée impériale qui pensent comme toi.\! N'agis pas de manière irréfléchie. Casamir finira par faire une erreur.\! Pour l'instant, tu devrais rester avec le Temple.\! Lorsque j'aurai rassemblé suffisamment de preuves pour démasquer Casamir, je te retrouverai."
"Until then, I trust you will keep this meeting to yourself?","En attendant, j'espère que tu garderas cette entrevue secrète ?"
Of course...,Bien sûr...
