ENGLISH,FRENCH
"Hey, \n[8]! Are we leaving now?","Hé, \n[8] ! Alors, on y va ?"
"Hi, Sybil. Yeah, it's that time. My role in Veridia is done for now. The Nephilim War is done, and Zanatus is finally dead.\! The time will come for me to face the people of Veridia, but not for a while.\! ...Didn't you say you had to serve the Temple for a year?","Salut, Sybil. Oui, il est temps. Mon rôle en Veridia est terminé pour le moment. La Guerre des Nephilims est terminée et Zanatus est finalement vaincu.\! Il viendra un moment où je devrai faire face au peuple de Veridia, mais ce n'est pas pour tout de suite.\! N'as-tu pas dit que tu devrais servir le Temple pendant un an ?"
"Yeah, about that...",À ce propos...
Oh no. Don't tell me...\| you'll regret not doing that!,Oh non. Ne me dis pas...\| tu regretteras de ne pas le faire !
"No, it's fine! I uh...\| found out exactly what you've got planned. And...","Non, ça ira. J'ai euh...\| J'ai trouvé exactement ce que tu as prévu. Et..."
...And you told Diana all about it.,Et j'ai tout dit a Diana.
"Yeah...\| sorry! But she said this counts, and that once I come back from Grothnor, I'll be a full Paladin for life!","Ouais...\| pardon ! Mais elle dit que ça compte et que dès que je serai de retour de Grothnor, je serai Paladin à vie !"
...You understand what Grothnor is?\| They say Donar's light has never touched that place.\! That Zanatus himself was born from its depths.,...Tu sais ce qu'est Grothnor ?\| On dit que la lumière de Donar n'a jamais touché cet endroit.\! Et que Zanatus lui-même était né dans ses profondeurs.
"Oh, whatever, we can take it!\| So, what do you hope to find out?","Peu importe, on y arrivera !\| Qu'espères-tu y trouver ?"
"Zanatus's dying words still haunt me. I felt no deception in those words. Zanatus's hatred for Donar, and for me, cannot be described.\! He felt a certain peace in his final moments. As though he'd finished his job.\! We have reports that some of the Followers of Zanatus went into exile.\! My resurrection leaves more questions that need answers, and my instinct points to the east, to Grothnor.","Les derniers mots de Zanatus me hantent encore. Je n'ai pas senti de mensonge en eux. La haine de Zanatus envers Donar et moi-même est indescriptible.\! Il a ressenti une certaine paix dans ses derniers moments. Comme s'il avait accompli son œuvre.\! On a reçu des informations comme quoi certains de ses suivants se sont exilés.\! Ma résurrection soulève encore d'autres questions auxquelles il faut répondre et mon instinct me dirige à l'est, vers Grothnor."
"I'm so fired up, \n[8], let's get going!\| Let's show these baddies there's nowhere they can hide!","Je n'ai jamais ressenti une telle motivation, \n[8] ! C'est parti !\| Allons leur montrer qu'ils ne peuvent se cacher nulle part."
"Heh, of course, Sybil.\| I'm truly grateful you're on my side...","Hé, bien sûr, Sybil.\| C'est une excellente chose de t'avoir à mes côtés."
