ENGLISH,FRENCH
"What happens here shall be kept quiet, for now.","Ce qui s'est passé ici doit rester sous silence, pour le moment."
"I trust you, Diana. But...","Je te fais confiance, Diana. Mais..."
Everyone here is familiar with the Nephilim prophecy.\! Please step into the center of the room.,Tout le monde ici a entendu parler de la prophétie des Nephilims.\! Va au centre de la pièce.
This is so foolish...,Ce n'est pas une bonne idée...
AAaaaagghh!!!!,AAaaaagghh !!!!
Get...\. out...\. of...\. my...\. head!!!,Sors...\. de...\. ma...\. tête !!!
What are you doing to me?!,Qu'est-ce que tu m'as fait ?!
What did you hear from the voice that called out to you?,Que t'a dit l'appel de la voix que tu as entendue ?
"Hatred, anger, and darkness.\! Too intense for words.\! A desire for revenge.","Haine, colère et ténèbres.\! C’était trop intense pour être traduit en mots.\! Un désir de vengeance."
"I heard it too, \n[8]...","Je l'ai aussi entendue, \n[8]..."
It was Donar himself who struck the final blow on Zanatus.\! It is only natural that the demon would burn with desire for revenge.,C'est Donar en personne qui a asséné le coup de grâce à Zanatus.\! Il est normal que le démon cherche à se venger.
I see why you wanted to keep this stuff a secret...\! People would become completely unhinged if rumors spread about the return of Donar...,Je comprends pourquoi tu voulais que cela reste un secret.\! Les gens perdraient la raison s'ils savaient que Donar était de retour.
"Diana, you can't be serious with all this.\! Are you really trying to tell me we're supposed to save the world because of some fairy tale?\! I've always made my own ""fate"" and I'm not planning on changing now.\! Anyone can be some sort of chosen one if they want it bad enough.\! Maybe even Jeb here.","Diana, tu ne peux pas être sérieuse...\! Est-ce que tu essaie vraiment de me dire qu'on doit sauver le monde à cause d'un conte de fées ?\! J'ai toujours suivi ma propre destinée et je n'ai pas l'intention qu'il en soit autrement.\! Tout le monde peut devenir une sorte d'élu s'il le souhaite suffisamment fort.\! Même Jeb le pourrait."
Only as long as I failed to maintain my faith...,Seulement si je faillis dans mon devoir de foi...
"Our new friend here is welcome among us.\! Please make this your home, and take time to reflect on what happened.\! In time, you will know what you believe.",Notre nouvel allié peut rester parmi nous.\! Prends tes aises et prends le temps de réfléchir à ce qui vient de se passer.\! Tu sauras quoi croire le temps venu.
Please excuse me... I must make a record of this...,Si tu veux bien m'excuser... Je dois consigner ce qui vient d'arriver...
I am sorry I pushed you into this.,Je regrette d'avoir dû te pousser à de telles extrémités.
I guess I can't blame you...\| this is your mission.\! It's what you have to believe...,Je ne peux pas t'en vouloir...\| C'est ta mission.\! C'est ce en quoi tu dois croire.
"I do believe.\! And eventually, perhaps you will too.\! Until then, we will go together.\! I am yours to unleash upon your enemies.","J'y crois.\! Et peut-être toi aussi, à terme.\! En attendant, nous marcherons côte à côte.\! Je suis à ton service, contre tes ennemis."
"You've got the wrong chosen one, Diana.\! But to have you as a friend and ally would be just as good for me.","Tu t'es trompée d'élu, Diana.\! Mais te savoir à mes côtés en tant qu'alliée me convient parfaitement."
"Likewise, \n[8].","Sentiment partagé, \n[8]."
"It is quite a tall order.\! To experience such evil, assaulting one's mind, and then to accept one's fate.\! Diana, you too struggled with this, you know.","Ce n'est pas une mince affaire.\! Faire l'expérience d'un tel mal qui assaillit son esprit et accepter son destin...\! Diana, tu en as également souffert, tu sais."
