ENGLISH,FRENCH
"Hey, \n[8]!\! We have really racked up some victories, huh?!","Salut, \n[8] ! Les victoires s'accumulent, hein ?"
"Yes we have.\! They don't come easy, though...",En effet.\! Mais ce n'est pas facile non plus.
And how would you say I'm performing?,Et comment trouves-tu ma performance ?
You are critical to our efforts of course...\! We do have a delicate balance of talents among us and every one of them is needed.,"Elle est des plus critiques dans nos efforts, bien sûr.\! L'équilibre des talents est délicat dans notre groupe et chacun d'entre eux est indispensable."
"Okay, so it's just because of the team?\! What about me, though?\! Don't you think I deserve more of the action?",Alors c'est juste une question de travail d'équipe ?\! Mais qu'en est-il de moi ?\! Tu ne penses pas que je mérite plus d'action ?
"Haha, come on Sybil!\! You know how war works by now... you make plans and they're always dashed by one thing or another.","Ha ha, allons Sybil !\! Tu sais comment la guerre fonctionne. Les plans ne tiennent jamais debout bien longtemps face à la réalité des choses."
Ugh....\| this is what I always hear!\! No matter how much passion I put into my performance... this is always what I hear!,"Pfff...\| Encore cette histoire.\! Peu importe la passion que je mets à l'œuvre, j'entends toujours ça."
Sybil...,Sybil...
...What?!,... Quoi ?!
...Why are you so angry?,... Mais pourquoi es-tu aussi en colère ?
"...\| What did you ask me?\! I mean, I heard you, but...","...\| C'est quoi cette question ?\! Je l'ai bien comprise, mais..."
I mean it.\! I want to know.,Je le pense vraiment.\! Je voudrais savoir.
"I just haven't been asked that before...\! But I know you well enough by now that you really mean it...\| Thank you, \n[8]...","C'est juste qu'on ne m'a jamais demandé ça auparavant.\! Mas je te connais suffisamment bien maintenant pour savoir que tu le penses vraiment.\| Merci, \n[8]..."
I've wanted to pull this out of you for a long time.\! You mean a lot to me and it bothers me that you seem to have these demons weighing you down.,"C'est un ver que je voulais te tirer du nez depuis un moment, déjà.\! Tu représentes beaucoup pour moi et ce poids qui pèse sur tes épaules m'inquiète."
"I've just always put so much into everything.\! And... it seems like everyone else gets so much more in return.\! I have to tell you... the last soul I fell in love with lead me to believe the feeling was mutual.\! But the more I invested, the less I received in return.\! Just like with always!","C'est que je prends toujours les choses tellement à cœur.\! Et... J'ai l'impression que tout le monde en est tellement plus récompensé.\! Je dois te dire que... la dernière âme dont je suis tombée amoureuse m'a fait penser que le sentiment était partagé.\! Mais plus je m'investissait, moins je recevais en retour.\! Comme toujours !"
That's never good... I'm sorry to hear that...,Ce n'est jamais une bonne chose. Tu as toute ma compassion.
"What do you think, \n[8]?\! Am I ever going to get... back to even? Get what I want out of life?","Tu en penses quoi, \n[8] ?\! Est-ce que tu penses que les choses vont revenir à l'équilibre ? Et que je tirerai ce que je veux de la vie ?"
"This is a scarcity mentality, I think.\! Everyone's been through it... I have, believe me.\! Your ship has sunk, and you're clinging to the weak raft, barely staying afloat, when it would be best to just let go, and let the currents take you where they may.\! You don't have to keep reaching so hard, and chasing people...\! The right people will be with you, fully, without you having to always give more than they do.","Tu partages ce problème avec d'autres, je pense.\! Tout le monde a traversé ça. Moi compris, tu peux le croire.\! Ton navire a coulé et tu te raccroches aux débris flottants alors que tu ferais mieux de laisser le courant t'emporter vers les plus proches terres.\! Tu n'as pas besoin d'essayer aussi fort et de courir après les gens.\! Les bonnes personnes qui le méritent seront toujours à tes côtés sans que tu n'aies jamais à donner plus que tu ne reçois."
"\n[8]...\| Who are these right people?\! I mean, there's you of course...","\n[8]...\| Et qui sont ces personnes ? Enfin, il y a toi, déjà..."
"Yeah, there is me...","Oui, il y a moi."
"Sybil, I think we understand each other so well.\! I'm not so invincible myself, you know.\! I think... we need each other.","Sybil, je pense qu'on se comprend parfaitement.\! J'ai moi aussi mes faiblesses, tu sais ?\! Je pense... qu'on a besoin mutuellement de chacun."
"I feel the very same way, \n[8]!\! So many times, I've just wanted you to... just hold me.\! No talk, just be there.\! And I would do just the same for you... any time.\! We can be each other's safe place, you know?","Je ressens la même chose, \n[8] !\! Trop souvent j'ai juste voulu que... tu me tiennes dans tes bras.\! Sans paroles, juste ta présence.\! Et je ferais la même chose pour toi, toujours.\! On pourrait devenir la personne de confiance l'une de l'autre, tu sais ?"
I'd like that very much.,Cela me plairait beaucoup.
