ENGLISH,FRENCH
Abigayle...\! You have the appearance of one from Sayunaa.,Abigayle...\! Tu semble venir de Sayunaa.
"Yep, that's right!",C'est bien ça.
But Abigayle is not a Sayunaari name.,Mais Abigayle n'est pas un nom de là-bas.
"My brother and I were born and raised in Veridia!\! You are very studied and worldly, dear Jaromir.","Mon frère et moi sommes nés et avons grandi en Veridia !\! Tu sembles bien éduqué et érudit, cher Jaromir."
"Sayunaari history is fascinating to me.\! Such a proud and stalwart culture.\! From the paintings I have seen, you could pass for Soha herself.","L'histoire Sayunaari me fascine.\! Quelle civilisation fière et vigoureuse !\! D'après les peintures que j'ai vues, on pourrait te confondre avec Soha en personne."
"Oh my stars, the infamous queen who nearly destroyed the world?\! Well, the stories say she was beautiful enough to drive most men mad, so perhaps you overestimate me...","Oh, par les Cieux, la reine qui a bien failli détruire le monde ?\! Les légendes racontent qu'elle était assez belle pour rendre les hommes fous. Donc je crois que tu me surestimes."
"Ah, but my accounts of the Aetherium Crisis tells a very different story about Soha.\! Perhaps one day, we can explore my estate in Embor, and I can share this with you.","Ah, mais ce que je sais de la Crise de l'Aetherium en dépeint une image bien différente.\! Pourquoi ne pas, un jour, explorer mon domaine d'Embor et je pourrais partager l'histoire avec vous ?"
"I would like that very much, my dear Jaromir!","Ce sera avec plaisir, cher Jaromir."
"The pleasure would be mine, Abigayle.\! We are setting off to battle tomorrow... would you be my company during this evening's meal?","Tout le plaisir sera pour moi, Abigayle.\! Nous nous préparons au combat de demain. Me tiendras-tu compagnie au repas de ce soir ?"
Yes... of course!!,Bien évidemment !
