ENGLISH,FRENCH
"\c[1]20 years ago, Imperial Army Barracks\c[0]","\c[1]Il y a 20 ans, à la garnison de l'Armée Impériale\c[0]"
"Sergeant Barnabas, we've got another one. Get your men organized and ready to deploy in two hours.","Sergent Barnabas, nous en avons trouvé un autre. Dites aux hommes de s'organiser pour un déploiement dans deux heures."
"Right, another Donari Temple?",Bien. Un autre Temple de Donar ?
"...Do you have a problem with that, Sergeant?","Cela vous pose un problème, Sergent ?"
"No, sir. The Army is being put to good use, sir.","Non, Chef. L'armée ne fait que son noble devoir."
"...Yes, I'm sure you think so.","Oui, c'est certainement ce que vous pensez."
And try to clean the uniforms up a bit before your men shut that place down. The war's over. The public has eyes on everything we do.,Et essayez de nettoyer un peu vos uniformes avant que vos hommes ne s'occupent de cet endroit. La guerre est terminée. Le peuple garde un œil sur nous.
"With what resources, sir? We barely got enough coin to keep our boys from choppin' my head off in a mutiny as is. You tellin' me we're to worry about spit 'n polish now too?","Avec quelles ressources, si je puis me permettre ? Nous avons déjà juste assez d'argent pour empêcher des mutineries. Et maintenant nous devons nous soucier de cirer nos bottes ?"
"Just find a way, Sergeant. Put down that paperwork and do it your damn self if you have to.\! We're all on tight budgets. Don't think my superiors haven't kicked me around lately. As you were.","Débrouillez-vous, Sergent. Laissez tomber votre paperasse et occupez-vous-en vous-même s'il le faut.\! Nous partageons tous le même budget limité. Ne pensez pas que vous êtes seul à vous faire balader par votre hiérarchie. C'est mon cas aussi."
"I can do it, sir...",Je m'en occupe.
"...Whoa there, small fry! Who let ya in here?","Ohlà, reviens ici demi-portion ! Qui t'a dit que tu pouvais entrer ici ?"
"...Um, I'm sorry. I'll leave.",Pardonnez-moi. Je m'en vais tout de suite.
"Hey, don't sweat it, kid! Get on home now, your folks are probably worried sick.","Ne t'en fais pas, microbe. Rentre chez toi, tes parents sont probablement morts d'inquiétude."
Damn...\| thought so. Was hopin' you had a home to go to.,Bon sang...\| C'est bien ce que je pensais. J'aurais espéré que tu aies un foyer.
"Please let me clean your uniforms, sir...","Laissez-moi nettoyer vos uniformes, Monsieur."
"I ain't got nothin' to pay ya, kiddo. It ain't worth spendin' the energy.","Je n'ai rien pour te payer, lardon. Ne gaspille pas ton énergie."
It's okay...\| please sir...,"Ça n'a pas d'importance...\| S'il vous plaît, Monsieur..."
There's supplies in the basement. Maybe the shields could have a bit more shine to 'em.,"Bon, il y a des fournitures dans la cave. Peut-être que les boucliers ont besoin d'un petit coup de propre."
...Looks like I lost my appetite too. Guess someone'll have to take my lunch so it don't go bad. It's nothin' special but it fills ya up...,"Et je n'ai pas beaucoup d'appétit non plus. Il va falloir que quelqu'un mange mon repas avant qu'il ne se gâte. Ce n'est pas grand-chose, mais ça te remplira la panse."
