ENGLISH,FRENCH
I have seen you reading a great deal lately.,Tu sembles lire beaucoup en ce moment.
Diana! It's the Donari Volumes on Virtue.\! I'm happy to say I'm almost finished with the first.,Diana ! Ce sont les Écrits de Donar sur la Vertu.\! Tu seras contente d'apprendre que j'ai presque terminé le premier volume.
Really...\| You're the last I'd expect to do mire yourself in such dry material.,Vraiment...\| Je ne t'imaginais vraiment pas te plonger dans des écrits aussi complexes.
I guess I thought it would help me understand the prophecy better.\! Are you not pleased that I've taken an interest?,Je pensais que ça m'aiderait à mieux comprendre la prophétie.\! Tu devrais être contente que je m'y intéresse.
This journey is yours to take. You are not here to impress me...,C'est ton choix. Tu n'es pas là pour m'impressionner.
"Yes... but...\| How would one impress you, Diana?","Oui... mais...\| Comment on doit faire si on veut t'impressionner, Diana ?"
...You will not impress anyone by asking how to impress them...\| I think you know that.,Déjà en commençant par ne pas demander comment faire.\| Ça semble évident.
"Of course. But I find myself at a loss around you.\! You have really moved me in ways I did not expect.\! I mean... yeah...\| Look at me.\! Skimming through centuries old texts that no one ever reads...\| Diana, no, I wouldn't do this for any other reason, but to get your attention in some way.\! You caught me red-handed... but, how foolish.\! I know that there is so much more to you.\! I've seen it, and grown very fond of it.","Bien sûr. Je ne sais jamais quoi faire lorsque tu es près de moi.\! Tu m'émeus à un point que je n'imaginais même pas.\! Je veux dire... enfin voilà, quoi.\| Regarde-moi.\! J'effeuille des textes vieux de plusieurs siècles que personne ne lit.\| Diana, je ne ferais ça pour attirer l'attention de personne d'autre en ce monde.\! Tu m'as pris la main dans le sac... Quel idiot.\! Je sais qu'il y a tellement de choses en toi.\! Je l'ai vu et je m'en passionne."
"As I have you, \n[8]...","Pareil chez toi, \n[8]..."
"Diana, I must ask you.\| About...","Diana, Il faut que je te le demande.\| C'est à propos de..."
"Stefan, right?","De Stefan, c'est ça ?"
...\| Are you close with him?,...\| Tu es proche de lui ?
We have a rich history together. But... you want to know if we have grown closer?,On a vécu des choses ensemble. Mais... tu veux savoir si ça nous a rapprochés ?
Yes...,Oui...
"I have always stopped myself, knowing his tendency to break hearts at a whim.\! \n[8], I can see it in your eyes. I know where this is leading.","Je me suis toujours retenue sachant que c'est un coureur de jupons.\! \n[8], je le vois dans tes yeux. Je sais où ça nous mène."
Can I be completely honest?,Permission de parler avec franchise ?
I would expect no less.,Je n'en attends pas moins.
"It...\| it seems like the troubles of the world melt away with you around.\! Diana...\| I have had the honor of your friendship, but I'm at the end of my ability to keep my composure.\! I only hope that I have left enough of an impression on you...\| If not, I need to know.","On...\| on dirait que les problèmes de ce monde disparaissent autour de toi.\! Diana...\| Tu m'as fait l'honneur d'être mon amie, mais, au final, je ne tiens plus.\! J'espère seulement t'avoir fait bonne impression.\| Si ce n'est pas le cas, dis-le-moi."
"\n[8], I must stop you. For I have to tell you...\| our journey began with an oath. From me, to protect the Avatar of Donar with my life.\! But it has grown far beyond that.\! My formal training advises against this. But everything has changed now, hasn't it?\! We are all... stuck here.\| Fighting alongside each other, for the fate of all things.\! My committment, my oath...\| is to you now.\! And may we shine brighter than the darkness that surrounds all of Tahnra.","\n[8], je dois t'arrêter là. Je dois te le dire...\| Notre voyage a commencé par un serment. C'est le serment que j'ai prêté de protéger l'Avatar de Donar au péril de ma vie.\! Mais c'est allé bien au-delà de ça.\! Ma formation me l'interdit. Mais tout a changé à présent, n'est-ce pas ?\! On est tous... coincés ici.\| Cous combattons côte à côte pour le destin de toute chose.\! Mon serment, ma promesse...\| est envers toi, maintenant.\! Et puissions-nous briller plus fort encore que les ténèbres qui entourent Tahnra."
...Someone like you could see yourself by my side...? It feels like a dream...,Quelqu'un comme toi pourrait s'imaginer à mes côtés ? Ce serait merveilleux.
"I'm not someone like me, I'm just me.",Pas seulement quelqu'un comme moi. Juste moi.
