ENGLISH,FRENCH
Stefan...\| You kissed me...\| That was...,Stefan...\| Tu m'as embrassée...\| C'était...
Heh heh... score one for Stefan.\! Didn't know I could jump that high.,Hé hé... Un point pour Stefan.\! Je ne pensais pas pouvoir sauter si haut.
You silly man...\| Now you've gone and done this...\| All this time I figured I was just a thorn in your side.,Quel idiot...\| Tu as du culot de faire ça.\| Et tout ce temps je pensais n'être qu'un caillou dans ta botte.
"I could have slipped past your watchful eye in a moment's notice.\! Been that way for years, y'know that, right?",J'aurais pu tromper ton attention à tout moment.\! Tu sais que c'est comme ça depuis des années ?
"Yes, I suppose you are right there.\! ...Oh Stefan...\| this is probably just another one of your flirtations, isn't it?\! Please don't play with me, you know how gullible I am...","Oui je suppose que tu as raison.\! Oh Stefan...\| ce n'est probablement qu'un autre de tes flirts, n'est-ce pas ?\! Ne joue pas avec moi, s'il te plaît. Tu sais que je me prends vite au jeu."
"Diana. I almost lost you.\! Up on that mountain.\! Only you, would be so... brave, or crazy, to do what you did.\! To sacrifice everything, just on faith.\! Only a miracle brought you back.","Diana. J'ai bien failli te perdre.\! Là-haut, sur cette montagne.\! Il n'y a que toi pour être aussi brave, ou folle, pour avoir fait ce que tu as fait.\! Pour tout sacrifier au nom de ta foi.\! Seul un miracle a pu te ramener."
"I am done being your minion.\! Submitting my resignation right now, effective today!",J'en ai assez d'être ton serviteur.\! Je présente ma démission à l'instant même !
"...\| Well, you are free to go of course...\! \n[8] will be quite disappointed...","...\| Tu es libre de t'en aller, bien évidemment...\! Tu vas décevoir \n[8]..."
"...I can't be falling in love with my boss, can I?\! I figure, either I fall out of love and keep doing your dirty work, or I resign... can't have both!","Je ne peux pas vraiment tomber amoureux de ma hiérarchie, non ?\! Soit je ne suis plus amoureux et je continue mon travail, soit je démissionne. Pas les deux !"
You fell in love with me??,Tu es tombé amoureux de moi ?
"Well...\| By the gods YES!\! I would never see another piece of gold again if it meant you felt the same.\! This ain't any normal kind of love, \|this love comes straight from the depths of my being...\| From the tips of my fingers, all the way to this charming face of mine.\! I've seen every side of you. Beyond the muscles, beneath to the warm, vulnerable, little dreamer underneath.","Eh bien...\| Par les Dieux, OUI !\! Je suis prêt à renoncer à tout l'or du monde si tu ressentais la même chose.\! Ce n'est pas un amour commun, \|celui-là vient du plus profond de mon être.\| Du bout de mes doigts, jusqu'au bout du nez de mon charmant visage.\! J'ai vu toutes tes facettes. J'ai vu la rêveuse chaleureuse sous ces muscles."
"Stefan...\| When you climbed that mountain against my will, I chalked it up to your impetuousness.\! Can you blame me?\! But you just wanted to protect me...","Stefan...\| Lorsque tu as escaladé cette montagne contre ma volonté, j'ai mis ça sur le compte de ton impétuosité.\! Peux-tu vraiment m'en vouloir ?\! Mais tu ne cherchais qu'à me protéger."
Only from your own damn fool bravery.,Seulement de ta dangereuse bravoure.
"You have enriched my life so much, Stefan.\! Far beyond just being my personal spy.\! Your actions have won my heart. That speaks louder than anything.\! Do you think I could fall in love with a womanizer?","Tu as tellement enrichi mon âme, Stefan.\! Tu es bien plus que mon espion personnel.\! Tes actes ont conquis mon cœur. Et ça veut tout dire !\! Penses-tu que je puisse tomber amoureuse d'un coureur de jupons ?"
"Oh, of course not, my fair paladin.\! I don't know any womanizers anyway, do you?","Oh, bien sûr que non, belle Paladin.\! De toute façon je ne connais aucun coureur de jupon."
"Not anymore.\! You're not going to go around breaking hearts anymore, Stefan.\! Do you see? This is what you are getting yourself into.","Plus maintenant.\! Tu ne te permettras plus de briser de cœurs à droite et à gauche, Stefan.\! Tu as vu ? C'est ce dans quoi tu te lances."
"Hmph.\! Now that you mention it, it does sound like a real bugger...","Hmff.\! Maintenant que tu le dis, ce n'est pas la meilleure des choses..."
"Oh, I see.\! I suppose it was a foolish thought.","Oh, je vois.\! Je suppose que ce n'était qu'une idée en l'air."
"Oh my... Come on, I'm just foolin' around, lady!","Oh là là... Je plaisantais, Madame !"
Just kiss me again...,Embrasse-moi encore.
