ENGLISH,FRENCH
"It is a miracle that we found you when we did, \n[8].","C'est un vrai miracle que nous nous soyons croisés, \n[8]."
...Who were my captors?,Qui étaient mes ravisseurs ?
The Followers of Zanatus.\! My mortal enemy. Scourge to all the innocent people of our world.,Les Acolytes de Zanatus.\! Mon ennemi juré. Le fléau de l'innocence en ce monde.
Zanatus...,Zanatus...
"Yep, that one. Some call him the devil, the bringer of death, dark god, what have you.\! Turns out he's got quite the following here among us mortals, a cult of sorts.\! They might've taken you away, never to be seen again had we been just a tad slower.","C'est bien lui. Certains l'appellent le diable, d'autres l'augure de la mort, le dieu sombre et je ne sais que d'autres sottises superstitieuses.\! Apparemment, il ne manque pas de soutien parmi les mortels. Même une sorte de secte.\! Si nous n'avions pas été aussi rapides, tu ne serais plus de ce monde."
Have you heard of the battle between the dark god Zanatus and Donar?,As-tu entendu parler du combat entre le dieu sombre Zanatus et Donar ?
No,Non
Yes,Oui
"\c[1]In a time long before living memory, the world was covered in despair.\! The dark god Zanatus was summoned into our world, and the human race endured unspeakable tyranny and hardship under his rule.","\c[1]Il y a fort longtemps, au-delà de toutes les mémoires, le monde vivait dans le désespoir.\! Le dieu sombre Zanatus fut invoqué en notre monde et la race humaine vécut de grandes souffrances sous son règne tyrannique."
"\c[1]Seeking to liberate their people, five warriors lead by the legendary hero, Donar, rose up in rebellion.\! Donar became the symbol of hope, and for the first time, people believed that Zanatus could be defeated, and they could be free.","\c[1]Cherchant à libérer leur peuple, cinq guerriers menés par Donar, le héros de légende, entrèrent en rébellion.\! Donar devint rapidement le symbole de l'espoir d'une libération et, pour la première fois, la croyance comme quoi Zanatus était invincible vacilla."
"\c[1]On the brink of defeat against overwhelming odds, the five heroes received the boon of the heavens.\! With this new power, they pushed back the demonic forces of Zanatus, and Donar plunged his blade into the heart of the dark god himself, sending him to the void.","\c[1]Au bord de la défaite, face aux insurmontables circonstances, les cinq héros reçurent une bénédiction des cieux.\! Avec ce nouveau pouvoir, ils purent repousser les forces démoniaques de Zanatus et Donar sauva le monde en transperçant le cœur du dieu sombre de son épée, l'envoyant dans le néant."
"\c[1]With the defeat of Zanatus followed the collapse of his empire.\! The human survivors, guided by faith, planted the seeds of civilization as we know it today, and prospered for centuries.","\c[1]L'empire de Zanatus ne survécut pas à sa chute.\! Les survivants de l'humanité, guidés par la foi, plantèrent les graines de la civilisation telle que nous la connaissons aujourd'hui et connurent des siècles de prospérité."
Yep... the event which the history books say forged our world.\! Makes for a great story.,"Eh oui, les événements relatés dans les livres d'histoire ont forgé notre monde.\! Ça fait une belle histoire."
This ancient battle is about to return to our world.\! Everything has been set into motion as it is told in the prophecy.\! This is why the cultists have mobilized... they are searching for the Nephilim.,Cette guerre ancestrale est sur le point de faire de nouveau rage en notre monde.\! Tout se passe précisément comme le raconte la prophétie.\! C'est pour cela que les membres du culte se sont mobilisés. Ils cherchent les Nephilims.
...Nephilim? You mean the giants in children's fairy tales?,les Nephilims ? Tu parles des géants des contes pour enfants ?
"The five heroes who defeated Zanatus so long ago ascended to the heavens to watch over us as the gods.\! Their spirits have seen fit to return to our world to be reborn into five mortals, five Nephilim.\! We of the Temple have no doubt...\| war is coming, and Zanatus is marshalling his forces against us.","Les cinq héros qui ont jadis vaincu Zanatus sont montés au ciel pour veiller sur nous.\! Leurs esprits ont jugé bon de redescendre en notre monde pour se réincarner en cinq mortels, cinq Nephilims.\! Pour nous, au Temple, cela ne fait aucun doute.\| La guerre est à nos portes et Zanatus mène ses forces contre nous."
"Come on, Diana. Are you gonna tell \n[1] or do I have to?\! We did just witness you in battle...","Allons, Diana. Est-ce que tu vas tout lui raconter ou est-ce qu'il va falloir que je le fasse ? Nous avons vu tes prouesses au combat."
"...What, are you supposed to be one of these Nephilim or something?","Eh bien quoi ? Tu ne serais pas l'un de ces Nephilims, par hasard ?"
"The prophecy is not so easily interpreted. The Temple Grandmaster Oxley believes I bear the characteristics of a Nephilim, due to my lineage.","La prophétie n'est pas facile à interpréter. Le Grand Maître du Temple Oxley juge que je possède toutes les caractéristiques d'un Nephilim, au vu de mon ascendance."
"But you were the only survivor we found here.\! They know something about you, \n[8].\! That makes you a part of the prophecy.","Mais tu étais l'unique survivant que nous avons trouvé ici.\! Il savent quelque chose sur toi, \n[8].\! Cela te lie à la prophétie."
"That's...\| Come on.\! There's nothing special about me, I'm just on the wrong side of Casamir's scheming.\! If you expect me to just listen and believe...",C'est...\| Soyons raisonnables.\! Je n'ai rien de spécial. Je suis juste du mauvais côté des plans de Casamir.\! Si vous pensez que je vais vous croire aussi facilement...
You need not simply believe.\! Look.,Tu n'as pas besoin de croire.\! Regarde.
