ENGLISH,FRENCH
Hello there. To what do I owe your visit?\! Usually I have to come to you.,"Bien le bonjour. Que me vaut l'honneur de ta visite ?\! D'habitude, c'est moi qui te cherche."
"It is difficult to achieve a connection with the others.\! I can strike and strike again with the flint, but the spark never fires.","C'est difficile d'établir un lien avec les autres.\! J'ai beau essayer d'allumer la flamme, rien ne vient."
"Yeah, it happens. Guess I try and meet everyone where they are.\! So do you, you just have this ice-cold reputation to protect, or something.","Oui, ça arrive. De mon côté, j'essaie de favoriser les rencontres là où elles peuvent se faire.\! Et tu sembles avoir cette réputation de protecteur, si je ne m'abuse."
Seems I'm no longer mysterious to you.,On dirait que je n'ai aucun mystère pour toi.
...You are always going to be a mystery to me.,Tu seras toujours un mystère pour moi.
"Charmed.\! \n[8], if you would indulge me for a moment...\! What have you noticed from the populations we have liberated?\! Resistance? Acquiescence?","Charmant.\! \n[8], si tu me permets un instant...\! N'as-tu rien remarqué de spécial parmi les populations que nous avons libérées ? De la résistance ? Du consentement ?"
"Hmmm, I have not given it enough thought.\! Ever since my return, my entire focus has been on defeating the enemy on the battlefield.\! ...This is why I have people like you around me.\! What have you observed?","Hmm, j'avoue ne pas y avoir vraiment pensé.\! Depuis mon retour, toute ma concentration était dédiée à vaincre mes ennemis sur le champ de bataille.\! C'est pour ça que je m'entoure de personnes comme toi.\! Qu'as-tu observé ?"
The purpose of this exercise is to extract your instinctual reaction.,L'objet de ma question est de connaître ton avis.
"Fine, fine.\! They feel grateful.\! Not all of them, but I do think the ""return of Donar"" has had a great effect on the people.\! I have to perpetuate the fairy tale in order to win their support.\! But, it seems that as of now, we have it.","Bon d'accord.\! Ils sont reconnaissants.\! Certes pas tous, mais le « retour de Donar » semble avoir un effet globalement positif.\! Il faut faire perdurer la légende pour gagner leur soutien.\! Mais il semble qu'on l'a déjà."
"Indeed, we have liberated those who wish to be freed from the grip of those who worship Zanatus and condemn Donar.\! But, you mustn't forget. So many of them committed themselves to Zanatus on their own accord.\! From my observation, we, and the people who look to us for liberation, may well be outnumbered by those who see us as conquerers.\! The struggle will not end when we have defeated the last foe in combat,\! but when we have healed the deep wounds in the heart and soul of our people.","En effet, nous avons libéré celles et ceux qui souffraient de la mainmise des soutiens de Zanatus.\! Mais tu ne dois pas oublier. Beaucoup d'entre eux se sont penchés vers Zanatus de leur propre gré. De ce que j'observe, nous pourrions bien nous retrouver en sous-nombre comparé à ceux qui ne soutiennent pas notre cause.\! Nos peines ne s'arrêteront pas au dernier souffle de notre dernier ennemi,\! mais bien quand les blessures à la chair et à l'âme de la population seront guéries."
"And this is why I need you.\! Lysander, please never leave my side.\! You are my right arm, perhaps even my left.","Et c'est pour cela que j'ai besoin de toi.\! Lysandre, puisses-tu être toujours à mes côtés.\! Tu es mon bras droit. Et peut-être aussi le gauche !"
\n[8]...\| Forgive me.,\n[8]...\| Pardonne-moi...
"Oh, great.\! You're going to leave my side.\! Sorry... for what?","Ah, super.\! Donc tu vas t'en aller.\! Te pardonner pour quoi ?"
For never expressing to you that your...\| Your beauty is...\| Quite captivating.,Pour ne jamais t'avoir dit que...\| Ta beauté est...\| Hypnotisante.
"Oh... well... You are forgiven!\! A bit outside of your usual ponderings, eh?","Ah... Eh bien... Tu es pardonné !\! Ce n'est pas vraiment ton genre de conversation habituel, n'est-ce pas ?"
"Is it, though?\! The pursuit of beauty is a high calling.\! Without it, what we see are lifeless, soulless designs.\! Without pursuing it, why not would we then forget the value of love?\! Beauty reminds us that while our bodies occupy this world, our soul seeks to grow beyond it, into the divine.","Pas vraiment.\! Tout le monde n'est pas taillé pour la poursuite de la beauté.\! Sans elle, tout ce que nous regardons semble sans âme ni vie.\! Sans la poursuite de la beauté, nous oublierions la valeur de l'amour dans nos vies.\! Elle nous rappelle que pendant que nos corps occupent ce monde, nos âmes cherchent à grandir au-delà de la chair, vers le divin."
"...You are quite eloquent, my friend.","Quelle éloquence, cher ami."
"Please, do not refer to me as your friend.\! For I cannot bear that title any longer.\! \n[8], walk with me in this life.\! Be my companion, not just my ally.","Je t'en prie, ne me décris pas comme ton ami.\! Je ne puis plus longtemps supporter ce titre.\! \n[8], sois mon âme sœur en cette vie.\! Sois ma compagne, pas seulement mon alliée."
"Lysander...\| You need not give so much of your mind to win me over.\! If I am to walk this life with you,\| give me your heart as well.","Lysandre...\| Tu n'as pas besoin d'en faire autant pour me conquérir.\! Je suis destiné à traverser cette vie avec toi,\| et toi à me donner ton cœur."
"That may be difficult for me to express...\! But you must know that nothing in this life could pull my heart away from you.\! Know that I yearn for you, always.",C'est peut-être difficile pour moi de l'exprimer...\! Mais tu dois savoir que rien dans cette vie ne détournera mon cœur de toi.\! Je serai à jamais à toi.
"Okay, I think I can do that...","Bien, je pense pouvoir vivre avec ça."
