ENGLISH,FRENCH
All the children are safe?,Les enfants sont en sécurité ?
"Yep, but we're runnin' out of places to send 'em...","Oui, mais on va bientôt manquer de place pour les accueillir."
And what of our partners in the other cities?,Qu'en est-il de nos partenaires dans les autre villes ?
Not a peep. Wouldn't get my hopes up.,Nous n'avons pas eu de nouvelles. Je n'y compterais pas trop.
"We have defeated so many of them, and freed so many children... and I am no closer to my Alex.\! The Empire takes them to the detention camps faster than we can move.\! We cannot keep this up forever...",Nous avons vaincu tant d'ennemis et libéré tant d'enfants... je ne suis pourtant pas plus proche de mon Alex.\! L'Empire les emmène dans des camps de prisonniers plus vite que nous ne les libérons.\! On ne peut pas continuer éternellement à ce rythme.
I take it you all feel the same?,Je suppose que tu es du même avis ?
I'll keep swingin' my sword and killin' Imperials until my strength gives out.\! Big picture be damned.,"Tant que je respirerai, je continuerai à découper les Impériaux.\! Peu importe ce qui nous attend."
Our men are pretty exhausted...,Nos hommes sont déjà bien fatigués.
"This is the fourth home we've made for ourselves.\! They will eventually come here as well, and we will have to find a fifth.",C'est la quatrième fois que nous sommes contraints de changer de base.\! Ils vont finir par venir ici aussi et il faudra bouger une cinquième fois.
It is time we finally pursued the prophecy as we should have long ago.\! Gods forgive me for my lack of faith...,Il est temps d'accomplir la prophétie comme nous aurions dû le faire il y a bien longtemps.\! Que les Dieux me pardonnent mon manque de foi...
"Alex... I'm sorry...\| I will find you some day, but for now I must follow my faith...","Alex... Je suis désolée.\| Je te retrouverai un jour, mais je dois pour l'instant suivre ma foi."
Ya mean that page you found from the monastery ruins?,Tu veux parler de cette page que tu as trouvée dans les ruines du monastère ?
"""Back to where it all began"" were the Grandmaster's dying words, as he handed me the key to the vault.\! These words have haunted me since \n[8] left us.\! The page, and his words, point to the holy mountain, Mount Ptolomea, where the first battle with Zanatus took place.\! I must make the pilgrimage to the holy site there.","« Là où tout a commencé », voilà les derniers mots du Grand Maître alors qu'il m'a transmis la clé.\! Ces mots me hantent depuis la mort de \n[8].\! Cette page, et ces mots, pointent vers la montagne sacrée de Ptolomée, là où s'est déroulé le premier combat contre Zanatus.\! Je dois y partir en pèlerinage."
Only the gods above can be our salvation now...,Notre destin est plus que jamais entre les seules mains des Dieux.
"If I must, I will do this alone.","Si je le dois, je le ferai seule."
"Problem bein', not even you could go that route by your lonesome.\! The only way is through the Imperial palace... they've got that holy site guarded by some magical doodads.","Le problème, c'est que même toi ne peut entreprendre ce voyage seule.\! Le seul moyen est de passer par le palais impérial qui abrite un lieu saint gardé par des mages."
"You know the way, Barnabas?","Tu connais le chemin, Barnabas ?"
"Yep, but yer not gonna like it.\! I betcha we can break into the palace through the sewer exits, but even that's got an Imperial presence guarding it on the outside.\! You'll need all of us to get in there.\! ...And ya got me so far.","Oui, mais tu ne vas pas aimer ça.\! Je te parie qu'on peut s'infiltrer dans le palais par les égouts, mais même ces derniers sont gardés.\! Il va te falloir toute notre aide pour y rentrer.\! Pour l'instant, tu m'as moi."
"Of course I will support you as well, Sister Diana...\! As will my brother, yes?","Bien évidemment, je vais t'aider, sœur Diana.\! Tout comme mon frère, n'est-ce pas ?"
It looks like my sister has decided for me!\! I'll do my best...,Comme le dit ma sœur !\! Je ferai de mon mieux...
Diana...,Diana...
"I've stuck by your side through much worse.\! Well, not sure we've ever tried to break into the capital of a world-spannin' empire before, but hey, y'only live once, I say.","J'ai vécu bien pire à tes côtés.\! Bon ça n'a jamais été au niveau de s'infiltrer dans la capitale impériale, mais quand même."
"Thank you...\| And for the last two years as well.\! We have fought, and we have run away, but at least, we are still here, still fighting.\! If I die on this mission, I will die a free woman, with my knee unbent to the will of evil.\! I do not expect any of you to throw your lives away.\! Once I am on the path to Mount Ptolomea, please go into hiding, or retreat back here to safety...","Merci...\| Et merci aussi pour ces deux dernières années.\! Nous avons beaucoup combattu, beaucoup fui, mais au final nous sommes là pour continuer le combat.\! Si cette mission me mène à ma perte, je mourrai en femme libre, debout et la tête haute face au mal.\! Je ne veux pas qu'un seul d'entre vous se sacrifie bêtement.\! Une fois que je serai sur le chemin du Mont Ptolomée, allez vous cacher ou revenez ici, en sécurité."
"Don't say g'bye just yet, lady.\! Come on, let's give fate and prophecy a little nudge in the right direction...","C'est pas le moment des adieux, ma belle dame.\! C'est parti, allons donner un coup de pied dans la fourmilière de cette prophétie."
