ENGLISH,FRENCH
Lysander. I'm glad we finally get a chance to slow down and reflect.\! What do you think of the museum?,Lysandre. C'est bien qu'on ait enfin l'occasion de réfléchir la tête reposée.\! Que penses-tu du musée ?
"I never did care for modern art.\! Splashes of color here and there.\! 9th Century is more to my liking. There is beauty and virtue in depicting the real and the true, indeed as there is vice in distorting it, as 10th Century pretenders would do well to learn.","Je ne me suis jamais intéressé à l'art moderne.\! Des éclaboussures colorées ici et là...\! Le style 9e siècle est plus à mon goût. Il y a de la beauté et de la vertu à représenter la réalité, tout comme il y a du vice à la déformer. Les peintres du 10e feraient bien de s'en souvenir."
"Ah, yeah. I can see that.","Ah, certes. Je vois ça."
"And in regards to the beauty of our civilization itself, its architecture...\! It seems stripped away in the very same regard, making way for more... coldly utilitarian designs.\! It is as if those who drive culture today prefer to mock the pursuit of beauty, rather than embrace it.\! Why do you think that is?","Et en ce qui concerne la beauté de notre civilisation, son architecture...\! Elle semblé dénuée de sens second, strictement orientée vers un utilitarisme dégradant.\! C'est comme si ceux qui aujourd'hui produisent la culture se moquent de poursuivre le beau et n'ont que faire de l'esthétisme.\! Cela est dû à quoi, selon toi ?"
Veridia has subjected itself to a lot more war than for most of the last millennium.,Veridia a subi beaucoup plus de guerres en ce millénaire.
"Yes... that is a part of it.\! But at least now, I take solace knowing that there still exists two connoisseurs of proper culture in the world.","Oui, cela explique en partie.\! Mais je me console en me disant qu'il existe encore au moins deux fins connaisseurs d'art en ce bas-monde."
Was it really the Succession War?,Était-ce vraiment la Guerre de Succession ?
"In my view, there has been a creeping, grinding cultural upheaval since the Aetherium Crisis ended.\! However, I do believe that the shock to the fabric of our society wrought by the Succession War exposed the festering wound for all to see.\! So, one may very well conclude that the Succession War was solely responsible for... this feeling.\! This intuitive feeling so many of us know, but are unable to properly convey.\! That something is not quite right.\! That purpose has been stripped away from our lives.","Selon moi, il y a eu un soulèvement culturel allant crescendo depuis la fin de la crise de l'Aetherium.\! Mais je pense aussi que le choc subi par le tissu sociétal malmené par la Guerre de Succession a exposé ses nombreuses blessures anciennes.\! On pourrait donc en conclure que la Guerre de Succession est la seule responsable de... ce sentiment.\! Ce fameux sentiment que les mots ne peuvent exprimer.\! Celui qui nous dit que quelque chose n'est pas à sa place.\! Nous avons été privés de cet objectif dans nos vies."
...And how do we get it back?,Et comment le récupérer ?
"Just as it did not decay overnight, it will not be restored quickly. Perhaps, not even in our lifetimes.\! But one thing we do know is that you are now the beacon of salvation for the Donari faithful.\! Broader purpose may have to come from you, for the time being.","Tout comme il ne s'est pas évaporé en une nuit, il prendra du temps à reconstruire. Nous ne seront peut-être même plus là pour voir son retour.\! Mais une chose est certaine, c'est que tu es le phare du salut pour la foi Donari.\! Le sens donné à ta vie va au-delà de ces considérations."
"You expect a lot from me, friend.","Tu attends beaucoup de moi, cher ami."
"If not you, then who?\! That avaricious snake, Casamir?\! Men like him cannot inspire, nor truly shape the future.",En qui d'autre pourrais-je avoir de telles d'attentes ?\! Ce serpent de Casamir ?\! Les hommes comme lui ne sont pas une inspiration pour le futur et encore moins l'un de ses architectes.
I cannot do it alone.,Je ne pourrai pas y arriver sans aide.
"Continue to walk the path of righteousness, and you will always have me, and so many others, committed to your cause without reservation.","Garde le droit chemin et tu m'auras toujours à tes côtés, comme beaucoup d'autres qui ont fait le vœu de soutenir ta cause."
Thank you...,Merci...
