ENGLISH,FRENCH
"Greetings, Diana.\! There is an important matter we must discuss.","Salutations, Diana !\! Il nous faut nous entretenir d'un important sujet."
Is there now?,Vraiment ?
Yes.\! I wish to take you as my wife.,Oui.\! Je souhaite faire de toi ma femme.
"I...\| admire your directness, but...\! By Donar, slow down! This decision cannot be made lightly!","Je...\| J'admire ta franchise, mais...\! Par Donar, ne nous précipitons pas ! Ce n'est pas une décision à prendre à la légère !"
Is this not a suitable arrangement for you?,Cela ne te parait pas être une proposition honnête ?
"That is not what I intended to say.\! By Donar, we have only known each other for a short time.\! It is just a bit sudden. More than a bit...","Ce n'est pas ce que je voulais dire.\! Par Donar, nous ne nous connaissons que depuis quelques temps. Tout cela est un peu soudain. Plus qu'un peu, d'ailleurs."
"I am not a young man anymore, Diana.\! I know exactly what I want.\! And you...\| You are the embodiment of glory, power, and beauty.\! I wish only to be with you and sing your praises until the end of my days.\! I suspect other suitors have desired the same, but I believe I am best fitted for this task.","Je ne suis plus un jeune homme, Diana.\! Je sais exactement ce que je veux.\! Et toi...\| Tu es l'incarnation de la gloire, du pouvoir et de la beauté.\! Mon seul souhait est d'être à tes côtés pour chanter tes louanges jusqu'à la fin de mes jours.\! Je suppose que d'autres prétendants m'ont précédé, mais je pense sincèrement être le plus qualifié."
"Just so you know, I am well aware that a woman like me attracts only certain types of attention.\! Most of the time, potential suitors sound like they want to put me on a golden pedestal to worship, and serve me hand and foot for the rest of their days.","Sache seulement que je suis consciente qu'une femme comme moi suscite une certaine attention.\! La plupart du temps, les prétendants veulent juste me mettre sur un piédestal pour me révérer et me servir jusqu'au crépuscule de leur vie."
"Is this what you desire, Diana?","Est-ce là ce que tu désires, Diana ?"
"Gah... no, Jaromir.\! Not from you, please! You strike me as the type of man who's above all that.","Ah, non, Jaromir.\! Pas de toi, je t'en prie ! Tu es un homme au-dessus de tout cela."
"Ah. I may not be young anymore, but I am still able to play the fool.","Ah. Je ne suis peut-être plus dans ma prime jeunesse, mais je peux toujours jouer les idiots."
"I am a man of the old way.\! You are a woman of the old way.\! I cannot bear to see you walk this life without a companion who shares your noble spirit.\! For that reason, among many others, I wish for us to become one.","Je suis de l'ancienne école.\! Et tu es une femme de l'ancienne école également.\! Je ne supporte pas de te voir vivre cette vie sans un compagnon qui partage ta noblesse.\! Et c'est pour cette raison, parmi tant d'autres, que je souhaite que nous ne faisions qu'un."
"...That is much better.\! Jaromir, let us see if we can grow into that future together.","Voilà qui est mieux.\! Jaromir, voyons si nous pouvons faire de cela une réalité."
