ENGLISH,FRENCH
...Am I bothering you?,...Je te dérange ?
"Never.\! Join me, \n[8].","Jamais.\! Rejoins-moi, \n[8]."
Do you believe these people are common thugs?,Crois-tu que ces personnes sont de vulgaires voyous ?
What I believe doesn't matter. We're just soldiers right now.,Ce que je crois n'a pas d'importance. Nous ne sommes que des soldats pour le moment.
"Come on, I know you better than that. What exactly do you think the rebels want?","Allez, je te connais mieux que ça. Que crois-tu que les rebelles veulent exactement ?"
"They don't know what they want. They're angry and confused. Lashing out against order, hoping chaos will improve their situation.\! All they understand is force, so force they shall receive.","Ils ne savent pas ce qu'ils veulent. Ils sont en colère et confus. Se déchaîner contre l'ordre, en espérant que le chaos améliorera leur situation.\! Tout ce qu'ils comprennent, c'est la force, alors c'est ce qu'ils recevront."
Interesting...,Intéressant...
"What do you think they want, then?","Que crois-tu qu'ils veulent, alors ?"
"They just want to be heard and understood. The Empire's taxing people to death to pay for the Succession War debts.\! If we destroy Antares, others like him will continue to speak out and rebel.","Ils veulent juste être entendus et compris. L'Empire impose des taxes meurtrières à son peuple pour payer les dettes de la guerre de Succession.\! Si nous détruisons Antarès, d'autres comme lui continueront à s'exprimer et à se rebeller."
"You know just as I do - an army of lambs can become lions at a moment's notice. Let's not pretend that compassion will ever result in a lasting peace.\! If the roles were reversed, if you were the one begging for mercy, do you think you would get it?","Tu sais comme moi qu'une armée d'agneaux peut se changer en lions en un instant. Ne prétendons pas que la compassion aboutira un jour à une paix durable.\! Si les rôles étaient inversés, si tu étais celui qui implorait la pitié, penses-tu que tu l'obtiendrais ?"
"And so, we follow orders, as it is our duty. Makes everything so simple.","Et donc, nous suivons les ordres, car c'est notre devoir. Cela rend les choses si simples."
There's a crimson star out tonight. Haven't seen one in a long time...,Il y a une étoile pourpre dehors ce soir. Cela fait longtemps que je n'en ai pas vu...
It is quite a sight to behold...,C'est un vrai spectacle à voir...
It's an omen.,C'est un présage.
Of course it is...,Bien sûr que c'en est un...
"Every time we have seen the crimson star, something big happens. Really big. Changes the course of history.\! Think that star is speaking to us, \n[8]? Calling upon us to do as Donar would and fix this world?","Chaque fois que nous avons vu l'étoile pourpre, quelque chose d'important se produit. De vraiment important. Quelque chose qui change le cours de l'histoire.\! Tu penses que cette étoile nous parle, \n[8] ? Elle nous implore de faire comme Donar et de réparer ce monde ?"
Ugh...\| It's just...,Ugh... C'est juste que...
Yeah... sure. That's probably what it is.,Oui... bien sûr. C'est probablement ce que ça veut dire.
"Heh... \| Thank you for humoring me, \n[8].","Hah... \| Merci de te moquer de moi, \n[8]."
