ENGLISH,FRENCH
"Why, look at this.\! The Messiah crosses my path once again.\! You've been doing that a lot lately, young man.","Regardez-moi ça.\! Le Messie croise de nouveau mon chemin.\! Cela devient une habitude, jeune homme."
Errr... I have??,Euh... C'est vrai ?
"Oh, yes indeed.\! And believe me, I am quite flattered.","Oh que oui.\! Et crois-moi, j'en suis flattée."
What the...\| What do you mean?\! I mean I'm certainly impressed by your...,"Qu'est-ce que...\| Qu'est-ce que tu veux dire ?\! Enfin, certes je suis impressionné par tes..."
"Ha, by my what, hmmmm?\! Surely it is my fantastic magical aptitude, no?\! Or is it my lust for battle, or is it...\| both of these?","Hum ? Par mes quoi ? Hein ? Hein ?\! Sûrement par mes fantastiques capacités magiques, non ?\! Ou alors est-ce ma soif de combat ?\| Voire les deux ?"
"*GULP*\| I... uh...\! Yes.\! And yes... I mean, no!!!\! Beatrix, what are you doing???","*GULP*\| Eh bien... Oui.\! Oui.\! Et oui... Enfin, non !!!\! Beatrix, il se passe quoi là ???"
"You know very well what I...\| what we're doing.\! I see you prowling about in the distance.\! That analytical little mind whizzing away in a whirlwind of thoughts.\! Who is this unusual dame?\! And just HOW to tame her??\! Is she siren, or succubus? The mystery must be tantalizing...",Tu le sais...\| Tu le sais très bien.\! Je te vois rôder autour de moi.\! Cet esprit analytique qui se perd dans un torrent de pensées.\! Mais qui donc est cette dame ?\! Et COMMENT donc puis-je l'amadouer ?\! Est-ce une sirène ? Ou une succube ? Le mystère doit être insoutenable.
"Don't worry, just follow my lead on this little dance.\! You see, \n[8], I have prowled you just the same.\! You have grown powerful, and famed, and to that, I am irresistably compelled.\! For it is power that moves me, and thrills me... I feel the quiver of its compulsion in my bones, and so too do you, \n[8]... when you lay eyes on me.\! Don't you, mmm?","Ne t'en fais pas et contente-toi de suivre la danse.\! Tu vois, \n[8], je t'ai tout autant rôdé autour.\! Tu as acquis puissance et célébrité, et, à ce titre, je suis des plus fascinées.\! Car c'est la puissance qui me fascine et m'intrigue... Je sens mes os frissonner à chaque regard, tout comme toi, \n[8]... lorsque tu poses le tien sur moi.\! N'est-ce pas ?"
"You give me little choice, Beatrix.","Tu ne me donnes pas le choix, Beatrix."
"Do not worry, I can see it in your eyes.\! But it would do me a world of good to hear you say the words, my good \n[8].","Ne t'en fais pas, je le vois dans tes yeux.\! Mais tu me ferais le plus grand bien en ne retenant pas tes mots, \n[8]."
"Not gonna let this go, are you?\! Yeah. I can't stop thinking about you, and I can't get my eyes off you.\! What sane man could?\! Believe me, I have tried...","Tu ne vas pas lâcher l'affaire, hein ?\! Oui. Tu hantes mes pensées et mes yeux sont comme magnétisés.\! Qui pourrait en faire autrement ?\! Ce n'est pas faute d'avoir essayé..."
"Oh, come now, there is no reason to resist.\! You are in for the ride of your life.\! I can show you things and experiences you did not imagine possible.\! Come here, \n[8], and I will give you a new sense of purpose that you so desire.","Allons, il n'y a pas de raison de résister.\! Tu as mis les pieds dans un manège qui ne s'arrêtera pas de tourner.\! Je te montrerai des choses que tu n'imaginais pas possibles.\! Viens, \n[8], et je t'offrirai ce second souffle que réclame ton esprit aventurier."
