ENGLISH,FRENCH
Chapter 9: Sanctuary,Chapitre 9 : Sanctuaire
"The enemy lies before us at Lemelin Monastery!\! We shall crush the treasonous Temple for harboring the enemies of the Empire of Veridia.\! General Lysander, don't disappoint me.","L'ennemi nous attend au Monastère de Lemelin !\! Nous allons écraser le temple pour avoir soutenu les ennemis de l'Empire de Veridia.\! Général Lysandre, ne me décevez pas."
"Yes, your excellency.\! You can count on me.","Oui, votre Excellence.\! Vous pouvez compter sur moi."
The Imperial government is invading the Monastery?!\! Unforgivable!,L'Empire veut envahir le monastère ?\! Impardonnable !
"Great Paladin...\| perhaps the government means us no harm!\! Please practice restraint, warriors...","Grand Paladin...\|Le gouvernement ne nous veut peut-être pas de mal ?\! Retenez vos coups, soldats..."
"The Prime Minister has been desperate for an excuse to destroy us, and now we've given him one.",Le Premier Ministre n'a eu de cesse de trouver une excuse pour nous détruire et voilà qu'on lui en donne une.
Sorry...\| I will take my leave now.,Je suis navré...\| Je vais m'en aller maintenant.
"That excuse is me, isn't it, Diana...","Et cette excuse c'est moi, n'est-ce pas Diana ?"
"This turn of events was inevitable.\! We are much more powerful with your tactical mind, so Donar has given us a blessing.","Les événements allaient forcément prendre une telle tournure.\! Nous sommes bien plus puissants par notre esprit tactique, alors Donar nous a donné sa bénédiction."
"At least we know what we're up against.\! No more mercenaries, this is the Empire's central army.\! They'll have larger and more organized ranks, and probably some gun units in the mix.\! We don't want to be on the wrong side of gunnery soldiers, their weapons make any armor basically useless.","Au moins nous savons à quoi nous faisons face.\! Plus de mercenaires, c'est l'armée principale de l'Empire.\! Ils ont plus de troupes et probablement quelques fusiliers dans la masse.\! Il ne faut pas prendre les tirailleurs à la légère. Toute armure est presque inutile face à eux."
"\n[8], the Temple maintains outposts by the river.\! We should fortify the river to protect the Monastery from needless violence.","\n[8], le Temple entretient des avant-postes près de la rivière.\! Nous devrions fortifier la rivière pour protéger le monastère de toute violence non nécessaire."
"Those forts are closer to Casamir's army than they are to us, but it might be worth a shot!\! I guess now'd be a good time to pray to Donar...","Ces forts sont plus proches de l'armée de Casamir que de nous, mais ça peut valoir le coup.\! Il serait temps d'adresser une prière à Donar..."
"This is it, men of Isanter!\! Our chance to stand up to the central government's tyranny is now!\! We cannot abide this disgraceful action by the Prime Minister.\! Attack the Imperial Army and reinforce the Temple!!","Nous y voilà, hommes d'Isanter !\! C'est là notre chance de résister face à la tyrannie du gouvernement central !\! Nous ne saurons tolérer de telles manœuvres de la part du Premier Ministre.\! Attaquez l'armée impériale et fortifiez le Temple !"
Isanter has arrived?!,Isanter est là ?
"You know what to do, men!\! The Temple will not fall today!\! We join Isanter and resolve to bring the Prime Minister to heel!",Vous savez ce que vous avez à faire.\! Le Temple ne tombera pas aujourd'hui !\! Nous nous joignons à Isanter afin de faire ployer le Premier Ministre !
What's this?,Qu'est-ce que ça signifie ?
"That's Duke Lothair's army, and General Lysander has defected!\! Damn, good timing, fella.","C'est l'armée du Duc Lothair, et le Général Lysandre a déserté !\! Excellent timing."
Donar has answered our call - the Temple shall never perish.,Donar a répondu à nos prières. Le Temple ne périra jamais.
What treachery...\| the Duke of Isanter must be a fool of the highest order to make an enemy of me!,Quelle fourberie...\| Le Duc d'Isanter doit être idiot de penser qu'il peut se permettre de m'avoir comme ennemi !
