ENGLISH,FRENCH
"\c[1]Embor Palace, throne room of Duke Jaromir\c[0]","\c[1]Palais d'Embor, salle du trône du Duc Jaromir\c[0]"
"Ah... we finally meet.\! The Duchy of Embor is restored, thanks to...","Ah... on se rencontre enfin.\! Le Duché d'Embor est restauré, grâce à..."
By the Avatars...,Par les Avatars...
You are...,Vous êtes...
\n[8].\! I take it you are Duke Jaromir?,\n[8].\! Je suppose que vous êtes le Duc Jaromir ?
"What the...\| Guess I look the part, huh?","Qu'est-ce que...\| Je vous impressionne, on dirait."
"Donar stands before me.\! How can I not kneel before you?!\! You are here, more than just a myth or a legend...\! This is the foremost moment in my life...","Donar se tient devant moi.\! Comment pourrais-je ne pas m'agenouiller devant vous ?!\! Vous êtes ici, plus qu'un mythe ou une légende... \! C'est le moment le plus important de ma vie..."
"Alright, alright, let's just be people here...","D'accord, d'accord, redescendons un peu sur terre..."
"You have come to our world to destroy evil.\! There is no other possibility... please, allow me to join the ranks of your army, holy Donar...","Vous êtes venu dans notre monde pour détruire le mal.\! Il ne peut en être autrement... S'il vous plaît, permettez-moi de rejoindre les rangs de votre armée, Saint Donar..."
"I don't have much of an army yet.\! But I know there are many people out there just like you, waiting for the opportunity to strike back.","Je n'ai pas encore d'armée à proprement parler.\! Mais je sais qu'il y a beaucoup de gens comme vous, qui attendent l'occasion de riposter."
"It's quite a risk, the Empire's going to want your hide...","C'est un risque, l'Empire va vouloir votre peau..."
"My lands, my resources, and my own blade are at your disposal, holy Donar.\! My soldiers are the most resolute in all of Veridia.\! Please, give us our divine mission at once!","Mes terres, mes ressources et ma propre lame sont à votre disposition, saint Donar.\! Mes soldats sont les plus résolus de toute la Veridia.\! S'il vous plaît, donnez-nous notre mission divine immédiatement !"
"Please don't bow to me.\! We're not the Empire, we're the free people of Veridia.\! Let's see what the famed warriors of Embor can do on the battlefield!","Ne vous inclinez pas devant moi.\! Nous ne sommes pas l'Empire, nous sommes le peuple libre de Veridia.\! Voyons ce que les célèbres guerriers d'Embor peuvent faire sur le champ de bataille !"
