ENGLISH,FRENCH
"\c[1]Upper balcony, Imperial palace at the capital\c[0]","\c[1]Balcon supérieur, palais impérial de la capitale\c[0]"
"So, not even the mighty Kuroda could best the orphan.",Pas même le puissant Kuroda n'est venu à bout de l'orphelin.
The one you call an orphan has many powerful allies.\! Your people had us believe we would go almost unopposed.\! We were not prepared.,Cette personne que vous appelez l'orphelin a des alliés puissants.\! Vos gens nous ont fait croire que nous ne subirions aucune résistance.\! Nous n'étions pas préparés.
So be it. There will be another chance.\! Did you have a chance to review my message?,Oubliez cela. Nous aurons de nouvelles occasions.\! Avez-vous eu mon message ?
Yes. You need a problem solved.,Oui. Vous avez un problème à résoudre.
"I cannot expand on why, but this mission is but one part of a greater one... we will save this country, Kuroda.\! From itself, and its past folly.","Je ne peux pas m'épandre sur le pourquoi, mais cette mission s'inscrit dans un plan plus grand... Nous sauverons ce pays, Kuroda.\! De lui-même et de sa folie passée."
Countless men just like you have used men like me to further their ambitions from the shadows.\! It is a dance as old as time.,Ce n'est pas la première fois que des gens comme vous m'utilisent pour assouvir leurs ambitions dans l'ombre.\! C'est aussi vieux que le monde.
Truly a man of your craft. How honorable.,Quel homme d'expérience. C'est honorable.
"I cannot stress enough the importance of timing.\! You must monitor the situation.\! When the target leaves to try to stop the war, that is when he must die.\! No sooner, no later.","Mais je ne saurais que trop insister sur l'importance du moment choisi.\! Vous devrez observer attentivement la situation.\! Lorsque la cible quittera sa cachette pour tenter de mettre fin à la guerre, c'est là que vous devrez agir.\! Ni avant, ni après."
273 targets have fallen to my hand. It will be as routine as morning tea.,273 cibles sont mortes par mes soins. C'est une question de routine.
"...What a noble life you lead.\! As you have been paid in advance, we must never meet again.\! Donar be with you... or whatever it is they say.",...Quelle vie de noblesse.\! Vous avez été payé en avance. Nous ne devons jamais nous recroiser.\! Que Donar soit avec vous... comme ils disent.
