ENGLISH,FRENCH
\c[1]Helios Lab Director's Report - 982.01.09\! Aetherite clusters stable. Energy transfer complete with negligible loss. Subject 16(B)'s life signs stable. We consider the infusion to be in a satisfactory state. Propagation of Archetype C successful.\! The Grandmaster has requested 16(B) to undergo active acclimation phase.,\c[1]Rapport du directeur du laboratoire Helios - 982.01.09\! Clusters d'Aetherite stables. Transfert d'énergie complet avec perte négligeable. Les signes vitaux du sujet 16(B) sont stables. Nous considérons que la perfusion est dans un état satisfaisant. Propagation de l'archétype C réussie.\! Le Grand Maître a demandé que 16(B) soit soumis à la phase active d'acclamation.
"Huzzah! The experiment was a success! Well, of course, we already knew that. But how fascinating to follow the process.\! I must ask the Grandmaster what became of this ""Helios"" project...","Eurêka ! L'expérience a été un succès ! Bien sûr, nous le savions déjà. Mais c'est fascinant de suivre le processus.\! Je dois demander au Grand Maître ce qu'est devenu ce projet « Helios »..."
"Quiet, bird-brain. That wasn't the final journal entry.\! Look, there's one... page here with no label.","Silence, cervelle d'oiseau. Ce n'était pas la dernière entrée du journal.\! Regardez, il y a une... page ici sans étiquette."
...Oh?!,...Oh ?!
"\c[1]I lament having to use these accursed devices. These aberrant extentions of Donar's tinge of conceit.\! The Helios director recommended exterminating Subject 16(B). The crown jewel of the considerable resources I have sacrificed.\! ""Unforeseen psychological trauma. Subject cannot be acclimated, trained, or controlled. Risk tolerance far exceeded.""\! Even my most devoted followers... still only human. Lacking entirely in the capacity to confer and convey the artistry of my covenant.\! No, 16(B) will not be exterminated. Recommend to myself - exterminate the Helios program entirely. Recommendation accepted, I believe is how they would organize this log.\! B...\| don't listen to these peons. We are going to do great things together.","\c[1]Je me languis d'avoir à utiliser ces maudits appareils. Ces extensions aberrantes de la vanité de Donar.\! Le directeur d'Helios a recommandé d'exterminer le sujet 16(B). Le joyau de la couronne des ressources considérables que j'ai sacrifiées.\! « Traumatisme psychologique imprévu. Le sujet ne peut pas être contrôlé, entraîné ou contrôlé. Tolérance au risque largement dépassée. »\! Même mes adeptes les plus dévoués... ne sont encore que des humains. Je n'ai pas la capacité de présenter et de transmettre l'art de mon alliance.\! Non, le sujet 16(B) ne sera pas exterminé. Recommandation personnelle : exterminer entièrement le programme Helios. Recommandation acceptée. Je crois que c'est la façon dont ils organiseraient ce journal. \! B...\| n'écoutez pas ces paysans. Nous allons faire de grandes choses ensemble."
M-Miss Beatrix...,Dame Beatrix...
They wanted to get rid of me.,Ils voulaient se débarrasser de moi.
Surely there is some mistake!,Il y a sûrement une erreur !
...And he saved my life.,... Et il a sauvé ma vie.
"Well, Jebediah, I hope this has been educational for you.\! Your Grandmaster is actually a colossal fool!","Eh bien, Jebediah, j'espère que vous avez appris quelque chose.\! Votre Grand Maître est en réalité un insondable fou !"
"N-now, you take that back! The Grandmaster's wisdom exceeds comprehension! You couldn't possibly-",Ravalez vos paroles ! La sagesse du Grand Maître dépasse l'entendement ! Vous ne pouvez pas..
"Couldn't I?\! Hah, you heard these little worms. ""Psychological trauma, can't be acclimated."" It was so bad, they were prepared to lose my godlike power just to avert the risk of unleashing my insanity! Ha!","Je ne peux pas ?\! Hah, vous avez entendu ces petits vers. « Traumatisme psychologique, on ne peut pas le contrôler. » C'était si grave qu'ils étaient prêts à perdre mon pouvoir divin pour ne pas risquer de déchaîner ma folie ! Ha !"
Well. Subject 16(B) lives on. And all of Tahnra will feel the consequences.,Bien. Le sujet 16(B) continue à vivre. Et tout Tahnra en ressentira les conséquences.
W-What are you going to do?!,Qu'allez vous faire ?
"Oh, Jeb. You're going to have to live in excrutiating suspense for the rest of your days.\! Tell you what, you'd best hedge your bets and continue to worship me, just in case.","Oh, Jeb. Vous allez devoir vivre dans un suspense atroce pour le reste de vos jours.\! Vous feriez mieux de rester en retrait et de continuer à me vénérer, juste au cas où..."
I-I have made a terrible mistake...,J'ai fait une terrible erreur...
