ENGLISH,FRENCH
"By Donar, if I survive this heat, I shall never forsake the tundra again as long as I shall live!","Par Donar, si je survis à cette chaleur, je n'abandonnerai plus jamais la toundra aussi longtemps que je vivrai !"
Perhaps your kind would do well to listen to your body. That is Donar telling you not to be where you don't belong.,Peut-être que votre espèce ferait bien d'écouter son corps. C'est Donar qui vous dit de ne pas être là où vous n'avez pas votre place.
"Perhaps it is, Sayunaari.\! But for the return of Donar, no amount of suffering would dissuade me from this great holy war.","Peut-être bien, Sayunaari.\! Mais pour le retour de Donar, aucune souffrance ne me dissuadera de cette grande guerre sainte."
"...I believe you.\! That is no small feat, Veridian.","... Je vous crois. \! Ce n'est pas un mince exploit, Véridien."
"Ha ha ha, then I will have accomplished something this day, even if the desert takes me.","Ha ha ha, alors j'aurai accompli quelque chose ce jour-là, même si le désert m'emporte."
"Ahhh, of course. You're a Highlander, aren't you, Jaromir?","Ahhh, bien sûr. Vous êtes un Highlander, n'est-ce pas, Jaromir ?"
"That is... an ancient distinction.\! I am a servant of Donar first, and a Veridian second.\! The people of my Duchy do indeed trace their roots to the Felnamia Highlanders.\! Centuries of integration has all but erased that part of our past.","C'est... une ancienne distinction.\! Je suis d'abord un serviteur de Donar, et ensuite un Véridien.\! Les gens de mon Duché ont en effet des racines qui remontent aux Highlanders de Felnamia.\! Des siècles d'intégration ont pratiquement effacé cette partie de notre passé."
"I see.\! Regardless, you are the Shield of the North, the iron wall behind which the Midlanders sleep soundly.\! Just as they do due to the existence of my nation - a Shield against the endless wastes to the East.\! Tell me, Highlander, what do you think would happen to the Midlanders if our two peoples' did not exist?","Je vois.\! Quoi qu'il en soit, vous êtes le Bouclier du Nord, le mur de fer derrière lequel les Midlanders dorment tranquillement.\! Tout cela grâce à ma nation, qui agit comme un bouclier contre les déchets sans fin de l'Est.\! Dites-moi, Highlander, que pensez-vous qu'il arriverait aux Midlanders si nos deux peuples n'existaient pas ?"
"Crumble to dust at the first instance of difficulty, no doubt.","Ils disparaîtraient en poussière à la première difficulté, sans doute."
"Ha ha ha... even if you humor me, it is needed at this time.\! Thank you for your fellowship, Highlander.\! May the bulwarks of the snow and of the sand never perish.","Ha ha ha... même si vous dites ça pour me faire plaisir, c'est apprécié en ce moment. \! Merci pour votre amitié, Highlander.\! Que les remparts de la neige et du sable ne périssent jamais."
