ENGLISH,FRENCH
"\c[1]Underground escape route, Westerfield sewers\c[0]","\c[1]Chemin d'évacuation souterrain, égouts de Westerfield\c[0]"
Why are they making us leave?,Pourquoi nous font-ils partir ?
They said the bad people are coming to take us away from our home.\! They said they are non believers.,Ils ont dit que les mauvaises personnes venaient pour nous emmener loin de notre maison.\! Ils ont dit qu'ils étaient non croyants.
"Yeah, this one prolly told 'em we are here.\! We all know he's not a believer like us, he doesn't even want to give up his old name.\! Isn't that right, ALEX?!","Ouais, celui-là a dû leur dire qu'on était là.\! Nous savons tous qu'il n'est pas un croyant comme nous, il ne veut même pas abandonner son ancien nom.\! N'est-ce pas, ALEX ?!"
Shut up!\! I didn't tell anyone!!,Tais-toi !\! Je n'ai rien dit à personne !
Stupid Alex... we're gonna tell on you.,"Tu es stupide, Alex... on va te dénoncer."
Listen! My mom's gonna kill the masters.\! You'll see.\! She's the best fighter in the world.\! Then you can have your real families back!!,Écoutez ! Ma mère va tuer les maîtres.\! Vous verrez bien.\! C'est la meilleure combattante du monde.\! Alors vous pourrez retrouver vos véritables familles !!!
"That's it, you're dead.\! Come on, let's tell the masters we have a sacrifice!!!","C'est ça, tu es mort. \! Allez, disons aux maîtres que nous avons un sacrifice !!!"
Ha ha ha ha...\! Yeah! Get the non believer!!!,Ha ha ha ha... \! Ouais ! Attrapez le non-croyant !!!
"Alright you little freaks, keep it down in here.\! The Emperor is coming.","D'accord, les petits monstres, faites moins de bruit.\! L'Empereur arrive."
"Hello, young man.\! Your name is Alex, yes?\! Don't worry, you can say it here.","Bonjour, jeune homme.\! Tu t'appelles Alex, c'est bien cela ?\! Ne t'inquiète pas, tu peux me le dire."
"Yes, mister.","Oui, monsieur."
Are the other children bothering you?,Les autres enfants te dérangent-ils ?
"Ha ha... not a tattle-tale, I see.\! Alex, I'm going to take you to a safe place.\! Please come with me.","Ha ha... Tu n'es pas bavard, je vois.\! Alex, je vais t'emmener dans un endroit sûr.\! S'il te plaît, viens avec moi."
Do you know where my mom is??,Vous savez où est ma mère ?
"...\| I am sorry, I cannot say I know her.\! But, I am the Emperor - so I should be able to find her, don't you think?","...\| Je suis désolé, je ne la connais pas.\! Mais je suis l'Empereur. Alors, je devrais bien avoir les moyens de la trouver, n'est-ce pas ?"
Yeah I guess so...,"J'imagine, oui..."
"The rest of you, follow the masters' instructions.\! The...\| non-believers are coming to get you.","Vous autres, suivez les instructions de votre maître.\! Les...\| non-croyants viennent vous chercher."
Let's get out of this den of muck...,Tirons-nous de ce bourbier...
