ENGLISH,FRENCH
"Stay here, \n[8].\! I will deal with the grandmaster myself.","Reste ici, \n[8]. Je vais m'occuper du Grand Maître."
Come on...\| I know who you are...\| why are you doing all this?!\! I'm not going to just let you go in alone...,C'est ça...\| Je sais qui tu es.\| Pourquoi est-ce que tu fais tout ça ?\! Je ne vais pas te laisser y aller...
"His power comes from a source outside of what you can comprehend.\! You must leave this to me.\! You would surely die.\! ...\| Don't let that happen, \n[8].","Son pouvoir vient d'une source qui dépasse ton entendement.\! Laisse-moi faire. Tu pourrais en mourir.\! ...\| Ne laisse pas ça se produire, \n[8]."
"You've spared the Nephilim.\! This is very disappointing, Hand of Zanatus.\! We were nearly there... so close to ending our struggle.\! I feel utterly betrayed!","Tu as épargné les Nephilims.\! C'est très décevant, Main de Zanatus.\! Nous étions si proches de mettre un terme à nos problèmes.\! Je me sens trahi au plus haut point !"
"There's no need for pretense anymore.\! I learned all I need to know.\! All of your knowledge of the past...\| it is because you were there.\! You've been here since Donar first defeated you in battle.\! Now, you've amassed incredible influence. But that's not enough, is it?\! What do you want?","Inutile de continuer à faire semblant.\! J'ai découvert tout ce qu'il y avait à découvrir.\! Toutes ces connaissances du passé...\| C'est parce que vous y étiez.\! Vous étiez là depuis l'instant où Donar vous a vaincu la première fois.\! Et maintenant, votre influence est sans pareil. Qu'est-ce que tu veux ?"
"...\|Indeed, it seems we've exceeded the need for pretense, and I have created something I can no longer control.","...\|Certes, nul besoin de feindre quoi que ce soit. Et j'ai créé quelque chose que je ne peux plus contrôler."
"If you must know, after that battle with Donar, I was forced to remain feeble, hiding, taking full advantage of the pity and mercy of the victors.\! But gradually, my people found our way into the Donari halls of power, that we may finally emerge from the shadows.\! And now, we are fully self-determined, no one will humiliate us again!\! We've enlightened great masses of Donari, and cured them of their misguided loyalty to the false gods.\! You, and the Avatar of Donar, and that imbecile Casamir... all fight within the confines of a human lifetime. Petty concerns, these empires and alliances.\! The greatest struggle of this world is mine... to liberate all of Tahnra from the stranglehold of Donar, the greatest deceiver in all creation.\! Great warrior, it is not about what I want. It is about what should be!","Si tu veux vraiment savoir, après ce combat contre Donar, j'ai été forcé à vivre dans la faiblesse, la réclusion et la pitié des victorieux.\! Mais mon peuple a peu à peu trouvé son chemin vers les halls du pouvoir Donari et nous avons pu sortir de l'ombre.\! Et nous sommes maintenant déterminés à ne plus jamais se laisser humilier.\! Nous avons inspiré de nombreux Donari et les avons guéris de leur loyauté malavisée envers de faux dieux.\! Toi, l'Avater de Donar et cet imbécile de Casamir... vos combats sont confinés à la vie d'un être humain. Piètres soucis que sont ces empires et ces alliances.\! Le plus grand combat de ce monde, c'est moi qui le mène : libérer Tahnra de l'influence de Donar, le plus grand menteur de toute l'histoire de la création.\! Ce n'est pas la question de ce que je veux. C'est la question de ce qui doit être !"
"...\| You know there's no way I can just sit here and wait, I've got to do something!",...\| Je ne peux pas rester ici à regarder. Je dois faire quelque chose !
"I told you to stay back, \n[8]...","Je t'ai dit de rester en retrait, \n[8]..."
"We meet again, Avatar of Donar!\! Or \n[8], or...\| however you identify these days.\! You do know that there is truly nothing special about you, I hope?\! Perhaps instead, in your limited understanding of things, you've assigned prophecies to that which you cannot explain.\! I suppose it is commendable that you, \n[8], have simply made yourself into a suitable replica for an ancient legend...\! you and your fellow Nephilim worthy hosts for the divine refugees that are the false gods.\! But, perhaps you know that already... ever the skeptic, this one.","Nous nous retrouvons enfin, Avatar de Donar !\! Ou bien \n[8], ou...\| qu'importe le nom qui t'a été donné.\! J'espère que tu réalises que tu n'as rien de spécial.\! Ou peut-être une compréhension limitée de prophéties que tu es incapable de comprendre.\! Je suppose que tu as du mérite, \n[8], d'avoir fait de toi-même la réplique acceptable d'une ancienne légende....\! Toi et tes compagnons Nephilim êtes devenus des réceptacles pour ces réfugiés que sont les faux dieux.\! Mais peut-être que tu le sais déjà."
"This is a shame, I admit.\! You Donari... this great human experiment, quite the centerpiece of Tahnra!\! A grand and ultimately brittle manifestation of Donar's meddling.\! No matter... in the new world, these silly identities and histories, Veridian, Sayunaari, what have you.\! There is no room for such delineations in this world's future.\! Those who try to cling to ignorance will simply... go extinct, I suppose!\! As for you, \n[8], I'm afraid your journey has come to an end.\! Rest assured, your death will be permanent this time, and will signal the greatest victory against Donar yet, and a harbinger for a new, enlightened age.","C'est bien dommage, je l'avoue.\! Vous, les Donari... cette grande expérience humaine, principale attraction de Tahnra !\! Cette grande, quoique si fragile, manifestation de la volonté de Donar.\! Mais peu importe. Ces stupides identités et leur histoire, Véridiens, Sayunaari et je ne sais quoi encore...\! Toutes ces balivernes n'auront plus la place dans le monde du futur.\! Et ceux qui s'accrocheront à leur ignorance subiront l'extinction des espèces !\! Quant à toi, \n[8], je crains que ton voyage ne touche à sa fin.\! Si cela peut te rassurer, ta mort sera permanente, cette fois-ci, et marquera l'avènement de la plus grande victoire contre Donar ! Elle sera l'augure d'une nouvelle ère."
Aaaagh....\| Being torn apart!!!,Aaaagh....\| Je suis déchiré !!!
You crazy fool...\| some things never change...,Pauvre idiot...\| rien n'a donc changé...
\n[8]...\| where is he?,\n[8]...\| où est-il ?
