ENGLISH,FRENCH
Chapter 4: Paradigm Shift,Chapitre 4 : Changement de paradigme
"It's times like these I ask me'self what went wrong. How'd the likes of Stefan end up against these devil worshippers, runnin' the risk of bringin' harm to this beautiful face voluntarily?\! Ah well, these prisoners likely won't be savin' themselves.","C'est dans ces moments-là que je me demande ce qui a mal tourné. Comment moi, Stefan, me suis-je retrouvé face à ces adorateurs du diable, courant le risque de blesser volontairement mon beau visage ?\! Eh bien, ces prisonniers ne vont probablement pas se sauver eux-mêmes."
"These guards are no joke, but as a certified Thief™, I can take these guys out with a Stealth Attack.\! If I'm the one attackin', I'll be able to hit enemy squads from behind, no need to fuss with the heavily-armored front line guys.","Ces gardes ne plaisantent pas, mais en tant que Voleur certifié™, je peux les éliminer avec une attaque furtive.\! Si c'est moi qui attaque, je pourrai frapper les escouades ennemies par derrière, sans avoir à m'occuper des troupes en ligne de front lourdement armées."
"Someone up there likes you, friend. Let's get ya out of those chains...","Quelqu'un là-haut t'aime bien, camarade. Je vais te libérer de ces chaînes..."
...\| W-what's going on...,...\| Qu'est-ce qui se passe...
Name's Stefan. I'm workin' for the Temple.,Je m'appelle Stefan. Je travaille pour le Temple.
"...Thank you, Stefan...\| I'm \n[8].","...Merci, Stefan...\| Je suis \n[8]."
"Can ya swing a sword, \n[8]? Well I hope so, because these cultists are hot on my trail.\! We'd best find our way outta here, friend. I think I saw the exit around the corner, just northwest of here.","Tu sais manier l'épée, \n[8] ? Je l'espère, car ces cultistes sont sur ma piste.\! Nous ferions mieux de trouver la sortie, camarade. Je crois avoir vu la sortie dans le coin, juste au nord-ouest d'ici."
"...Whoa. Stefan, how do you plan on getting by the blonde with the giant hammer?","...Waouw. Stefan, comment prévois-tu de passer la grande blonde avec le marteau géant ?"
"Nah, that's Diana, our ticket outta here. She's my partner in crime!","Pas d'inquiétude, c'est Diana, elle nous fera sortir. C'est ma partenaire dans le crime !"
"Diana, as in, the leader of the Temple Paladins? I never thought I'd see her in the flesh.\! Why in the world would such a figure be here...",Diana... la cheffe des Paladins du Temple ? Je n'ai jamais pensé que je la verrais en chair et en os.\! Pourquoi diable quelqu'un comme elle serait ici...
"Let's have a meeting of the minds later, \n[8]. If I were you, I'd just do what I do and let Diana deal with these guys while I nab the loot.\! Works like a charm every time, heh heh.","Nous ferons connaissance plus tard, \n[8]. Si j'étais toi, je ferais profil bas et laisserais Diana s'occuper de ces gars pendant que je récupère le butin.\! Ça marche parfaitement à chaque fois, hé hé."
Are you one of the prisoners here?,Vous êtes l'un des prisonniers ici ?
"Yes, I was...","Oui, je l'étais..."
This is fortunate. We did not expect this. You must come with me.,C'est une chance. Nous ne nous attendions pas à cela. Vous devez venir avec moi.
Guess I'm in no position to argue...,Je suppose que je n'ai pas vraiment le choix...
"Hell's bells, guess my cover's blown!\! We gotta get movin', kid, they're bringin' in reinforcements!","Damnation, je suppose que ma couverture a sauté !\! On doit se bouger, ils amènent des renforts !"
"Well would ya look at that.\! We got ourselves some Treasure, ripe for the taking.\! Sure it's not part of my mission, but as a certified Thief, I would be doing a disservice to my kind to leave any Treasures behind! It's my moral duty.\! All I gotta do is walk right on top of it, and what's inside the Treasure is ours. In fact, anyone can grab it, not just me!","Eh bien, regardez-moi ça.\! Voilà un trésor qu'il n'y a plus qu'à dérober.\! Bien sûr, cela ne fait pas partie de ma mission, mais en tant que voleur certifié, je ne rendrais pas service à mes semblables en laissant des trésors derrière moi ! C'est mon devoir.\! Tout ce que j'ai à faire est de marcher dessus, et ce que le trésor contient sera à moi. En fait, tout le monde peut l'attraper, pas seulement moi !"
