ENGLISH,FRENCH
Chapter 20-C: No Mercy for the Merciful,Chapitre 20-C : Pas de pitié pour les miséricordieux
Hundreds of children have been brought here...,Des centaines d'enfants ont été amenés ici...
"The Zanatus cult way of life is perverse, so they must indoctrinate children, the only way to create a like-minded generation.\! These people...\| if left unchecked, they'll transform the whole world into mindless drones to serve their purposes.\! And they have time on their side.\! If we win this war, there will be no mercy for them...\| I'll make sure they and their ideas are extinct forever.","Le mode de vie du culte de Zanatus est pervers, c'est pourquoi ils doivent endoctriner les enfants. C'est l'unique moyen de créer une génération partageant les mêmes idées.\! Ces gens...\| si on ne les arrête pas, ils transformeront le monde entier en drones sans cervelle pour servir leurs objectifs.\! Et ils ont le temps de leur côté.\! Si nous gagnons cette guerre, il n'y aura aucune pitié pour eux...\| Je m'assurerai qu'eux et leurs idées disparaissent à jamais."
The Sisterhood of Mercy...\| fighting for the enemy?!,La Sororité de la Miséricorde...\| se bat pour l'ennemi ?!
...What?!\! Probably being blackmailed... as if I needed more reason to wipe these guys out!,...Quoi ?!\! On leur fait probablement du chantage... comme si j'avais besoin d'une raison supplémentaire pour éliminer ces gars-là !
"\n[8], please do not take the lives of my Sisters...\| If we defeat the cultists...","\n[8], s'il te plaît, ne prends pas la vie de mes Sœurs...\| Si nous vainquons les cultistes..."
I hear you.\! Let's hope the bad guys haven't made that impossible.,Je comprends.\! Espérons que les méchants n'ont pas rendu cela impossible.
Edelia!,Edelia !
Sister Diana...\| My shame is boundless.\! Please forgive me...,"Sœur Diana...\| Ma honte est sans limite.\! S'il vous plaît, pardonnez-moi..."
"You kept yourself alive.\! For that you need not be forgiven.\! Come with me, Edelia... may we never part again.","Tu t'es maintenue en vie.\! Pour cela, tu n'as pas besoin d'être pardonnée.\! Viens avec moi, Edelia... que nous ne nous séparions plus jamais."
"...I will, Sister!\! How I have longed to fight by your side!","...Avec joie, ma sœur!\! Comme j'ai désiré me battre à vos côtés !"
Aaaaaaggghhh!!!!!\! Edelia?!!,Aaaaaaggghhh!!!!!\! Edelia ?!!
Bloody hell...,Bon sang...
What have we done?!\! Diana...,Qu'avons-nous fait?!\! Diana...
