ENGLISH,FRENCH
"\n[8]....\! You....\| I killed you...\| I killed you, and watched your body plummet to the earth!\! Auuugggghhh.... \! I hate.... you...\| hate...",\n[8]....\! Toi....\| Je t'ai tué...\| Je t'ai tué et vu ton corps tomber !\! Auuugggghhh... \!Je te déteste...\| déteste...
"But ""Emperor"", you created me.\! Seems if you'd just left well enough alone, I wouldn't be who I am today.","Mais « Empereur », tu m'as créé.\! Il semble que si on t'avait laissé en paix, je ne serais pas la personne que je suis aujourd'hui."
"My armies are defeated, but I will take much from you before I fall...!","Mes armées sont vaincues, mais je ne quitterai pas ce monde sans une part de toi !"
"Will you now?\! Right, because you believe the Zanatus cultists are backing you.\! Everyone can see that you are their pawn, everyone but you.\! You made a deal with the devil, and now the devil is coming to consume you.\! Normally I'd feel sorry for such blind stupidity.","Vraiment ?\! C'est vrai que tu penses que les fanatiques de Zanatus t'épaulent.\! Tout le monde, à part toi, se rend compte que tu n'es que leur pion.\! Tu as pactisé avec le diable et il réclame son dû.\! En temps normal j'éprouverais de la pitié envers une telle stupidité."
"Enough...\! Bring me the boy, now!",Assez...\! Qu'on m'apporte le garçon.
Alex!!!,Alex !!!
...M-Mom?!,M- Maman ?
"Don't take another step, you monstrosity, or he's dead!",Un pas de plus et il meurt !
What?!\! You can't do this!,Quoi? !\! Tu ne peux pas faire ça !
"Get over there, whelp.","Viens par ici, toi."
Casamir...\| there is nothing to be gained from this.\! Think about what you're doing...,Casamir...\| il n'y a rien à tirer de tout ça.\! Pense à ce que tu es en train de faire.
"Oh, how quaint.\! Look at you now, the paragon of morality, now that there is nothing to be lost from being so!\! How simple it is to speak from a position of ultimate power, isn't it?!\! If there is any justice in this world, the future will see you as the bloodthirsty conquerer you are, \n[8]!","Oh, comme c'est charmant.\! Regarde-toi, parangon de la morale qui a tant à perdre !\! C'est facile de parler alors qu'on est perché sur un tout-puissant piédestal !\! S'il y a encore un peu de justice dans ce monde, le monde entier te verra comme le conquérant assoiffé de sang que tu es, \n[8] !"
"Do not worry, child...\| I am sure your mother will make the correct choice.","Ne t'en fais pas, mon enfant...\| Je suis certain que ta mère prendra la bonne décision."
"You've lived a good life, haven't you, Diana?\! You need but give yourself up, and this will all be over.\! The tiniest hint of aggression on your part will end your son's life.","Tu as vécu une belle vie, n'est-ce pas, Diana ?\! Tu n'as qu'à abandonner et tout ceci prendra fin.\! Lève ne serait-ce qu'un doigt et ton fils y passera."
What a fool...,Quel idiot...
...\| You leave me no choice... my life is yours.\! May the gods banish you to the lowest hell.,...\| Tu ne me laisses pas le choix. Ma vie est entre tes mains.\! Que les Dieux te bannissent dans les plus bas cercles de l'enfer.
"Where are they, \n[8]?\! Who to save first?\! Can you do without your Paladin, or does the boy meet his end instead?\! That choice is on your shoulders now, \n[8].\! Farewell!","Où sont-ils, hein \n[8] ?\! Qui sauver en premier ?\! Survivras-tu sans ton Paladin, ou le garçon devra-t-il mourir à sa place ?\! C'est à toi de choisir, \n[8].\! Adieu !"
ALEX!!!!!!,ALEX !!!!!!
