ENGLISH,FRENCH
Chapter 8: Marooned,Chapitre 8 : Embourbés
"Narima, you mentioned you were familiar with these lands.\! Looks pretty treacherous...","Narima, vous avez mentionné que vous connaissiez ces terres.\! Ça a l'air assez traître..."
"The winds were not kind to us, \n[8], for this is a very inhospitable place.\! There is little room to maneuver an army through the swamp, but the land on the other side of the mountains is clear.","Les vents ne nous ont pas été favorables, \n[8], car c'est un endroit très inhospitalier.\! Il y a peu de place pour manœuvrer une armée à travers le marécage, mais les terres de l'autre côté des montagnes sont sécurisées."
...\| We can't let the Tidereavers get away with their slave trade.\! We have a chance to stop them here.,...\| Nous ne pouvons pas laisser les Brise-vagues s'en tirer avec leur commerce d'esclaves.\! Nous avons une chance de les arrêter ici.
You wish to cross through the swamp??,Tu veux traverser le marécage ??
"Yes, but we will cover more ground if we split up.\! Diana, can you lead a group on East side of the mountains?","Oui, mais nous couvrirons plus de terrain si nous nous séparons.\! Diana, peux-tu diriger un groupe sur le côté Est des montagnes ?"
"Your judgement has not failed us thus far.\! Yes, please decide who will go with me.","Ton jugement ne nous a pas fait défaut jusqu'à présent.\! Oui, je t'en prie, tu n'as qu'à décider qui m'accompagne."
"These lands are not suited for the city-dwelling humans.\! I am called Raskuja, and for small fee of 3000 human gold coins, Raskuja will become your guide and protector.","Ces terres ne conviennent pas aux humains qui vivent dans les villes.\! Je m'appelle Raskuja, et pour une somme modique de 3000 pièces d'or humaines, Raskuja deviendra votre guide et protecteur."
"3,000 for one mercenary?!",3 000 pièces d'or pour un mercenaire ?!
"Blue-haired human has not met Barek Tor, mmm?\! We become Mercenary for many of your years.\! Pay once, and Raskuja slay all enemies of blue-haired human.\! Raskuja is deadly killer - swift as wind, strong like mountain, strike like fire.","L'humain aux cheveux bleus n'a pas encore rencontré Barek Tor, hmmm ?\! Nous devenons des mercenaires pour beaucoup de vos années.\! Payez une fois, et Raskuja tuera tous les ennemis de l'humain aux cheveux bleus.\! Raskuja est un tueur mortel - rapide comme le vent, fort comme la montagne, frappant comme le feu."
You're hired!,Tu es embauché !
"No, thanks.","Non, merci."
"Sorry, friend, our finances are a little tight at the moment...","Désolé, mon ami, nos finances sont un peu serrées en ce moment..."
"Blue-haired human is brave, perhaps foolish.\! But Raskuja like this one, he hopes enemies of blue-haired human are not to be paying Raskuja first...","L'humain aux cheveux bleus est courageux, peut-être fou.\! Mais Raskuja l'aime bien, il espère que les ennemis de l'humain aux cheveux bleus ne vont pas payer Raskuja en premier..."
"...You'd better be worth it, Raskuja.\! Please, help us out with these damn swamps.\! Blue-haired human's name is \n[8].","...Tu ferais mieux d'en valoir la peine, Raskuja.\! Aide-nous avec ces satanés marais.\! Le nom de l'humain aux cheveux bleus est \n[8]."
"\n[8] is very smart human.\! Raskuja worth far more than few clinks of human money.\! Show Raskuja who to kill, and so he shall to be doing it.","\n[8] est un humain très intelligent. \! Raskuja vaut bien plus que quelques pièces d'or humaines. \! Montrez à Raskuja qui tuer, et Raskuja passera à l'action."
Enemy reinforcements from the East... more mercenaries?!\! They seem determined to reach \n[8]'s position.\! We can cut off their advance before they reach the swamp.,Des renforts ennemis venant de l'Est... encore des mercenaires? !\! Ils semblent déterminés à atteindre la position de \n[8]. \! On peut couper leur avance avant qu'ils n'atteignent le marais.
