ENGLISH,FRENCH
...Lysander? Are you alright?,Lysandre ? Tout va bien ?
It's finally become reality.,C'est enfin devenu réalité.
Hmmm....???,Quoi donc ?
"You're just...\| completely out of reach.\! You may not have noticed, but I haven't been able to free my mind of you.\! But, no need to rebuke my foolish words, I see reality ever more clearly now.","Tu es juste...\| hors de toute portée.\! Tu ne t'en es peut-être pas aperçu, mais je suis incapable de te sortir de ma tête.\! Mais nul besoin de réprouver mes paroles. J'y vois clair, à présent."
Lysander...,Lysandre...
Am I...\| not of the right caliber...?,Suis-je...\| Suis-je au moins à la hauteur ?
"By Donar... this is silly!\! You're General Lysander, not some groveling supplicant.\! Look at all you've accomplished.\! Do you not realize how revered you are by those around you, who wish they had your gifts?","Par Donar... C'est idiot !\! Tu es le Général Lysandre, pas un simple supplicateur.\! Regarde tout ce que nous avons accompli.\! Tu ne te rends donc pas compte d'à quel point tu es tenu en estime par ceux qui t'entourent ? À quel point ils envient tes talents ?"
"To be honest, my merits in the art of war...\| it doesn't matter that much to me in the end.\! Not compared to... what, in my mind, could be.\! And with whom it could be.","Pour être honnête, mes mérites se cantonnent à l'art de la guerre.\| Cela importe peu, au final. Surtout en comparaison à mes aspirations.\! Et celle dont elles font l'objet."
"I understand.\! I do this for Alex.\! The fight, next to that, is secondary.","Je comprends.\! Je fais cela pour Alex.\! À part ça, les combats ne sont que secondaires."
"Of course...\| I'm sorry, Diana. I have certainly lost any sense of decorum...","Évidemment...\| Je suis désolé, Diana. Je suis tombé bien bas."
"That's not necessary.\! All anyone asks, is for you to be who you are.\! Already one of the greatest heroes of our time. With even more feats to come, right?","Ce n'est rien.\! Tout ce que demande ton entourage est que tu sois toi-même.\! L'un des plus grands héros de notre époque. Et qui n'a pas encore fini d'en mettre plein les yeux, n'est-ce pas ?"
We shall see...,Nous verrons bien.
