ENGLISH,FRENCH
\c[1]Jebediah's library and laboratory\c[0],\c[1]Bibliothèque et laboratoire de Jebediah\c[0]
S-Stop!!\! How did you get here?!\! This is highly forbidden!!,Arrête !!\! Comment es-tu arrivée ici ?!\! C'est strictement interdit !
Is that so?\! I must have gotten lost.\! What's a girl to do...,Vraiment ?!\! J'ai dû me perdre.\! Les filles et le sens de l'orientation...
Your father will hear of this!\! Y-you cannot be in here!!,Ton père aura de mes nouvelles !\! Tu n'as pas le droit d'être là !
Shut your mouth and do what you're told.,Ferme-la et fais ce qu'on te dit.
W...what?\! I don't have to listen to you!!,Quoi ?!\! Tu n'as pas à me donner d'ordre !
"You do, and you will!","Si, et tu obéiras !"
B-but... but...,Mais... mais...
"Hahahaha...\| look at you now.\! You human males are all alike.\! With little effort, you're putty in my hands.\! ...Aren't you, my little minion?","Hahahaha...\| Regarde-toi, maintenant.\! Vous, les mâles humains, êtes tous pareils.\! Je peux faire ce que je veux de toi en levant le petit doigt. \!N'est-ce pas ?"
"What are you doing here, Beatrix?\! I wish you would leave...","Qu'est-ce que tu fais ici, Beatrix ?!\! Il faut que tu partes..."
"Oh, you love this, almost as much as I do.\! I'm just indulging my curiosity. Here you are, all cooped up, studying all this prophecy nonsense.\! I'd very much like to see your work!","Avoue que tu aimes ça autant que moi.\! Je ne fais que satisfaire ma curiosité. Tu es là, enfermé, à étudier ta prophétie sans queue ni tête.\! J'aimerais bien jeter un œil à ton travail !"
"....\| N-no, I...\| no one can see this!\! You won't even understand it! You'll ruin everything with your clumsy recklessness!","....\| Hors de question...\| Personne n'en a le droit !\! Tu ne comprendrais rien, de toute façon. Tu vas mettre la pagaille partout avec ta maladresse !"
Are you questioning my intellect?!,Tu remets mon intelligence en question ?
"Wait just a minute...\| you're trying to provoke me now.\! Well, if it's gonna be that way, I'm leaving right now if you don't show me everything. Hmph!","Attends un peu...\|Tu me provoques, maintenant ?\! Si tu n'as pas l'intention de me montrer quoi que ce soit, alors je m'en vais. Pfff."
"No! Wait!\! Please, have a look around...","Non ! Attends !\! Jette un œil, je t'en prie..."
"There you go!\! What are those scrolls there, hmm?","Eh bien voilà !\! C'est quoi ces parchemins, hein ?"
"This is my transcription of the Historium Magnus...\! But it is a very delicate project, please, I beg you, do not interrupt it, or the translation will be ruined...","Ce sont mes retranscriptions de l'Historium Magnus...\! Mais c'est un projet très délicat, alors je te prie de ne pas l'interrompre, sinon la traduction sera ruinée."
"By Donar, you're doing this from memory? Always the consummate bookworm!\! Hmm, what's this map all about?",Par Donar ! Tu fais tout ça de tête ? Tu as toujours été un rat de bibliothèque !\! Hmm... et c'est quoi cette carte ?
"That transcription is complete...\| it is the locations of all five of the Nephilim shrines.\! If I were to retrieve the Historium Magnus again, the secrets within would...","Cette transcription est terminée...\| Ce sont les emplacements des sanctuaires Nephilims.\! Si je remettais la main sur l'Historium Magnus, tous ses secrets seraient..."
"...No kidding?\! Well, well... very good work here, Jebby.\! Good boys get rewarded, you know.","Sérieux ?\! Eh bien, c'est du bon travail, Jebby.\! Les bons garçons sont récompensés, tu sais ?"
...\| Rewarded?,...\| Récompensés ?
"Mmhmm, that's right.\! Why don't you just look the other way while I study this map for myself.\! You wouldn't want to disappoint Beatrix would you?","Hm hm, c'est bien ça.\! Que dirais-tu de me laisser examiner cette carte moi-même ?\! Tu ne voudrais pas me décevoir, n'est-ce pas ?"
"N-no, of course not...","Non, bien sûr que non !"
"You behave yourself while I'm away, my little Jeb.\! Farewell, until we meet again!","Tiens-toi à carreau pendant mon absence, mon petit Jeb.\! À bientôt !"
