ENGLISH,FRENCH
"\c[1]7 years ago, Imperial Academy\c[0]","\c[1]Il y a 7 ans, à l'Académie impériale\c[0]"
Don't you guys have anything better to do?,Vous n'avez rien de mieux à faire ?
"Where'd ya get that uniform?\! You been stealin' from the armory, street urchin?","Où as-tu trouvé cet uniforme ?\! Tu as volé à l'armurerie, petit délinquant ?"
What should we do with the thief?,Que devons-nous faire avec ce voleur ?
Probably gonna go cryin' to the Master Sergeant again.,Il va probablement encore aller pleurer chez le Sergent-chef.
"I'm watchin' you, street urchin!\! If I had my way, kids like you'd be sent home.","Je te surveille, gamin des rues !\! Si ça ne tenait qu'à moi, les enfants comme toi seraient renvoyés chez eux."
"Yeah, go home.\! I hear the back alleys are comfy this time of year.","Oui, rentre chez toi.\! J'ai entendu dire que les ruelles sont confortables à cette époque de l'année."
Heh heh heh...,Heh heh heh...
"You okay, \n[8]?","Tu vas bien, \n[8] ?"
"Hi, Zelos...\| I guess so.","Salut, Zelos... \| Oui, ne t'en fais pas."
Don't sweat those guys.\! I've seen you in class. Not enough brains between the three of 'em combined to make one of you.,Ne t'occupe pas de ces gars-là.\! J'ai vu que tu participais en classe. Il n'y a pas assez de cervelle chez ces trois-là pour t'égaler.
"Thanks...\|\| Zelos, these are supposed to be my comrades...","Merci...\|\| Zelos, ils sont censés être mes camarades..."
"They are. When it comes down to it we're all gonna bleed for each other.\! They're testing you.\! You gotta fight back, \n[8].\! Doesn't matter who, you always gotta show the world you're not to be messed with.","Ils le sont. Quand le moment viendra, on va tous saigner les uns pour les autres.\! Ils te testent.\! Tu dois te battre, \n[8].\! Peu importe qui, tu dois toujours montrer au monde qu'il ne faut pas se frotter à toi."
You could take these guys no problem.,Tu pourrais battre ces gars sans problème.
"If I helped you they'd never leave you alone!\! Just trust me on this one.\! Even if you get roughed up, it'll pay off in the end.","Si je t'aidais, ils ne te laisseraient jamais tranquille !\! Fais-moi confiance sur ce point.\! Même si tu te fais malmener, ça finira par payer."
"Something might happen to those guys later.\! If anyone asks, you had nothin' to do with it.\! See ya around, \n[8].","Quelque chose pourrait arriver à ces gars-là plus tard.\! Si quelqu'un demande, tu n'as rien à voir avec ça.\! À plus tard, \n[8]."
