ENGLISH,FRENCH
"Pah, silly Veridians. If they will not properly acknowledge you as their savior, they deserve not the grace and beauty of my presence.","Pff, quels idiots ces Véridiens. S'ils ne te considèrent pas comme leur héros, ils ne méritent pas ma gracieuse beauté, et encore moins ma présence."
"...\| They will be ready in time. But for now, my role in Veridia is done. The Nephilim War is over, and Zanatus is dead.",...\| Donne-leur le temps. Mon rôle en Veridia est terminé pour le moment. La Guerre des Nephilims est terminée et Zanatus est finalement vaincu.
"Indeed! A well-done demon, burned to a crisp by the divine fires of Cyrene.","En effet ! Et un démon bien cuit, un !"
You don't seem too broken up about losing your adoptive father.,La perte de ton père adoptif n'a pas l'air de te secouer.
"...\| It feels bizarre to even hear those words. That man, that being, took me in for his own designs.\! No one fiddles with the likes of Beatrix, not even you, \n[8]!","...\| C'est bizarre d'entendre ces mots. Cette homme, cet être... C'était son plan de me prendre sous son aile.\! Personne ne cherche des noises à Beatrix, pas même toi, \n[8] !"
"Ha, duely noted.",Il faut que je note ça !
"Now then. You've promised me a new adventure.\| Care to share the details, or shall I simply annihilate anything that looks in your direction?",Bon. Tu m'as promis une nouvelle aventure.\| Tu veux bien m'en dire plus avant que je réduise en cendre tout ce qui regarde dans ta direction ?
"Zanatus's dying words still haunt me. I felt no deception in those words. Zanatus's hatred for Donar, and for me, cannot be described.\! He felt a certain peace in his final moments. As though he'd finished his job.\! We have reports that some of the Followers of Zanatus went into exile, far to the East, bound for Grothnor of all places.","Les derniers mots de Zanatus me hantent encore. Je n'ai pas senti de mensonge en eux. La haine de Zanatus envers Donar et moi-même est indescriptible.\! Il a ressenti une certaine paix dans ses derniers moments. Comme s'il avait accompli son œuvre.\! On a reçu des informations comme quoi des Acolytes de Zanatus se sont exilés à l'est, principalement à Grothnor."
"Grothnor, hmm?\| You know, they say even Donar's light fails to reach its innermost depths.\! It is home to unspeakable horrors that could render a man insane from fear.\! An odd vacation destination, though you've successfully intrigued me.\! The treasures that await must be positively gleaming.","Grothnor, tu dis ? Tu sais, on dit que même la lumière de Donar n'atteint pas ce lieu.\! C'est la tanière d'horreurs indescriptibles qui rendraient fous ceux qui oseraient les regarder.\! Ce n'est pas la destination de vacances la plus évidente, mais tu as piqué ma curiosité.\! Les vierges trésors qui nous attendent en ces terres doivent être magnifiques."
"Yeah, I know. I couldn't imagine someone better equipped to be by my side for this.\| Ready to head off, then?","Oui, je sais. Je ne pourrais pas imaginer meilleur compagnon pour ce voyage.\| Prête à te mettre en route ?"
"Off we go, then! Let us set the future ablaze, \n[8]!","C'est parti mon kiki ! Le premier qui nous enquiquine sera brûlé au 28e degré, \n[8] !"
