ENGLISH,FRENCH
"A bit dramatic with that whole 'end of the world' speech, don't ya think?",C'était pas un peu dramatique ce discours sur la fin du monde ?
...\n[8] is not familiar with the Temple's ways.\! It may be just what \n[5] needed to hear.,...\n[8] ne connaît pas bien les habitudes du Temple.\! C'est peut-être ce qu'\n[5] a besoin d'entendre.
"...You're really serious about this stuff, aren't you?","Tu prends vraiment ça au sérieux, n'est-ce pas ?"
"Just as the cult was deliberate in finding the Nephilim, so too must the Paladins be when countering their actions.",Les Paladins doivent mettre autant de cœur à défendre les Nephilims que le culte à les détruire.
"Must be easy to think everything and anything happens for a reason...\! As though the fate of all reality is set in stone, so why bother setting out to change it?",Ce doit être facile de penser que tout se produit pour une raison...\! Comme si le destin était gravé dans la pierre. Alors pourquoi s'embêter à tenter de le changer ?
"...There are some things I would change, Stefan.\! The life of a warrior is difficult.\! The comforts of home call out to me...","Il y a certaines choses que je voudrais changer, Stefan.\! La vie de guerrier n'est pas aisée.\! Le confort de mon foyer m'appelle..."
"Little Alex?\! Yeah, bet the kid really misses you...","Le petit Alex ?\! Ouais, le gamin doit vraiment te manquer."
"Yes...\| But my son deserves a better world to inherit.\! If Zanatus is returning to our world, I must remain out here, fighting against fate, inevitable as though it may be.","Oui...\| Mais mon fils mérite d'hériter d'un meilleur monde.\! Si Zanatus revient en notre monde, je dois rester ici, à combattre la fatalité aussi inévitable puisse-t-elle paraître."
Yeah... I hear ya.\! He's a good kid.\! Wish I had somethin' as precious as Alex is to you.,Ouais... Je comprends.\! C'est un bon gamin.\! Si seulement j'avais quelqu'un d'aussi précieux dans ma vie...
...My Alex worships you.\! You're practically his own father.,Mon Alex te vénère.\! Tu es comme un père pour lui.
No kiddin'?,Sérieux ?
Can you play that tune he likes so much? I have grown very fond of it as well...,"Est-ce que tu peux jouer cette musique qu'il aime tellement ? Je l'apprécie beaucoup, moi aussi."
Just gonna make you miss home even more...,Ça va juste renforcer ton mal du pays.
