ENGLISH,FRENCH
"\c[1]Crestmoor town square, later that evening\c[0]","\c[1]Place de la ville de Crestmoor, plus tard dans la soirée\c[0]"
You're conflicted.\! I can smell it on you.,Quelque chose te perturbe.\! Je peux le sentir.
I ask you to consider what we are doing.\! And to keep this Beatrix on a short leash.,Je te demande de considérer ce que nous faisons.\! Et de tenir cette Beatrix à l'œil.
"I hear you.\! Beatrix just falls into our lives, and now we're chasing legends.","Je comprends.\! Beatrix a simplement débarqué dans nos vies, et maintenant nous poursuivons des fables."
We know so little about these divine weapons.,Nous savons si peu de choses sur ces armes divines.
You've seen Beatrix's magic.\! That's a lot of power...\| aren't you at least curious?,Tu as vu la magie de Beatrix.\! C'est beaucoup de puissance...\| N'es-tu pas au moins curieux ?
I am always curious.\! But this is reckless.\! You must at least give me time to interpret the Historium Magnus.\! I believe I am starting to make sense of it.,Je suis toujours curieux.\! Mais c'est imprudent.\! Tu dois au moins me laisser le temps d'interpréter l'Historium Magnus.\! Je crois que je commence à y voir clair.
"Haha, of course.\| Only you would have that kind of patience... certainly not me!","Haha, bien sûr.\| Il n'y a que toi pour avoir ce genre de patience... certainement pas moi !"
Sometimes I can't put thoughts into words.\! My experience with death and rebirth...,"Parfois, je n'arrive pas à mettre des mots sur mes pensées.\! Mon expérience de la mort et de la renaissance..."
It seems beyond the realm of words to describe...,Il semble que les mots ne suffisent pas à la décrire...
"Yep. Same with this draw to the divine shrines.\! Lysander, I felt something familiar in the shrine at Mount Karnac.\! It's like I've been living a lie until that moment.\! How can one resist the long-awaited truth?\! Could you?","Ouais. Même chose pour cette attraction envers les sanctuaires divins.\! Lysandre, j'ai ressenti quelque chose de familier dans le sanctuaire du Mont Karnac.\! C'est comme si j'avais vécu dans le mensonge jusqu'à ce moment-là.\! Comment résister à la vérité que j'attendais tant ? \! Pourrais-tu ?"
"\n[8]...\| I swore to be your right hand, and a proper right hand does not let his leader go unprepared.\! I just ask that you keep your eyes open.\! There is something going on that I do not like.\! We are about to pursue the shrine at Greywind Mountain...\| let us hope we find the answers we need there...","\n[8]...\| J'ai juré d'être ta main droite, et une bonne main droite ne laisse pas son chef partir sans préparation.\! Je te demande simplement de garder les yeux ouverts.\! Il se passe quelque chose de bizarre.\! Nous sommes sur le point de poursuivre le sanctuaire du Pic de Greywind... \| Espérons que nous y trouverons les réponses dont nous avons besoin..."
