ENGLISH,FRENCH
\n[8].\! Got a minute?,\n[8].\! Tu as un instant ?
"For you, always.","Pour toi, j'en ai même deux."
Eh... this kind of advice givin' isn't really my thing.,Bon... Je n'ai pas vraiment l'habitude de dispenser ce genre de conseil.
"Whoa, who died, anyway?\! You're so serious at the moment, old man.","C'est bon, il n'y a pas mort d'homme.\! Tu es si sérieux en ce moment, vieil homme."
...Old man...,Vieil homme...
"Listen, I know I'm no spring chicken, but my mind's still sharp as a tack.\! And I have a good mind to tell you you're breakin' a lotta hearts 'round here.","Écoute, je sais que je ne sors pas de l'œuf, mais ça veut aussi dire que je ne suis pas né de la dernière pluie.\! Et je peux te dire d'expérience que tu brises de nombreux cœurs ici."
I beg your pardon??!,Comment ça ?!
"Just...\| I'm sure at this point I got nothin' more to teach you about swordplay.\! But I still notice these young fellas 'round you...\| You just gotta be aware of their intentions.\! Just...\| keep that in mind for me, alright?","C'est juste que...\| C'est certain que je n'ai plus rien à t'apprendre sur le maniement de l'épée.\! Mais je vois quand même comment ces jeunes gens se comportent en ta présence.\| Tu dois toujours te méfier de leurs intentions.\! C'est juste que...\| Garde juste ça à l'esprit pour moi, d'accord ?"
"Well... of course, Barnabas.","C'est entendu, Barnabas."
"I'd hate to see you goin' down the wrong path.\! That's all I ever wanted for you, \n[8].\! Just to be surrounded by those who have your back 'til the very end.\! You know...","Je ne supporterai pas te voir prendre un mauvais chemin.\! C'est tout ce que j'ai toujours pu te souhaiter, \n[8].\! De toujours avoir un entourage sur qui tu peux compter jusqu'au bout.\! Tu sais..."
Kinda like a guy like me would.,Un entourage comme moi.
Yeah.\! A guy just like you would.,Oui.\! Un entourage exactement comme toi.
"Come on, Barnabas. There's gotta be a thousand stars I can recognize out tonight.\! Join me for a walk?","Allons Barnabas. Il y a plus d'un millier d'étoiles dont je connais le nom, ce soir.\! Viens donc te promener avec moi."
"Sure thing, \n[8].\! I would ask you to lay off the ""old man"" thing, but... I know how that goes.","Avec plaisir, \n[8].\! J'aimerais bien te demander d'arrêter avec ce truc de « vieil homme », mais... Je peux comprendre."
"Haha, right you are.","Ha ha, c'est bien vrai."
