ENGLISH,FRENCH
"Alright. As promised, all loose ends wrapped up, as requested!\| Alex is still a little broken up about it, but he'll be alright.\! Now then, where are we headed?","D'accord. Comme promis, tout est réglé conformément à la requête !\| Alex est un peu abattu, mais ça ira.\! Bon, on va où ?"
"Stefan, I must warn you, there's very little thievin' available where I'm headed. Not really your thing.","Stefan, autant te le dire : là où je vais, il n'y a pas de butin C'est pas trop ton truc."
Oh yeah? Try me!,"Ah ouais ? Vas-y, balance !"
"Grothnor.\| Veridian scouts are tracking the cultists survivors there, for to the east, in the unexplored continent.\! A frozen hellscape with horrors beyond description.","Grothnor.\| Là-bas, les éclaireurs véridiens traquent les survivants cultistes, vers l'Est, dans le continent inexploré.\! C'est un lieu infernal, glacial, aux horreurs indescriptibles."
Fair enough. What drives you to go? A little sight seeing?,Très bien. Qu'est-ce qui te motive ? Voir du paysage ?
"Zanatus's dying words still haunt me. I need answers, Stefan.\| Who actually is Donar? Why resurrect me?\| And how?\| I am even still the original me?\! And Zanatus... he had a certain calmness about him before his death. And I believe him...","Les derniers mots de Zanatus me hantent encore. Je cherche des réponses, Stefan.\| Qui est vraiment Donar ? Pourquoi me ressusciter ?\| Et comment ?\| Suis-je encore moi-même après ça ?\! Et Zanatus... le calme dont il faisait preuve face à la mort... Et je le crois."
"Point well-made, chosen one.\| Though if I may offer a pithy rebuttal...\| consider my career path thus far!\! From thief, to Tidereaver lackey, to Temple spy, to your personal assassin, and now I'm a free agent once again!\| I believe you've got an opening for a dashing, handsome adventurer?","Bien vu, l'élu.\| Si je puis me permettre une réplique lapidaire... \| regarde mon parcours !\! Voleur, laquais de Brise-vagues, espion du temple, assassin personnel... j'agis librement !\| C'est sans doute une occasion pour un aventurier sensationnel et craquant ?"
...\|There's probably no brandy where we're going either.,...\| Il n'y a sûrement pas de brandy là où on va.
"Ah! Yes, of course.\| Well then, best of luck to you!","Ah ! Oui, évidemment ! \| Eh bien, je te souhaite bonne chance !"
"Stefan.\| You silly person. We're partners in crime, remember?\| Are you coming along, or what?","Stefan.\| Imbécile. Nous sommes tous deux partenaires dans le crime, tu te souviens ?\| Tu m'accompagnes ou pas ?"
"Heh... righto, \n[8].\| We been through a lot together, you 'n I.\! These memories're more precious to me than any treasure in Donar's creation.\! Just thought you'd be best hear, in the event these Grothnor horrors are as unspeakable as you say.","Euh... dacodac, \n[8].\| On en a surmonté des épreuves, toi et moi.\! Ces souvenirs sont plus précieux que n'importe quel trésor créé par Donar.\! J'imaginais que tu ferais preuve de compréhension si ces horreurs sont si indicibles que tu le dis."
"We'll be fine.\| I feel completely invincible when you're around, like it's all going to be alright.\! Better give one last goodbye to the green plains of Veridia, it's the last we'll see in a long, long time...","On s'en sortira.\| Je me sens invincible en ta présence, comme si tout ne pouvait que bien se passer.\! Saluons les plaines verdoyantes de Veridia, on ne les reverra pas d'ici un bon bout de temps..."
