ENGLISH,FRENCH
"...This is the final point in the scavenger hunt... but...\! the last clue said there'd be a priceless treasure at the end!\! What gives?\! Errmmmm, wait a second.\! Hi, Barnabas.","Nous voilà à la fin de notre chasse... mais...\! le dernier indice a indiqué qu'il y aurait un trésor.\! Que se passe-t-il ?\! Oh, attends une seconde.\! Salut Barnabas."
Nice to see ya.\! I knew you'd make it.,C'est bon de te voir.\! Je savais que tu y arriverais.
How'd you know that?\! This was a challenging hunt!\! I might still be lost in the woods...,Et comment tu savais ça ?\! Ce n'était pas une chasse facile !\! J'aurais très bien pu me perdre dans ces bois.
"Anyone who knows about you knows that's what drives ya. A challenge.\! If I made it easy, you'd'a got bored and I'd just be stuck here waitin' like a fool.","Tout ceux qui te connaissent savent de quel bois tu te chauffes. Le bois du défi.\! Si c'était trop facile, je me serais ennuyé à vous attendre tout seul ici."
"Ahhhh, very clever, Barnabas.\! So... you're the priceless treasure or what?","Ahhh, c'est bien vu, Barnabas.\! Alors c'est toi le trésor inestimable ou quoi ?"
Well...\| no.\! Just couldn't think of a better clue.\! Writing's never been my talent...,Eh bien...\| non.\! Je n'aurais pas pu espérer un meilleur indice.\! L'écriture n'a jamais été mon point fort.
"I hope you'd consider the time we've spent together.\! How far we've come, and that it's just you and I here, in this grove.\! To me, that's priceless.\! And...\| this farmer would like much, much more of that.","J'espère que tu prendras en compte le temps que nous avons passé ensemble.\! À quel point nous avons fait du chemin pour nous retrouver seuls, toi et moi, dans ce bosquet.\! Pour moi c'est inestimable.\! De plus...\| ce fermier en voudrait bien plus."
"Oh, Barnabas...\! That's what you want? Just a lot more of me?\! Gosh, this whole, big, elaborate scheme... it's not what I'd expect from you!","Oh, Barnabas...\! C'est ce que tu veux ? Juste plus de moi ?\! Toutes ces manigances... Je n'attendais pas ça de toi !"
Yeah... guess I just wanted to try somethin' foolhardy again.\! Maybe show you that I still got a bit of spark left in me.,"Oui... Je suppose que je me suis laissé attirer par l'idiotie, encore une fois.\! Peut-être pour te montrer que j'ai toujours cette étincelle en moi."
That's...\| so cute.\! But so silly.\! The last thing I need is even more foolhardy in my life.\! I want the Barnabas I see day in and day out.\! I want a whole lot more of that guy!,"C'est...\| vraiment mignon.\! Mais aussi très sot.\! La dernière chose dont j'ai besoin dans ma vie, c'est de plus d'idiotie.\! Ce que je veux, c'est le Barnabas du quotidien.\! Et j'en veux encore plus !"
"And that you shall have, Sybil... if you'll have me too...","Et je te promets que tu en auras, Sybil... si tu veux bien de moi également."
"Yes, you goofball!\! Come on, just walk me back to base and tell me how you thought of this whole grand scheme.","Bien évidemment, grand bêta !\! Allons, raccompagne-moi à la base et raconte-moi comment tu as eu l'idée de cette manigance."
