ENGLISH,FRENCH
"Barnabas Fitch, the former Master Sergeant of the Imperial Army.\! After decades of being a soldier, he finally retires to his ranch in Melmonde country.\! Approached many times with offers to join the New Republic, Barnabas rejects, preferring the simple life.","Barnabas Fitch, l'ancien Sergent-chef de l'armée impériale.\! Après avoir été soldat des années durant, il prend finalement sa retraite dans son ranch au pays de Melmonde.\! Il était contacté à de nombreuses reprises pour joindre les rangs de la Nouvelle République, mais il rejetait ces offres, préférant vivre une vie simple."
"Barnabas and Sybil had grown close during the Nephilim War.\! Within Sybil is a miracle...\| a son who, with his two future brothers, will be Barnabas's greatest joy until the end of his days.","Barnabas et Sybil s'étaient rapprochés pendant la guerre des Nephilims.\! En Sybil se trouve un miracle...\| une fille qui, avec ses deux futurs frères, sera la plus grande joie de Barnabé jusqu'à la fin de ses jours."
"Sybil Byrne, the restless heart.\! Sybil's allegiances shifted many times in her life, always seeking fame and approval.\! Even though her deeds during the Nephilim War have been honored, Sybil struggles to rebuild her reputation after joining Lysander's mutiny.\! But for the first time, happily accepts the hardship and awaits her long-awaited goal with patience and dilligence.","Sybil Byrne, le cœur impétueux.\! Les allégeances de Sybil ont changé plusieurs fois dans sa vie, toujours en quête de gloire et d'approbation.\! Même si ses actes durant la guerre des Nephilims ont été honorés, Sybil lutte pour reconstruire sa réputation après avoir rejoint la mutinerie de Lysandre.\! Mais pour la première fois, elle accepte avec bonheur les difficultés et attend son objectif tant attendu avec patience et vertu."
"Sybil Byrne, the restless heart.\! She and Jules, after a long friendship, finally found something more between them.\! Jules's ascension to King of Sayunaa has added a twist to their relationship, but they are in love and they plan to marry.\! Jules is urged to bear a full-blooded Sayunaari heir, but to Sybil, this was an unexpected relief, as she never saw herself bearing children anyway.","Sybil Byrne, le cœur impétueux.\! Elle et Jules, après une longue amitié, ont finalement trouvé quelque chose de plus.\! L'ascension de Jules au rang de roi de Sayunaa a perturbé leur relation, mais ils sont amoureux et prévoient de se marier.\! Jules est encouragé à donner naissance à un héritier Sayunaari de plein droit, mais pour Sybil, c'est un soulagement inattendu, car elle ne se voyait pas porter des enfants de toute façon."
"Sybil Byrne, the restless heart.\! After regaining her stature with the Temple, she turns her passions to raising her three new sons with Barnabas.\! Though she would not see battle again, her love for her children made her all the more invested in a future free of the evil tyrants she fought so vigorously to defeat.","Sybil Byrne, le cœur impétueux.\! Après avoir retrouvé sa réputation au Temple, elle se consacre à l'éducation de ses trois nouveaux fils avec Barnabas.\! Même si elle ne reverra pas la bataille, son amour pour ses enfants l'a rendue d'autant plus investie dans un avenir libéré des tyrans maléfiques qu'elle a combattus avec tant de vigueur."
"Raskuja, the Barek Tor mercenary.\! After the death of Zanatus, he quickly returned to his homeland with a king's ransom in reward for his service to the Nephilim Army.\! Because of the great boon he provided his people, Raskuja became a venerated alpha male, to bare a small army of offspring.\! Raskuja lived to a ripe old age and passed away surrounded by an expansive and adoring family.","Raskuja, le mercenaire de Barek Tor.\! Après la mort de Zanatus, il est rapidement retourné dans sa patrie avec une rançon de roi en récompense de ses services à l'armée des Nephilims.\! En raison du grand bienfait qu'il a apporté à son peuple, Raskuja s'est hissé au rang de mâle alpha vénéré, pour donner naissance à une véritable armée de descendants.\! Raskuja a vécu jusqu'à un âge avancé et est mort entouré d'une famille nombreuse et aimante."
"Edelia Haugen, of the Sisterhood of Mercy, and Diana's Bonded.\! With Alex back in her custody, Edelia returns to her duties as Diana's support.\! Her example and conduct have been held up as the exemplary Priestess of the Sisterhood of Mercy, which defined the ancient order for many years to come.","Edelia Haugen, de la Sororité de la Miséricorde, Liée à Diana.\! Avec Alex de nouveau sous sa garde, Edelia reprend ses fonctions pour assister Diana.\! Son exemple et sa conduite ont été retenus comme exemple d'une prêtresse exemplaire de la Sororité de la Miséricorde, qui a défini l'organisation de l'ordre pour de nombreuses années à venir."
"Though forbidden by the Temple, Lysander and Edelia had fallen in love.\! Edelia has not yet decided to leave tradition, but the two lovers have been inseperable...","Bien que cela fut condamné par le Temple, Lysandre et Edelia étaient tombés amoureux.\! Edelia n'est pas encore prête à ignorer la tradition, mais les deux amants sont inséparables..."
"Karl Jaromir XIII, Duke of the Duchy of Embor.\! He had committed his Duchy and his life to the Nephilim Army from its very inception, all the way to the end.\! As the last major nobleman from a bygone era, Jaromir found himself alone in a new world, one that had looked past the time of lords.\! The founders of the Republic proposed Jaromir become a proconsul - the highest rank of government under the Consul, and to function as a representative for the Embor region.\! Jaromir, putting his people first, accepted the role, and abandoned the idea of noble lineage.\! This astounding act of humility served the new Republic well, setting the stage for new traditions and institutions that would create a lasting peace.","Karl Jaromir XIII, duc du duché d'Embor.\! Il avait engagé son Duché et sa vie dans l'Armée des Nephilims depuis sa création, jusqu'à la fin.\! En tant que dernier grand noble d'une époque révolue, Jaromir se retrouve seul dans un monde nouveau, qui a dépassé le temps des seigneurs.\! Les fondateurs de la République ont proposé que Jaromir devienne proconsul, le plus haut rang du gouvernement sous le Consul, et qu'il devienne représentant de la région d'Embor.\! Jaromir, soucieux du bien de son peuple, accepta le rôle et abandonna sa noble lignée.\! Cet acte d'humilité stupéfiant fut bénéfique pour la nouvelle République, autorisant de nouvelles traditions et institutions qui allaient instaurer une paix durable."
"The young priestess, Abigayle, had grown fond of Jaromir during their time with \n[8].\! She was more than thrilled to support him in his new role as a key leader of the Republic, and they eventually married.","La jeune prêtresse Abigayle s'était prise d'affection pour Jaromir pendant leur séjour chez \n[8].\! Elle était plus que ravie de le soutenir dans son nouveau rôle de chef de la République, et ils finirent par se marier."
"Jaromir and Diana became husband and wife.\! Jaromir is known to be one of the most devout followers of Donar, and this only strengthened with their new union.","Jaromir et Diana devinrent mari et femme.\! Jaromir était connu pour être l'un des plus fervents adeptes de Donar, et cela ne fit que se renforcer avec sa nouvelle union."
"Antares Bergen, war hero of the Succession War.\! Having taken his own life, ending his rebellion, Antares gave way for \n[8] to become the new face of those opposed to tyranny.\! The Proconsulate has ordered a monument to General Antares, not only for his service in the Succession War, but also being the spark that lit a fire in the peoples' hearts.","Antarès Bergen, héros de guerre de la guerre de Succession.\! S'étant donné la mort, mettant ainsi fin à sa rébellion, Antarès laissa la place à \n[8] pour devenir le nouveau symbole de ceux qui s'opposent à la tyrannie.\! Le proconsulat ordonna la construction d'un monument au général Antarès, non seulement pour ses services dans la guerre de Succession, mais aussi pour avoir été l'étincelle qui a allumé une flamme dans le cœur des gens."
